Orthogroup	s_cerevisiae_proteins	s_mikatae_proteins
OG0003163	rna3790	Smik_12.19
OG0003165	rna4186	Smik_12.416
OG0003167	rna606	Smik_3.97
OG0003168	rna1893	Smik_7.325
OG0003169	rna1894	Smik_7.326
OG0003170	rna5157	Smik_14.326
OG0003171	rna579	Smik_3.66
OG0003172	rna2021	Smik_7.87
OG0003173	rna3892	Smik_12.124
OG0003174	rna1829	Smik_6.41
OG0003175	rna1826	Smik_6.38
OG0003176	rna3896	Smik_12.128
OG0003177	rna3897	Smik_12.129
OG0003178	rna3902	Smik_12.133
OG0003179	rna3905	Smik_12.136
OG0003180	rna3907	Smik_12.138
OG0003181	rna5938	Smik_6.351
OG0003182	rna5934	Smik_6.355
OG0003183	rna5933	Smik_6.356
OG0003184	rna3187	Smik_10.168
OG0003185	rna509	Smik_2.428
OG0003186	rna5969	Smik_6.322
OG0003187	rna5635	Smik_15.404
OG0003188	rna5636	Smik_15.405
OG0003189	rna5959	Smik_6.332
OG0003190	rna5644	Smik_15.412
OG0003191	rna5652	Smik_15.420
OG0003192	rna1854	Smik_6.66
OG0003193	rna1853	Smik_6.65
OG0003194	rna2725	Smik_8.223
OG0003195	rna4987	Smik_14.163
OG0003196	rna2726	Smik_8.224
OG0003197	rna4986	Smik_14.162
OG0003198	rna4985	Smik_14.161
OG0003199	rna4984	Smik_14.160
OG0003200	rna4981	Smik_14.157
OG0003201	rna4975	Smik_14.150
OG0003203	rna4969	Smik_14.144
OG0003204	rna4968	Smik_14.143
OG0003205	rna1236	Smik_4.537
OG0003206	rna3046	Smik_23.1
OG0003207	rna5854	Smik_6.443
OG0003208	rna4671	Smik_13.389
OG0003209	rna6170	Smik_16.328
OG0003210	rna6169	Smik_16.327
OG0003211	rna350	Smik_2.268
OG0003212	rna997	Smik_4.290
OG0003214	rna2627	Smik_8.121
OG0003215	rna2419	Smik_16.110
OG0003216	rna3267	Smik_10.281
OG0003217	rna3265	Smik_10.279
OG0003218	rna4651	Smik_13.372
OG0003219	rna4652	Smik_13.373
OG0003220	rna4361	Smik_13.36
OG0003221	rna4368	Smik_13.43
OG0003222	rna4333	Smik_13.8
OG0003223	rna6256	Smik_16.420
OG0003224	rna4311	Smik_12.549
OG0003225	rna3391	Smik_10.417
OG0003226	rna3373	Smik_10.398
OG0003227	rna3374	Smik_10.399
OG0003228	rna2719	Smik_8.218
OG0003229	rna4999	Smik_14.175
OG0003231	rna4489	Smik_13.179
OG0003232	rna4656	Smik_13.377
OG0003233	rna1933	Smik_7.369
OG0003234	rna1201	Smik_4.503
OG0003235	rna6045	Smik_16.189
OG0003236	rna1200	Smik_4.502
OG0003237	rna1199	Smik_4.501
OG0003239	rna6066	Smik_16.211
OG0003240	rna6074	Smik_16.219
OG0003241	rna4061	Smik_12.263
OG0003242	rna2	Smik_1.1
OG0003243	rna4676	Smik_13.394
OG0003244	rna4675	Smik_13.393
OG0003245	rna5847	Smik_6.450
OG0003246	rna5848	Smik_6.449
OG0003247	rna5850	Smik_6.447
OG0003248	rna2657	Smik_8.152
OG0003249	rna1274	Smik_4.582
OG0003250	rna2660	Smik_8.155
OG0003251	rna2607	Smik_8.98
OG0003252	rna2979	Smik_9.180
OG0003253	rna1587	Smik_5.125
OG0003254	rna2997	Smik_9.202
OG0003255	rna1585	Smik_5.123
OG0003256	rna1579	Smik_5.118
OG0003257	rna1575	Smik_5.112
OG0003258	rna2993	Smik_9.198
OG0003259	rna1571	Smik_5.108
OG0003260	rna2991	Smik_9.196
OG0003261	rna1568	Smik_5.104
OG0003262	rna2987	Smik_9.192
OG0003263	rna4475	Smik_13.169
OG0003264	rna4476	Smik_13.170
OG0003266	rna2543	Smik_8.20
OG0003267	rna2296	Smik_6.170
OG0003268	rna6195	Smik_16.352
OG0003269	rna2301	Smik_6.179
OG0003270	rna6200	Smik_16.357
OG0003271	rna6202	Smik_16.359
OG0003272	rna6203	Smik_16.360
OG0003273	rna2310	Smik_6.188
OG0003274	rna2312	Smik_6.190
OG0003275	rna2314	Smik_6.192
OG0003276	rna6210	Smik_16.371
OG0003277	rna2323	Smik_6.201
OG0003278	rna479	Smik_2.398
OG0003279	rna3006	Smik_9.211
OG0003280	rna3007	Smik_9.212
OG0003281	rna2974	Smik_9.174
OG0003282	rna1913	Smik_7.348
OG0003283	rna1090	Smik_4.389
OG0003284	rna3958	Smik_12.195
OG0003285	rna3961	Smik_12.198
OG0003286	rna1098	Smik_4.399
OG0003287	rna3963	Smik_12.200
OG0003288	rna1102	Smik_4.404
OG0003289	rna3965	Smik_12.202
OG0003290	rna3966	Smik_12.205
OG0003291	rna3969	Smik_12.209
OG0003292	rna3972	Smik_12.212
OG0003293	rna1108	Smik_4.410
OG0003294	rna3974	Smik_12.214
OG0003295	rna3975	Smik_12.215
OG0003296	rna3979	Smik_12.220
OG0003297	rna1124	Smik_4.427
OG0003298	rna1125	Smik_4.428
OG0003299	rna4026	Smik_12.227
OG0003300	rna1131	Smik_4.434
OG0003301	rna1134	Smik_4.437
OG0003302	rna1135	Smik_4.438
OG0003303	rna1141	Smik_4.443
OG0003304	rna1143	Smik_4.445
OG0003305	rna1146	Smik_4.448
OG0003306	rna1147	Smik_4.449
OG0003308	rna4952	Smik_14.126
OG0003309	rna4948	Smik_14.122
OG0003310	rna721	Smik_4.10
OG0003311	rna4944	Smik_14.118
OG0003312	rna4942	Smik_14.116
OG0003313	rna4941	Smik_14.115
OG0003314	rna4938	Smik_14.112
OG0003315	rna715	Smik_4.4
OG0003317	rna4926	Smik_14.101
OG0003318	rna4924	Smik_14.99
OG0003319	rna4923	Smik_14.98
OG0003320	rna4920	Smik_14.95
OG0003321	rna3051	Smik_10.20
OG0003322	rna3789	Smik_12.18
OG0003323	rna2536	Smik_8.13
OG0003324	rna2537	Smik_8.14
OG0003325	rna3792	Smik_12.21
OG0003326	rna3794	Smik_12.23
OG0003327	rna1023	Smik_4.316
OG0003328	rna890	Smik_4.185
OG0003329	rna891	Smik_4.186
OG0003330	rna4636	Smik_13.352
OG0003331	rna4637	Smik_13.353
OG0003332	rna848	Smik_4.138
OG0003333	rna4638	Smik_13.354
OG0003334	rna847	Smik_4.137
OG0003335	rna4643	Smik_13.360
OG0003336	rna843	Smik_4.133
OG0003337	rna4646	Smik_13.363
OG0003338	rna5204	Smik_14.375
OG0003339	rna5258	Smik_15.5
OG0003340	rna4833	Smik_14.5
OG0003341	rna4834	Smik_14.6
OG0003342	rna4836	Smik_14.9
OG0003343	rna1323	Smik_4.635
OG0003344	rna1324	Smik_4.636
OG0003345	rna5537	Smik_15.300
OG0003347	rna1328	Smik_4.641
OG0003348	rna5543	Smik_15.307
OG0003349	rna1344	Smik_4.657
OG0003351	rna5551	Smik_15.317
OG0003352	rna5552	Smik_15.318
OG0003353	rna5553	Smik_15.319
OG0003354	rna5559	Smik_15.324
OG0003355	rna1423	Smik_4.750
OG0003356	rna1417	Smik_4.745
OG0003357	rna2352	Smik_6.235
OG0003358	rna6243	Smik_16.407
OG0003359	rna2348	Smik_6.230
OG0003360	rna6239	Smik_16.403
OG0003361	rna2347	Smik_6.229
OG0003362	rna1088	Smik_4.387
OG0003363	rna2957	Smik_9.156
OG0003365	rna2954	Smik_9.153
OG0003366	rna2952	Smik_9.151
OG0003367	rna2950	Smik_9.149
OG0003368	rna6237	Smik_16.401
OG0003369	rna2343	Smik_6.225
OG0003370	rna2342	Smik_6.224
OG0003371	rna2341	Smik_6.223
OG0003372	rna2340	Smik_6.222
OG0003373	rna6274	Smik_16.443
OG0003374	rna4250	Smik_12.478
OG0003375	rna4245	Smik_12.474
OG0003376	rna4244	Smik_12.473
OG0003377	rna884	Smik_4.175
OG0003378	rna6136	Smik_16.289
OG0003379	rna3371	Smik_10.396
OG0003380	rna169	Smik_2.73
OG0003381	rna165	Smik_2.69
OG0003382	rna164	Smik_2.68
OG0003383	rna3353	Smik_10.376
OG0003384	rna3351	Smik_10.374
OG0003385	rna3347	Smik_10.370
OG0003386	rna3346	Smik_10.369
OG0003387	rna110	Smik_2.16
OG0003389	rna6117	Smik_16.267
OG0003390	rna6115	Smik_16.265
OG0003391	rna1712	Smik_5.263
OG0003392	rna1709	Smik_5.260
OG0003393	rna5270	Smik_15.17
OG0003394	rna5271	Smik_15.18
OG0003395	rna5272	Smik_15.19
OG0003396	rna4847	Smik_14.20
OG0003397	rna5274	Smik_15.21
OG0003398	rna5280	Smik_15.27
OG0003399	rna4495	Smik_13.185
OG0003400	rna4494	Smik_13.184
OG0003401	rna5076	Smik_14.250
OG0003402	rna2852	Smik_9.33
OG0003403	rna5075	Smik_14.249
OG0003404	rna2851	Smik_9.32
OG0003405	rna5074	Smik_14.248
OG0003406	rna2906	Smik_9.97
OG0003407	rna5130	Smik_14.303
OG0003408	rna826	Smik_4.116
OG0003409	rna2054	Smik_7.121
OG0003410	rna833	Smik_4.123
OG0003411	rna834	Smik_4.124
OG0003412	rna2058	Smik_7.126
OG0003413	rna5439	Smik_15.199
OG0003414	rna5440	Smik_15.200
OG0003415	rna5441	Smik_15.201
OG0003416	rna3834	Smik_12.69
OG0003417	rna3830	Smik_12.65
OG0003418	rna3831	Smik_12.66
OG0003419	rna6135	Smik_16.288
OG0003420	rna1020	Smik_4.313
OG0003421	rna1751	Smik_5.314
OG0003422	rna1749	Smik_5.312
OG0003423	rna1018	Smik_4.311
OG0003424	rna1017	Smik_4.310
OG0003425	rna1012	Smik_4.305
OG0003426	rna193	Smik_2.97
OG0003427	rna200	Smik_2.107
OG0003428	rna2362	Smik_6.251
OG0003429	rna4355	Smik_13.31
OG0003430	rna4761	Smik_13.480
OG0003431	rna4760	Smik_13.479
OG0003432	rna4357	Smik_13.32
OG0003433	rna4757	Smik_13.476
OG0003434	rna326	Smik_2.243
OG0003435	rna325	Smik_2.242
OG0003436	rna323	Smik_2.240
OG0003437	rna6143	Smik_16.297
OG0003438	rna2539	Smik_8.16
OG0003439	rna3498	Smik_11.80
OG0003440	rna3499	Smik_11.81
OG0003441	rna3223	Smik_10.217
OG0003442	rna3221	Smik_10.219
OG0003443	rna603	Smik_3.94
OG0003444	rna1861	Smik_6.72
OG0003445	rna3513	Smik_11.97
OG0003446	rna3516	Smik_11.100
OG0003447	rna180	Smik_2.84
OG0003448	rna302	Smik_2.214
OG0003449	rna1263	Smik_4.568
OG0003450	rna1958	Smik_7.14
OG0003451	rna900	Smik_4.195
OG0003452	rna5338	Smik_15.88
OG0003453	rna6112	Smik_16.262
OG0003454	rna1718	Smik_5.269
OG0003455	rna3510	Smik_11.94
OG0003456	rna3507	Smik_11.91
OG0003457	rna3665	Smik_11.264
OG0003458	rna1876	Smik_6.88
OG0003459	rna6089	Smik_16.235
OG0003460	rna839	Smik_4.129
OG0003461	rna2059	Smik_7.127
OG0003462	rna3139	Smik_10.116
OG0003463	rna3702	Smik_11.309
OG0003464	rna3136	Smik_10.113
OG0003465	rna3131	Smik_10.108
OG0003466	rna3126	Smik_10.103
OG0003467	rna3125	Smik_10.102
OG0003468	rna2463	Smik_16.67
OG0003469	rna2744	Smik_8.243
OG0003470	rna2461	Smik_16.69
OG0003471	rna2459	Smik_16.71
OG0003472	rna2735	Smik_8.235
OG0003473	rna2448	Smik_16.83
OG0003474	rna2443	Smik_16.86
OG0003475	rna3877	Smik_12.109
OG0003476	rna2430	Smik_16.100
OG0003477	rna3287	Smik_10.302
OG0003478	rna3286	Smik_10.301
OG0003479	rna3283	Smik_10.297
OG0003480	rna2682	Smik_8.178
OG0003481	rna1216	Smik_4.516
OG0003482	rna5452	Smik_15.214
OG0003483	rna1213	Smik_4.513
OG0003484	rna5446	Smik_15.208
OG0003485	rna1203	Smik_4.505
OG0003486	rna1281	Smik_4.589
OG0003487	rna2664	Smik_8.159
OG0003488	rna1282	Smik_4.590
OG0003489	rna2666	Smik_8.161
OG0003490	rna930	Smik_4.224
OG0003492	rna3024	Smik_9.229
OG0003493	rna3639	Smik_11.239
OG0003494	rna3640	Smik_11.240
OG0003495	rna3023	Smik_9.228
OG0003496	rna3642	Smik_11.242
OG0003497	rna4550	Smik_13.250
OG0003498	rna4549	Smik_13.249
OG0003499	rna2572	Smik_8.53
OG0003501	rna2570	Smik_8.51
OG0003502	rna5911	Smik_6.385
OG0003503	rna2112	Smik_7.191
OG0003504	rna5906	Smik_6.391
OG0003505	rna5898	Smik_6.399
OG0003506	rna2124	Smik_7.203
OG0003507	rna2125	Smik_7.204
OG0003508	rna779	Smik_4.69
OG0003509	rna778	Smik_4.68
OG0003510	rna4050	Smik_12.252
OG0003511	rna1687	Smik_5.234
OG0003512	rna1688	Smik_5.235
OG0003513	rna1690	Smik_5.237
OG0003514	rna148	Smik_2.52
OG0003515	rna147	Smik_2.50
OG0003516	rna136	Smik_2.41
OG0003517	rna133	Smik_2.38
OG0003518	rna1705	Smik_5.256
OG0003519	rna1707	Smik_5.258
OG0003520	rna4837	Smik_14.10
OG0003521	rna5534	Smik_15.297
OG0003522	rna5533	Smik_15.296
OG0003523	rna5532	Smik_15.295
OG0003524	rna1313	Smik_4.628
OG0003525	rna2692	Smik_8.188
OG0003526	rna2691	Smik_8.187
OG0003527	rna1308	Smik_4.623
OG0003528	rna1307	Smik_4.622
OG0003529	rna2686	Smik_8.182
OG0003530	rna1304	Smik_4.619
OG0003531	rna1218	Smik_4.518
OG0003532	rna5454	Smik_15.216
OG0003533	rna4626	Smik_13.342
OG0003534	rna1542	Smik_5.72
OG0003535	rna3306	Smik_10.319
OG0003536	rna1544	Smik_5.75
OG0003537	rna3304	Smik_10.315
OG0003538	rna3299	Smik_10.310
OG0003539	rna1550	Smik_5.81
OG0003541	rna428	Smik_2.346
OG0003542	rna6029	Smik_16.174
OG0003543	rna426	Smik_2.344
OG0003544	rna6024	Smik_16.168
OG0003545	rna6022	Smik_16.166
OG0003546	rna6021	Smik_16.165
OG0003547	rna6020	Smik_16.164
OG0003548	rna421	Smik_2.340
OG0003549	rna6014	Smik_16.158
OG0003550	rna6011	Smik_16.155
OG0003551	rna405	Smik_2.325
OG0003552	rna399	Smik_2.320
OG0003553	rna5993	Smik_16.137
OG0003554	rna5992	Smik_16.136
OG0003555	rna5990	Smik_16.134
OG0003556	rna388	Smik_2.308
OG0003557	rna5985	Smik_16.129
OG0003558	rna5984	Smik_16.128
OG0003559	rna5780	Smik_15.550
OG0003560	rna5784	Smik_15.554
OG0003561	rna5786	Smik_15.556
OG0003562	rna12	Smik_1.7
OG0003563	rna11	Smik_1.6
OG0003564	rna5983	Smik_16.126
OG0003565	rna5615	Smik_15.382
OG0003566	rna5979	Smik_6.313
OG0003567	rna5977	Smik_6.315
OG0003568	rna5620	Smik_15.388
OG0003569	rna5975	Smik_6.317
OG0003570	rna5970	Smik_6.321
OG0003571	rna5971	Smik_6.320
OG0003572	rna5622	Smik_15.391
OG0003573	rna489	Smik_2.408
OG0003574	rna499	Smik_2.418
OG0003575	rna498	Smik_2.417
OG0003576	rna3209	Smik_10.190
OG0003577	rna3203	Smik_10.184
OG0003578	rna3202	Smik_10.183
OG0003579	rna3198	Smik_10.179
OG0003580	rna500	Smik_2.419
OG0003581	rna3193	Smik_10.174
OG0003582	rna3192	Smik_10.173
OG0003583	rna504	Smik_2.423
OG0003584	rna483	Smik_2.402
OG0003585	rna1908	Smik_7.344
OG0003586	rna39	Smik_1.35
OG0003587	rna5746	Smik_15.512
OG0003588	rna5743	Smik_15.509
OG0003589	rna1426	Smik_4.753
OG0003590	rna371	Smik_2.291
OG0003592	rna4577	Smik_13.282
OG0003593	rna4808	Smik_13.528
OG0003594	rna3361	Smik_10.383
OG0003595	rna5095	Smik_14.269
OG0003596	rna5100	Smik_14.272
OG0003598	rna2878	Smik_9.57
OG0003599	rna5103	Smik_14.275
OG0003600	rna5109	Smik_14.281
OG0003601	rna5113	Smik_14.286
OG0003602	rna2892	Smik_9.76
OG0003603	rna2894	Smik_9.80
OG0003604	rna518	Smik_2.437
OG0003605	rna972	Smik_4.269
OG0003606	rna271	Smik_2.176
OG0003608	rna2866	Smik_9.45
OG0003609	rna2863	Smik_9.42
OG0003610	rna2858	Smik_9.37
OG0003612	rna4069	Smik_12.271
OG0003613	rna803	Smik_4.93
OG0003614	rna805	Smik_4.95
OG0003615	rna761	Smik_4.51
OG0003616	rna763	Smik_4.53
OG0003617	rna813	Smik_4.103
OG0003618	rna818	Smik_4.108
OG0003619	rna769	Smik_4.59
OG0003620	rna819	Smik_4.109
OG0003621	rna772	Smik_4.62
OG0003622	rna2915	Smik_9.109
OG0003623	rna648	Smik_3.149
OG0003624	rna4694	Smik_13.412
OG0003625	rna5169	Smik_14.340
OG0003626	rna5168	Smik_14.339
OG0003627	rna5838	Smik_6.459
OG0003628	rna2104	Smik_7.175
OG0003629	rna678	Smik_3.181
OG0003630	rna677	Smik_3.180
OG0003631	rna5196	Smik_14.367
OG0003632	rna852	Smik_4.143
OG0003633	rna4635	Smik_13.351
OG0003634	rna4631	Smik_13.347
OG0003635	rna5361	Smik_15.116
OG0003636	rna5366	Smik_15.123
OG0003637	rna5368	Smik_15.125
OG0003638	rna5369	Smik_15.126
OG0003639	rna58	Smik_1.54
OG0003640	rna59	Smik_1.55
OG0003641	rna5379	Smik_15.134
OG0003642	rna60	Smik_1.56
OG0003643	rna5432	Smik_15.191
OG0003644	rna63	Smik_1.59
OG0003645	rna2291	Smik_6.166
OG0003646	rna237	Smik_2.138
OG0003647	rna236	Smik_2.137
OG0003648	rna5725	Smik_15.490
OG0003649	rna5726	Smik_15.491
OG0003650	rna5729	Smik_15.495
OG0003651	rna5730	Smik_15.497
OG0003652	rna4737	Smik_13.456
OG0003653	rna1838	Smik_6.49
OG0003654	rna3887	Smik_12.119
OG0003655	rna1837	Smik_6.48
OG0003656	rna1836	Smik_6.47
OG0003657	rna2015	Smik_7.81
OG0003658	rna1735	Smik_5.299
OG0003659	rna2370	Smik_6.260
OG0003660	rna2163	Smik_7.241
OG0003661	rna448	Smik_2.368
OG0003662	rna449	Smik_2.369
OG0003663	rna2081	Smik_7.150
OG0003664	rna1998	Smik_7.58
OG0003665	rna6255	Smik_16.419
OG0003666	rna681	Smik_3.184
OG0003667	rna5202	Smik_14.373
OG0003668	rna5200	Smik_14.371
OG0003669	rna679	Smik_3.182
OG0003670	rna463	Smik_2.382
OG0003671	rna2090	Smik_7.162
OG0003672	rna455	Smik_2.374
OG0003673	rna2089	Smik_7.161
OG0003674	rna2827	Smik_9.7
OG0003675	rna2829	Smik_9.9
OG0003676	rna3756	Smik_11.363
OG0003677	rna5657	Smik_15.426
OG0003678	rna5943	Smik_6.347
OG0003679	rna5945	Smik_6.345
OG0003680	rna5946	Smik_6.344
OG0003681	rna1083	Smik_4.382
OG0003682	rna1082	Smik_4.381
OG0003683	rna298	Smik_2.209
OG0003684	rna296	Smik_2.207
OG0003685	rna1787	Smik_5.352
OG0003686	rna1050	Smik_4.346
OG0003687	rna5148	Smik_14.317
OG0003688	rna585	Smik_3.72
OG0003690	rna2007	Smik_7.74
OG0003691	rna1010	Smik_4.303
OG0003692	rna3825	Smik_12.60
OG0003693	rna1163	Smik_4.463
OG0003694	rna1164	Smik_4.464
OG0003695	rna4082	Smik_12.285
OG0003696	rna4081	Smik_12.284
OG0003697	rna1166	Smik_4.466
OG0003699	rna4076	Smik_12.278
OG0003700	rna4074	Smik_12.276
OG0003701	rna3551	Smik_11.142
OG0003702	rna3547	Smik_11.138
OG0003703	rna3544	Smik_11.135
OG0003704	rna4566	Smik_13.271
OG0003705	rna4567	Smik_13.272
OG0003706	rna4573	Smik_13.278
OG0003707	rna3167	Smik_10.149
OG0003708	rna3678	Smik_11.279
OG0003709	rna1768	Smik_5.334
OG0003710	rna1767	Smik_5.333
OG0003711	rna1036	Smik_4.332
OG0003712	rna2386	Smik_6.275
OG0003713	rna5341	Smik_15.91
OG0003714	rna934	Smik_4.229
OG0003715	rna936	Smik_4.231
OG0003716	rna938	Smik_4.233
OG0003717	rna3245	Smik_10.250
OG0003718	rna3271	Smik_10.285
OG0003720	rna2401	Smik_6.293
OG0003721	rna2396	Smik_6.288
OG0003722	rna3852	Smik_12.87
OG0003723	rna3849	Smik_12.84
OG0003725	rna3846	Smik_12.81
OG0003726	rna3261	Smik_10.275
OG0003727	rna3820	Smik_12.56
OG0003728	rna49	Smik_1.44
OG0003729	rna5464	Smik_15.224
OG0003731	rna5467	Smik_15.227
OG0003732	rna3723	Smik_11.329
OG0003733	rna5469	Smik_15.230
OG0003734	rna5471	Smik_15.232
OG0003735	rna5475	Smik_15.239
OG0003736	rna5480	Smik_15.244
OG0003737	rna5481	Smik_15.245
OG0003738	rna1525	Smik_5.45
OG0003739	rna1529	Smik_5.50
OG0003740	rna1532	Smik_5.53
OG0003741	rna867	Smik_4.158
OG0003742	rna4619	Smik_13.335
OG0003743	rna4617	Smik_13.332
OG0003744	rna4615	Smik_13.330
OG0003745	rna4614	Smik_13.329
OG0003746	rna3863	Smik_12.96
OG0003747	rna4610	Smik_13.325
OG0003748	rna4609	Smik_13.324
OG0003749	rna2967	Smik_9.167
OG0003750	rna2372	Smik_6.262
OG0003751	rna284	Smik_2.196
OG0003752	rna281	Smik_2.191
OG0003753	rna979	Smik_4.274
OG0003754	rna995	Smik_4.288
OG0003755	rna292	Smik_2.204
OG0003756	rna1057	Smik_4.355
OG0003757	rna1058	Smik_4.356
OG0003758	rna1060	Smik_4.358
OG0003759	rna1064	Smik_4.361
OG0003760	rna1065	Smik_4.362
OG0003761	rna1069	Smik_4.366
OG0003762	rna3922	Smik_12.153
OG0003763	rna3923	Smik_12.154
OG0003764	rna1071	Smik_4.368
OG0003765	rna3932	Smik_12.163
OG0003766	rna1079	Smik_4.377
OG0003767	rna4126	Smik_12.343
OG0003768	rna4119	Smik_12.337
OG0003769	rna2371	Smik_6.261
OG0003770	rna1151	Smik_4.453
OG0003771	rna726	Smik_4.15
OG0003772	rna730	Smik_4.19
OG0003773	rna3692	Smik_11.299
OG0003774	rna2630	Smik_8.125
OG0003775	rna2629	Smik_8.124
OG0003776	rna3280	Smik_10.294
OG0003777	rna2422	Smik_16.107
OG0003778	rna3282	Smik_10.296
OG0003779	rna1300	Smik_4.613
OG0003780	rna1298	Smik_4.611
OG0003781	rna2169	Smik_7.250
OG0003782	rna2030	Smik_7.96
OG0003783	rna3248	Smik_10.253
OG0003784	rna4032	Smik_12.234
OG0003785	rna4113	Smik_12.332
OG0003787	rna5765	Smik_15.535
OG0003788	rna5526	Smik_15.289
OG0003789	rna5528	Smik_15.291
OG0003790	rna2700	Smik_8.196
OG0003791	rna5029	Smik_14.202
OG0003792	rna2703	Smik_8.199
OG0003793	rna5026	Smik_14.199
OG0003794	rna2706	Smik_8.202
OG0003795	rna5343	Smik_15.93
OG0003796	rna5720	Smik_15.485
OG0003797	rna4727	Smik_13.444
OG0003798	rna5713	Smik_15.478
OG0003799	rna1843	Smik_6.54
OG0003800	rna1845	Smik_6.56
OG0003801	rna3882	Smik_12.114
OG0003802	rna2546	Smik_8.23
OG0003804	rna2555	Smik_8.31
OG0003805	rna2561	Smik_8.41
OG0003806	rna2573	Smik_8.54
OG0003807	rna4547	Smik_13.247
OG0003808	rna4546	Smik_13.246
OG0003809	rna4545	Smik_13.245
OG0003810	rna4543	Smik_13.243
OG0003811	rna4532	Smik_13.231
OG0003812	rna3581	Smik_11.172
OG0003813	rna4526	Smik_13.218
OG0003814	rna3589	Smik_11.184
OG0003815	rna3590	Smik_11.185
OG0003816	rna3605	Smik_11.200
OG0003817	rna6085	Smik_16.231
OG0003818	rna6083	Smik_16.229
OG0003819	rna6076	Smik_16.221
OG0003820	rna674	Smik_3.177
OG0003821	rna672	Smik_3.175
OG0003822	rna1642	Smik_5.183
OG0003823	rna1637	Smik_5.178
OG0003824	rna2964	Smik_9.164
OG0003825	rna4994	Smik_14.170
OG0003826	rna4993	Smik_14.169
OG0003827	rna5856	Smik_6.441
OG0003828	rna5885	Smik_6.412
OG0003829	rna446	Smik_2.365
OG0003830	rna3652	Smik_11.251
OG0003831	rna4392	Smik_13.76
OG0003832	rna5751	Smik_15.517
OG0003833	rna551	Smik_3.29
OG0003834	rna631	Smik_3.133
OG0003835	rna358	Smik_2.277
OG0003836	rna4871	Smik_14.45
OG0003837	rna968	Smik_4.265
OG0003838	rna1555	Smik_5.87
OG0003839	rna2050	Smik_7.117
OG0003840	rna4462	Smik_13.155
OG0003841	rna1639	Smik_5.180
OG0003842	rna1138	Smik_4.441
OG0003843	rna1783	Smik_5.348
OG0003844	rna6108	Smik_16.258
OG0003845	rna2154	Smik_7.233
OG0003846	rna1949	Smik_7.6
OG0003848	rna5327	Smik_15.77
OG0003848	rna5326	Smik_15.76
OG0003850	rna2842	Smik_9.22
OG0003851	rna2843	Smik_9.23
OG0003852	rna1926	Smik_7.362
OG0003854	rna1624	Smik_5.165
OG0003855	rna1990	Smik_7.50
OG0003856	rna1376	Smik_4.696
OG0003857	rna1370	Smik_4.686
OG0003858	rna2044	Smik_7.109
OG0003861	rna43	Smik_1.39
OG0003862	rna2752	Smik_8.251
OG0003863	rna3075	Smik_10.48
OG0003864	rna3087	Smik_10.60
OG0003865	rna3478	Smik_11.53
OG0003866	rna5495	Smik_15.256
OG0003869	rna4413	Smik_13.97
OG0003871	rna71	Smik_1.68
OG0003873	rna2768	Smik_8.270
OG0003874	rna2771	Smik_8.273
OG0003875	rna4786	Smik_13.505
OG0003876	rna2493	Smik_16.37
OG0003878	rna2497	Smik_16.33
OG0003880	rna266	Smik_2.171
OG0003882	rna612	Smik_3.104
OG0003883	rna1565	Smik_5.99
OG0003884	rna5790	Smik_15.560
OG0003885	rna5219	Smik_14.391
OG0003886	rna2084	Smik_7.153
OG0003888	rna4275	Smik_12.500
OG0003889	rna4262	Smik_12.491
OG0003890	rna873	Smik_4.163
OG0003891	rna6283	Smik_16.452
OG0003892	rna4383	Smik_13.64
OG0003893	rna4299	Smik_12.535
OG0003894	rna4201	Smik_12.430
OG0003895	rna261	Smik_2.161
OG0003896	rna258	Smik_2.158
OG0003897	rna251	Smik_2.153
OG0003898	rna953	Smik_4.247
OG0003899	rna3096	Smik_10.71
OG0003900	rna4228	Smik_12.456
OG0003901	rna2277	Smik_6.151
OG0003902	rna2268	Smik_6.143
OG0003903	rna2267	Smik_6.142
OG0003904	rna4752	Smik_13.471
OG0003905	rna377	Smik_2.297
OG0003906	rna1268	Smik_4.576
OG0003909	rna6211	Smik_16.372
OG0003910	rna5383	Smik_15.137
OG0003911	rna3009	Smik_9.214
OG0003912	rna5373	Smik_15.129
OG0003913	rna4588	Smik_13.296
OG0003914	rna4218	Smik_12.447
OG0003915	rna3656	Smik_11.255
OG0003916	rna2563	Smik_8.43
OG0003917	rna3439	Smik_11.9
OG0003918	rna564	Smik_3.45
OG0003919	rna569	Smik_3.50
OG0003920	rna1448	Smik_4.776
OG0003923	rna435	Smik_2.355
OG0003924	rna4470	Smik_13.163
OG0003925	rna1353	Smik_4.669
OG0003927	rna4711	Smik_13.429
OG0003928	rna4709	Smik_13.427
OG0003929	rna2920	Smik_9.115
OG0003931	rna1652	Smik_5.194
OG0003932	rna658	Smik_3.158
OG0003933	rna3668	Smik_11.268
OG0003935	rna1230	Smik_4.531
OG0003936	rna2159	Smik_7.238
OG0003937	rna1769	Smik_5.335
OG0003938	rna4876	Smik_14.50
OG0003940	rna5768	Smik_15.538
OG0003941	rna5066	Smik_14.240
OG0003944	rna1176	Smik_4.476
OG0003945	rna2286	Smik_6.161
OG0003946	rna4663	Smik_13.383
OG0003948	rna2025	Smik_7.91
OG0003949	rna4165	Smik_12.392
OG0003951	rna4181	Smik_12.410
OG0003952	rna690	Smik_3.193
OG0003953	rna5798	Smik_15.564
OG0003954	rna5115	Smik_14.293
