Orthogroup	s_cerevisiae_proteins	l_waltii_v3_proteins
OG0002966	rna4143	Kwal_56.23334
OG0002967	rna4145	Kwal_56.23344
OG0002968	rna4149	Kwal_56.23358
OG0002969	rna5604	Kwal_14.1890
OG0002970	rna4156	Kwal_14.1865
OG0002972	rna434	Kwal_14.1859
OG0002973	rna2145	Kwal_14.1828
OG0002974	rna2144	Kwal_14.1825
OG0002975	rna2142	Kwal_14.1809
OG0002976	rna2076	Kwal_14.1800
OG0002977	rna5412	Kwal_56.22462
OG0002978	rna5413	Kwal_56.22459
OG0002979	rna4339	Kwal_27.10210
OG0002980	rna5562	Kwal_47.18856
OG0002981	rna1354	Kwal_47.18831
OG0002982	rna1356	Kwal_47.18822
OG0002983	rna1358	Kwal_47.18804
OG0002984	rna1359	Kwal_47.18796
OG0002985	rna4713	Kwal_26.9151
OG0002986	rna5694	Kwal_26.9097
OG0002987	rna4710	Kwal_26.9095
OG0002988	rna4708	Kwal_26.9078
OG0002989	rna4707	Kwal_26.9069
OG0002990	rna4704	Kwal_26.9024
OG0002991	rna5690	Kwal_26.9019
OG0002992	rna4703	Kwal_26.9014
OG0002993	rna4702	Kwal_26.9009
OG0002994	rna4701	Kwal_26.8997
OG0002995	rna5682	Kwal_26.8953
OG0002996	rna5680	Kwal_26.8941
OG0002997	rna5679	Kwal_26.8937
OG0002998	rna1673	Kwal_23.5948
OG0002999	rna1672	Kwal_23.5947
OG0003000	rna2921	Kwal_23.5935
OG0003001	rna1669	Kwal_23.5931
OG0003003	rna1661	Kwal_23.5903
OG0003004	rna2925	Kwal_23.5892
OG0003005	rna2930	Kwal_23.5873
OG0003006	rna2931	Kwal_23.5864
OG0003008	rna2936	Kwal_23.5840
OG0003009	rna1646	Kwal_23.5805
OG0003010	rna668	Kwal_23.6321
OG0003012	rna657	Kwal_23.6240
OG0003013	rna656	Kwal_23.6237
OG0003014	rna5181	Kwal_23.6222
OG0003015	rna1677	Kwal_23.5971
OG0003017	rna5678	Kwal_26.8934
OG0003018	rna5677	Kwal_26.8932
OG0003020	rna5919	Kwal_26.8910
OG0003021	rna5918	Kwal_26.8903
OG0003022	rna5917	Kwal_26.8898
OG0003023	rna5669	Kwal_26.8887
OG0003024	rna5924	Kwal_26.8872
OG0003025	rna5666	Kwal_26.8871
OG0003026	rna5926	Kwal_26.8864
OG0003027	rna5927	Kwal_26.8862
OG0003028	rna5663	Kwal_26.8850
OG0003029	rna5928	Kwal_26.8849
OG0003030	rna5930	Kwal_26.8842
OG0003031	rna5931	Kwal_26.8839
OG0003032	rna1249	Kwal_47.18196
OG0003033	rna2610	Kwal_47.18184
OG0003034	rna1243	Kwal_23.5737
OG0003035	rna1242	Kwal_23.5731
OG0003036	rna1241	Kwal_23.5725
OG0003037	rna2612	Kwal_23.5720
OG0003038	rna1234	Kwal_23.5660
OG0003039	rna2626	Kwal_23.5617
OG0003040	rna2622	Kwal_23.5633
OG0003041	rna1227	Kwal_23.5635
OG0003042	rna2849	Kwal_23.3047
OG0003043	rna2848	Kwal_23.3031
OG0003045	rna2375	Kwal_26.7480
OG0003046	rna203	Kwal_47.17432
OG0003047	rna1024	Kwal_14.1932
OG0003048	rna1760	Kwal_14.1928
OG0003049	rna1027	Kwal_14.1921
OG0003050	rna1028	Kwal_14.1915
OG0003051	rna1030	Kwal_56.23379
OG0003052	rna2367	Kwal_14.2244
OG0003053	rna5299	Kwal_56.22769
OG0003054	rna4879	Kwal_56.22745
OG0003055	rna4880	Kwal_56.22743
OG0003056	rna5302	Kwal_56.22737
OG0003057	rna1447	Kwal_56.22734
OG0003058	rna1443	Kwal_56.22710
OG0003059	rna1442	Kwal_56.22706
OG0003060	rna3595	Kwal_26.8267
OG0003061	rna4854	Kwal_55.21971
OG0003062	rna26	Kwal_26.6861
OG0003063	rna5769	Kwal_26.6873
OG0003064	rna29	Kwal_26.6905
OG0003065	rna5766	Kwal_26.6913
OG0003066	rna5522	Kwal_26.8427
OG0003067	rna5521	Kwal_26.8414
OG0003068	rna5050	Kwal_26.8401
OG0003069	rna5051	Kwal_26.8400
OG0003070	rna5519	Kwal_26.8397
OG0003071	rna5052	Kwal_26.8394
OG0003072	rna5516	Kwal_23.2913
OG0003073	rna5514	Kwal_23.2920
OG0003074	rna5510	Kwal_23.2944
OG0003076	rna5504	Kwal_23.2981
OG0003079	rna2499	Kwal_26.9597
OG0003080	rna2500	Kwal_26.9594
OG0003081	rna2502	Kwal_26.9559
OG0003082	rna2503	Kwal_26.9532
OG0003083	rna3536	Kwal_26.7685
OG0003084	rna4579	Kwal_26.7679
OG0003085	rna4744	Kwal_27.12347
OG0003087	rna2640	Kwal_33.14355
OG0003088	rna1255	Kwal_33.14357
OG0003089	rna1175	Kwal_27.11647
OG0003090	rna748	Kwal_27.11655
OG0003091	rna1178	Kwal_27.11669
OG0003092	rna1180	Kwal_27.11685
OG0003093	rna1184	Kwal_27.11714
OG0003094	rna1185	Kwal_27.11720
OG0003095	rna743	Kwal_27.11725
OG0003096	rna2127	Kwal_56.24009
OG0003097	rna2288	Kwal_23.3771
OG0003098	rna2287	Kwal_23.3786
OG0003099	rna356	Kwal_23.3830
OG0003100	rna354	Kwal_23.3847
OG0003101	rna5858	Kwal_56.24268
OG0003102	rna4664	Kwal_56.24229
OG0003104	rna4661	Kwal_56.24206
OG0003105	rna3073	Kwal_33.13693
OG0003106	rna791	Kwal_56.24577
OG0003107	rna790	Kwal_56.24582
OG0003109	rna2023	Kwal_47.17221
OG0003110	rna4160	Kwal_26.7431
OG0003112	rna6111	Kwal_14.2174
OG0003115	rna1776	Kwal_56.23489
OG0003116	rna2219	Kwal_47.17714
OG0003117	rna2218	Kwal_47.17712
OG0003118	rna4176	Kwal_47.17621
OG0003119	rna2204	Kwal_47.17598
OG0003120	rna5205	Kwal_23.6452
OG0003121	rna5208	Kwal_23.6491
OG0003122	rna5211	Kwal_23.6501
OG0003124	rna3437	Kwal_27.9662
OG0003126	rna5824	Kwal_56.22321
OG0003127	rna5822	Kwal_56.22327
OG0003128	rna5821	Kwal_56.22329
OG0003129	rna1514	Kwal_56.22334
OG0003130	rna5828	Kwal_56.22350
OG0003131	rna5419	Kwal_56.22399
OG0003132	rna1508	Kwal_56.22403
OG0003133	rna1507	Kwal_56.22411
OG0003134	rna5420	Kwal_56.22414
OG0003135	rna4464, rna4465	Kwal_56.22424
OG0003136	rna4466	Kwal_56.22440
OG0003137	rna5415	Kwal_56.22443
OG0003138	rna4778	Kwal_27.10224
OG0003139	rna4776	Kwal_27.10232
OG0003140	rna4341	Kwal_27.10239
OG0003141	rna4343	Kwal_27.10246
OG0003142	rna4344	Kwal_27.10272
OG0003143	rna4350	Kwal_27.10328
OG0003144	rna4772	Kwal_27.10275
OG0003145	rna4351	Kwal_27.10333
OG0003146	rna4764	Kwal_27.10342
OG0003147	rna1037	Kwal_23.6565
OG0003148	rna3676	Kwal_14.2361
OG0003149	rna3670	Kwal_14.2394
OG0003151	rna3461	Kwal_47.17140
OG0003152	rna4283	Kwal_47.17141
OG0003153	rna4282	Kwal_47.17158
OG0003154	rna5890	Kwal_56.24040
OG0003155	rna241	Kwal_23.5168
OG0003156	rna5336	Kwal_56.22889
OG0003158	rna2282	Kwal_56.22903
OG0003159	rna2283	Kwal_56.22904
OG0003161	rna2535	Kwal_55.20619
OG0003162	rna3791	Kwal_55.20615
OG0003163	rna3790	Kwal_55.20611
OG0003164	rna2223	Kwal_14.2227
OG0003165	rna4186	Kwal_14.2229
OG0003166	rna3504	Kwal_23.5469
OG0003167	rna606	Kwal_0.327
OG0003168	rna1893	Kwal_0.335
OG0003170	rna5157	Kwal_0.221
OG0003171	rna579	Kwal_0.225
OG0003172	rna2021	Kwal_47.17216
OG0003173	rna3892	Kwal_14.1140
OG0003174	rna1829	Kwal_14.1119
OG0003175	rna1826	Kwal_14.1105
OG0003176	rna3896	Kwal_14.1097
OG0003177	rna3897	Kwal_14.1094
OG0003178	rna3902	Kwal_14.1069
OG0003179	rna3905	Kwal_14.1053
OG0003180	rna3907	Kwal_27.12760
OG0003181	rna5938	Kwal_26.8802
OG0003182	rna5934	Kwal_26.8822
OG0003183	rna5933	Kwal_26.8828
OG0003184	rna3187	Kwal_14.2452
OG0003185	rna509	Kwal_14.2457
OG0003186	rna5969	Kwal_26.8584
OG0003187	rna5635	Kwal_26.8646
OG0003188	rna5636	Kwal_26.8657
OG0003189	rna5959	Kwal_26.8662
OG0003190	rna5644	Kwal_26.8694
OG0003191	rna5652	Kwal_26.8721
OG0003192	rna1854	Kwal_23.5025
OG0003193	rna1853	Kwal_23.5021
OG0003194	rna2725	Kwal_33.14546
OG0003195	rna4987	Kwal_33.14534
OG0003196	rna2726	Kwal_33.14531
OG0003197	rna4986	Kwal_33.14528
OG0003198	rna4985	Kwal_33.14525
OG0003199	rna4984	Kwal_33.14510
OG0003201	rna4975	Kwal_33.14452
OG0003203	rna4969	Kwal_33.14430
OG0003204	rna4968	Kwal_23.4671
OG0003205	rna1236	Kwal_23.5649
OG0003206	rna3046	Kwal_26.9104
OG0003207	rna5854	Kwal_56.24284
OG0003208	rna4671	Kwal_56.24278
OG0003209	rna6170	Kwal_23.3869
OG0003210	rna6169	Kwal_23.3875
OG0003211	rna350	Kwal_23.3879
OG0003212	rna997	Kwal_27.10444
OG0003214	rna2627	Kwal_23.5609
OG0003215	rna2419	Kwal_33.15455
OG0003216	rna3267	Kwal_33.15228
OG0003217	rna3265	Kwal_33.15212
OG0003218	rna4651	Kwal_23.3518
OG0003219	rna4652	Kwal_23.3514
OG0003220	rna4361	Kwal_27.9688
OG0003221	rna4368	Kwal_27.9720
OG0003222	rna4333	Kwal_27.9745
OG0003223	rna6256	Kwal_55.21900
OG0003224	rna4311	Kwal_55.21884
OG0003225	rna3391	Kwal_55.21880
OG0003226	rna3373	Kwal_55.19773
OG0003227	rna3374	Kwal_55.19777
OG0003228	rna2719	Kwal_33.14582
OG0003229	rna4999	Kwal_33.14580
OG0003232	rna4656	Kwal_56.24184
OG0003233	rna1933	Kwal_47.19285
OG0003234	rna1201	Kwal_27.11847
OG0003235	rna6045	Kwal_27.11845
OG0003236	rna1200	Kwal_27.11842
OG0003237	rna1199	Kwal_27.11838
OG0003239	rna6066	Kwal_27.11763
OG0003240	rna6074	Kwal_27.11747
OG0003241	rna4061	Kwal_56.24624
OG0003244	rna4675	Kwal_56.24328
OG0003245	rna5847	Kwal_56.24324
OG0003246	rna5848	Kwal_56.24316
OG0003247	rna5850	Kwal_56.24313
OG0003248	rna2657	Kwal_34.15953
OG0003249	rna1274	Kwal_55.20257
OG0003250	rna2660	Kwal_55.20236
OG0003251	rna2607	Kwal_23.5583
OG0003252	rna2979	Kwal_55.20984
OG0003253	rna1587	Kwal_55.20970
OG0003254	rna2997	Kwal_55.20959
OG0003255	rna1585	Kwal_55.20943
OG0003256	rna1579	Kwal_47.18862
OG0003257	rna1575	Kwal_55.20901
OG0003258	rna2993	Kwal_55.20890
OG0003259	rna1571	Kwal_55.20881
OG0003260	rna2991	Kwal_55.20879
OG0003261	rna1568	Kwal_55.20854
OG0003262	rna2987	Kwal_55.20852
OG0003263	rna4475	Kwal_55.20813
OG0003264	rna4476	Kwal_55.20807
OG0003265	rna5434	Kwal_55.20802
OG0003267	rna2296	Kwal_23.4010
OG0003268	rna6195	Kwal_23.4001
OG0003269	rna2301	Kwal_23.3991
OG0003270	rna6200	Kwal_55.20556
OG0003271	rna6202	Kwal_55.20543
OG0003272	rna6203	Kwal_55.20516
OG0003273	rna2310	Kwal_55.20503
OG0003274	rna2312	Kwal_55.20496
OG0003275	rna2314	Kwal_55.20494
OG0003276	rna6210	Kwal_55.20464
OG0003277	rna2323	Kwal_55.20461
OG0003278	rna479	Kwal_55.20447
OG0003279	rna3006	Kwal_55.20444
OG0003281	rna2974	Kwal_55.20437
OG0003282	rna1913	Kwal_55.20414
OG0003283	rna1090	Kwal_56.23916
OG0003284	rna3958	Kwal_56.23928
OG0003285	rna3961	Kwal_27.11226
OG0003286	rna1098	Kwal_27.11265
OG0003287	rna3963	Kwal_27.11278
OG0003288	rna1102	Kwal_53.19461
OG0003289	rna3965	Kwal_27.11301
OG0003290	rna3966	Kwal_27.11303
OG0003291	rna3969	Kwal_27.11310
OG0003292	rna3972	Kwal_27.11323
OG0003293	rna1108	Kwal_27.11335
OG0003294	rna3974	Kwal_27.11339
OG0003295	rna3975	Kwal_27.11341
OG0003296	rna3979	Kwal_27.11364
OG0003297	rna1124	Kwal_23.3341
OG0003298	rna1125	Kwal_23.3339
OG0003299	rna4026	Kwal_23.3338
OG0003300	rna1131	Kwal_23.3307
OG0003301	rna1134	Kwal_23.3279
OG0003302	rna1135	Kwal_23.3275
OG0003303	rna1141	Kwal_23.3229
OG0003304	rna1143	Kwal_23.3225
OG0003305	rna1146	Kwal_23.3212
OG0003306	rna1147	Kwal_23.3209
OG0003309	rna4948	Kwal_23.4542
OG0003310	rna721	Kwal_23.4532
OG0003311	rna4944	Kwal_23.4516
OG0003312	rna4942	Kwal_23.4491
OG0003313	rna4941	Kwal_23.4484
OG0003315	rna715	Kwal_23.4449
OG0003317	rna4926	Kwal_23.4400
OG0003318	rna4924	Kwal_56.24785
OG0003319	rna4923	Kwal_56.24793
OG0003320	rna4920	Kwal_56.24806
OG0003321	rna3051	Kwal_26.7996
OG0003322	rna3789	Kwal_55.20607
OG0003323	rna2536	Kwal_55.20627
OG0003324	rna2537	Kwal_55.20634
OG0003325	rna3792	Kwal_55.20638
OG0003326	rna3794	Kwal_55.20650
OG0003327	rna1023	Kwal_14.1951
OG0003328	rna890	Kwal_26.9341
OG0003329	rna891	Kwal_26.9336
OG0003330	rna4636	Kwal_23.3634
OG0003331	rna4637	Kwal_23.3616
OG0003332	rna848	Kwal_23.3614
OG0003333	rna4638	Kwal_23.3611
OG0003334	rna847	Kwal_23.3607
OG0003335	rna4643	Kwal_23.3594
OG0003336	rna843	Kwal_23.3552
OG0003337	rna4646	Kwal_23.3549
OG0003338	rna5204	Kwal_23.6450
OG0003339	rna5258	Kwal_55.22169
OG0003340	rna4833	Kwal_55.22131
OG0003341	rna4834	Kwal_55.22126
OG0003342	rna4836	Kwal_55.22103
OG0003343	rna1323	Kwal_55.21422
OG0003344	rna1324	Kwal_55.21415
OG0003345	rna5537	Kwal_55.21408
OG0003346	rna1327	Kwal_55.21391
OG0003347	rna1328	Kwal_55.21386
OG0003348	rna5543	Kwal_55.21347
OG0003349	rna1344	Kwal_55.21289
OG0003351	rna5551	Kwal_55.21268
OG0003352	rna5552	Kwal_55.21267
OG0003353	rna5553	Kwal_55.21254
OG0003354	rna5559	Kwal_47.18876
OG0003355	rna1423	Kwal_47.18276
OG0003356	rna1417	Kwal_47.18307
OG0003357	rna2352	Kwal_47.18929
OG0003359	rna2348	Kwal_47.18886
OG0003360	rna6239	Kwal_55.21248
OG0003361	rna2347	Kwal_55.21246
OG0003362	rna1088	Kwal_56.23900
OG0003363	rna2957	Kwal_47.18098
OG0003365	rna2954	Kwal_47.18114
OG0003366	rna2952	Kwal_47.18137
OG0003367	rna2950	Kwal_47.18151
OG0003368	rna6237	Kwal_55.21227
OG0003369	rna2343	Kwal_55.21226
OG0003370	rna2342	Kwal_55.21222
OG0003371	rna2341	Kwal_55.21217
OG0003372	rna2340	Kwal_55.21215
OG0003373	rna6274	Kwal_23.5356
OG0003374	rna4250	Kwal_23.4220
OG0003375	rna4245	Kwal_26.9417
OG0003376	rna4244	Kwal_26.9410
OG0003377	rna884	Kwal_26.9397
OG0003378	rna6136	Kwal_55.19903
OG0003379	rna3371	Kwal_55.19893
OG0003380	rna169	Kwal_55.19882
OG0003381	rna165	Kwal_55.19854
OG0003382	rna164	Kwal_55.19850
OG0003383	rna3353	Kwal_33.14405
OG0003384	rna3351	Kwal_33.14421
OG0003385	rna3347	Kwal_27.10556
OG0003386	rna3346	Kwal_27.10559
OG0003387	rna110	Kwal_27.10598
OG0003389	rna6117	Kwal_27.10623
OG0003391	rna1712	Kwal_27.10707
OG0003392	rna1709	Kwal_27.10726
OG0003393	rna5270	Kwal_55.22072
OG0003394	rna5271	Kwal_55.22064
OG0003395	rna5272	Kwal_55.22058
OG0003396	rna4847	Kwal_55.22028
OG0003397	rna5274	Kwal_55.22033
OG0003398	rna5280	Kwal_55.21982
OG0003399	rna4495	Kwal_26.8219
OG0003400	rna4494	Kwal_26.8214
OG0003401	rna5076	Kwal_23.3087
OG0003402	rna2852	Kwal_23.3081
OG0003403	rna5075	Kwal_23.3061
OG0003404	rna2851	Kwal_23.3067
OG0003405	rna5074	Kwal_23.3074
OG0003406	rna2906	Kwal_27.11485
OG0003407	rna5130	Kwal_27.11460
OG0003408	rna826	Kwal_27.11443
OG0003409	rna2054	Kwal_27.11401
OG0003410	rna833	Kwal_23.3438
OG0003411	rna834	Kwal_23.3442
OG0003412	rna2058	Kwal_23.3454
OG0003413	rna5439	Kwal_47.18256
OG0003414	rna5440	Kwal_47.18259
OG0003415	rna5441	Kwal_47.18263
OG0003416	rna3834	Kwal_33.15294
OG0003417	rna3830	Kwal_33.15281
OG0003418	rna3831	Kwal_33.15276
OG0003419	rna6135	Kwal_55.19914
OG0003420	rna1020	Kwal_14.1965
OG0003421	rna1751	Kwal_14.1970
OG0003422	rna1749	Kwal_14.1975
OG0003423	rna1018	Kwal_14.1989
OG0003424	rna1017	Kwal_14.1998
OG0003425	rna1012	Kwal_14.2016
OG0003426	rna193	Kwal_14.2118
OG0003427	rna200	Kwal_47.17394
OG0003429	rna4355	Kwal_27.10365
OG0003430	rna4761	Kwal_27.10372
OG0003431	rna4760	Kwal_27.10376
OG0003432	rna4357	Kwal_27.10385
OG0003433	rna4757	Kwal_27.10390
OG0003434	rna326	Kwal_27.12586
OG0003435	rna325	Kwal_27.12583
OG0003436	rna323	Kwal_27.12574
OG0003437	rna6143	Kwal_27.12567
OG0003438	rna2539	Kwal_55.20660
OG0003439	rna3498	Kwal_23.5519
OG0003440	rna3499	Kwal_23.5513
OG0003441	rna3223	Kwal_YGOB_23.5488
OG0003442	rna3221	Kwal_23.5485
OG0003444	rna1861	Kwal_23.5049
OG0003445	rna3513	Kwal_26.7552
OG0003446	rna3516	Kwal_26.7564
OG0003447	rna180	Kwal_27.12483
OG0003449	rna1263	Kwal_34.16012
OG0003450	rna1958	Kwal_47.19281
OG0003451	rna900	Kwal_56.22874
OG0003452	rna5338	Kwal_56.22868
OG0003453	rna6112	Kwal_47.17321
OG0003454	rna1718	Kwal_47.17310
OG0003455	rna3510	Kwal_23.2860
OG0003456	rna3507	Kwal_23.2849
OG0003457	rna3665	Kwal_26.7950
OG0003458	rna1876	Kwal_23.5157
OG0003460	rna839	Kwal_23.3475
OG0003461	rna2059	Kwal_23.3460
OG0003462	rna3139	Kwal_33.14133
OG0003463	rna3702	Kwal_33.14125
OG0003464	rna3136	Kwal_33.14114
OG0003465	rna3131	Kwal_33.14089
OG0003466	rna3126	Kwal_33.14060
OG0003467	rna3125	Kwal_33.14056
OG0003468	rna2463	Kwal_14.1015
OG0003469	rna2744	Kwal_14.1018
OG0003470	rna2461	Kwal_14.1028
OG0003471	rna2459	Kwal_14.1041
OG0003472	rna2735	Kwal_27.12727
OG0003473	rna2448	Kwal_27.9843
OG0003474	rna2443	Kwal_27.9870
OG0003475	rna3877	Kwal_27.9892
OG0003476	rna2430	Kwal_33.15524
OG0003477	rna3287	Kwal_33.15519
OG0003478	rna3286	Kwal_33.15517
OG0003479	rna3283	Kwal_33.15495
OG0003480	rna2682	Kwal_55.20008
OG0003481	rna1216	Kwal_55.19999
OG0003483	rna1213	Kwal_55.19970
OG0003484	rna5446	Kwal_55.19964
OG0003485	rna1203	Kwal_55.19939
OG0003486	rna1281	Kwal_55.20206
OG0003487	rna2664	Kwal_55.20201
OG0003489	rna2666	Kwal_55.20177
OG0003490	rna930	Kwal_56.23112
OG0003492	rna3024	Kwal_14.901
OG0003493	rna3639	Kwal_14.913
OG0003494	rna3640	Kwal_14.915
OG0003495	rna3023	Kwal_14.929
OG0003496	rna3642	Kwal_14.936
OG0003497	rna4550	Kwal_26.8025
OG0003498	rna4549	Kwal_26.8021
OG0003499	rna2572	Kwal_26.8001
OG0003501	rna2570	Kwal_26.7972
OG0003502	rna5911	Kwal_27.11118
OG0003503	rna2112	Kwal_27.11138
OG0003504	rna5906	Kwal_27.11167
OG0003505	rna5898	Kwal_56.23967
OG0003506	rna2124	Kwal_56.23975
OG0003507	rna2125	Kwal_56.23995
OG0003508	rna779	Kwal_56.24658
OG0003509	rna778	Kwal_56.24670
OG0003510	rna4050	Kwal_33.14848
OG0003511	rna1687	Kwal_27.10895
OG0003512	rna1688	Kwal_27.10886
OG0003513	rna1690	Kwal_27.10880
OG0003514	rna148	Kwal_27.10861
OG0003515	rna147	Kwal_27.10852
OG0003516	rna136	Kwal_27.10807
OG0003517	rna133	Kwal_27.10791
OG0003518	rna1705	Kwal_27.10756
OG0003519	rna1707	Kwal_27.10746
OG0003520	rna4837	Kwal_55.22098
OG0003521	rna5534	Kwal_55.21433
OG0003522	rna5533	Kwal_55.21437
OG0003523	rna5532	Kwal_55.21453
OG0003524	rna1313	Kwal_55.21468
OG0003525	rna2692	Kwal_55.21486
OG0003526	rna2691	Kwal_55.21488
OG0003527	rna1308	Kwal_55.21514
OG0003528	rna1307	Kwal_55.21515
OG0003529	rna2686	Kwal_55.21536
OG0003530	rna1304	Kwal_55.21538
OG0003531	rna1218	Kwal_55.21559
OG0003532	rna5454	Kwal_55.21561
OG0003533	rna4626	Kwal_34.15839
OG0003534	rna1542	Kwal_27.10183
OG0003535	rna3306	Kwal_33.14314
OG0003536	rna1544	Kwal_34.16021
OG0003537	rna3304	Kwal_34.16027
OG0003538	rna3299	Kwal_34.16064
OG0003539	rna1550	Kwal_34.16077
OG0003541	rna428	Kwal_27.11965
OG0003542	rna6029	Kwal_27.11976
OG0003543	rna426	Kwal_27.11981
OG0003544	rna6024	Kwal_27.12008
OG0003545	rna6022	Kwal_27.12016
OG0003546	rna6021	Kwal_27.12018
OG0003547	rna6020	Kwal_27.12020
OG0003548	rna421	Kwal_27.12027
OG0003549	rna6014	Kwal_27.12075
OG0003551	rna405	Kwal_27.12125
OG0003552	rna399	Kwal_27.12173
OG0003553	rna5993	Kwal_27.12211
OG0003554	rna5992	Kwal_27.12212
OG0003555	rna5990	Kwal_27.12223
OG0003556	rna388	Kwal_27.12275
OG0003557	rna5985	Kwal_27.12276
OG0003559	rna5780	Kwal_26.6791
OG0003560	rna5784	Kwal_26.6770
OG0003561	rna5786	Kwal_26.6752
OG0003562	rna12	Kwal_26.6745
OG0003563	rna11	Kwal_26.6739
OG0003565	rna5615	Kwal_26.8487
OG0003566	rna5979	Kwal_26.8482
OG0003567	rna5977	Kwal_26.8505
OG0003568	rna5620	Kwal_26.8528
OG0003569	rna5975	Kwal_26.8530
OG0003571	rna5971	Kwal_26.8559
OG0003573	rna489	Kwal_14.2484
OG0003574	rna499	Kwal_14.2486
OG0003575	rna498	Kwal_14.2497
OG0003576	rna3209	Kwal_14.2518
OG0003577	rna3203	Kwal_14.2543
OG0003578	rna3202	Kwal_14.2554
OG0003579	rna3198	Kwal_14.2580
OG0003580	rna500	Kwal_0.10
OG0003581	rna3193	Kwal_0.30
OG0003582	rna3192	Kwal_0.37
OG0003583	rna504	Kwal_0.40
OG0003584	rna483	Kwal_0.75
OG0003585	rna1908	Kwal_0.82
OG0003586	rna39	Kwal_26.7036
OG0003587	rna5746	Kwal_26.7038
OG0003588	rna5743	Kwal_26.7052
OG0003589	rna1426	Kwal_47.18236
OG0003590	rna371	Kwal_56.22601
OG0003591	rna3150	Kwal_27.12617
OG0003592	rna4577	Kwal_26.7704
OG0003593	rna4808	Kwal_26.9503
OG0003594	rna3361	Kwal_47.18216
OG0003595	rna5095	Kwal_23.4882
OG0003596	rna5100	Kwal_23.4902
OG0003598	rna2878	Kwal_23.4914
OG0003599	rna5103	Kwal_23.4921
OG0003600	rna5109	Kwal_23.4967
OG0003601	rna5113	Kwal_23.4972
OG0003602	rna2892	Kwal_23.4986
OG0003603	rna2894	Kwal_23.5009
OG0003604	rna518	Kwal_8.596
OG0003605	rna972	Kwal_56.23058
OG0003606	rna271	Kwal_56.23046
OG0003608	rna2866	Kwal_14.2444
OG0003609	rna2863	Kwal_23.4776
OG0003610	rna2858	Kwal_23.4735
OG0003612	rna4069	Kwal_56.24518
OG0003613	rna803	Kwal_56.24503
OG0003614	rna805	Kwal_56.24489
OG0003615	rna761	Kwal_56.24437
OG0003616	rna763	Kwal_56.24425
OG0003617	rna813	Kwal_56.24414
OG0003618	rna818	Kwal_23.6026
OG0003619	rna769	Kwal_23.6020
OG0003621	rna772	Kwal_34.16275
OG0003622	rna2915	Kwal_23.5976
OG0003623	rna648	Kwal_23.6183
OG0003624	rna4694	Kwal_23.6101
OG0003625	rna5169	Kwal_23.6097
OG0003626	rna5168	Kwal_23.6092
OG0003627	rna5838	Kwal_23.6062
OG0003628	rna2104	Kwal_14.1589
OG0003629	rna678	Kwal_23.6417
OG0003630	rna677	Kwal_23.6394
OG0003631	rna5196	Kwal_23.6373
OG0003632	rna852	Kwal_23.3637
OG0003633	rna4635	Kwal_34.15777
OG0003634	rna4631	Kwal_34.15803
OG0003635	rna5361	Kwal_26.7136
OG0003636	rna5366	Kwal_26.7160
OG0003637	rna5368	Kwal_26.7170
OG0003638	rna5369	Kwal_26.7179
OG0003639	rna58	Kwal_26.7181
OG0003640	rna59	Kwal_26.7194
OG0003641	rna5379	Kwal_26.7198
OG0003642	rna60	Kwal_26.7212
OG0003643	rna5432	Kwal_26.7226
OG0003644	rna63	Kwal_26.7232
OG0003645	rna2291	Kwal_23.3752
OG0003648	rna5725	Kwal_34.15898
OG0003649	rna5726	Kwal_34.15894
OG0003650	rna5729	Kwal_34.15882
OG0003651	rna5730	Kwal_34.15877
OG0003652	rna4737	Kwal_34.15871
OG0003653	rna1838	Kwal_14.1249
OG0003654	rna3887	Kwal_14.1186
OG0003655	rna1837	Kwal_14.1176
OG0003656	rna1836	Kwal_14.1171
OG0003657	rna2015	Kwal_55.20793
OG0003658	rna1735	Kwal_14.2073
OG0003659	rna2370	Kwal_26.7518
OG0003660	rna2163	Kwal_26.7519
OG0003661	rna448	Kwal_14.1765
OG0003662	rna449	Kwal_14.1761
OG0003663	rna2081	Kwal_14.1729
OG0003664	rna1998	Kwal_47.19009
OG0003665	rna6255	Kwal_47.18970
OG0003666	rna681	Kwal_23.6435
OG0003667	rna5202	Kwal_23.6421
OG0003668	rna5200	Kwal_23.6411
OG0003669	rna679	Kwal_23.6415
OG0003670	rna463	Kwal_14.1636
OG0003671	rna2090	Kwal_14.1683
OG0003672	rna455	Kwal_14.1695
OG0003673	rna2089	Kwal_14.1697
OG0003674	rna2827	Kwal_47.17374
OG0003675	rna2829	Kwal_55.19620
OG0003676	rna3756	Kwal_55.19640
OG0003677	rna5657	Kwal_26.8763
OG0003678	rna5943	Kwal_26.8751
OG0003679	rna5945	Kwal_26.8740
OG0003680	rna5946	Kwal_26.8730
OG0003681	rna1083	Kwal_56.23859
OG0003682	rna1082	Kwal_56.23855
OG0003683	rna298	Kwal_27.10450
OG0003684	rna296	Kwal_27.10500
OG0003685	rna1787	Kwal_56.23572
OG0003686	rna1050	Kwal_56.23543
OG0003687	rna5148	Kwal_YGOB_Anc_1.394
OG0003690	rna2007	Kwal_55.20753
OG0003691	rna1010	Kwal_14.2040
OG0003692	rna3825	Kwal_33.15184
OG0003693	rna1163	Kwal_47.17927
OG0003695	rna4082	Kwal_47.17941
OG0003696	rna4081	Kwal_47.17946
OG0003697	rna1166	Kwal_47.17952
OG0003699	rna4076	Kwal_27.11590
