Orthogroup	s_cerevisiae_proteins	s_bayanus_proteins
OG0003045	rna2375	Sbay_7.451
OG0003046	rna203	Sbay_2.115
OG0003047	rna1024	Sbay_2.238
OG0003048	rna1760	Sbay_5.287
OG0003049	rna1027	Sbay_2.241
OG0003050	rna1028	Sbay_2.242
OG0003051	rna1030	Sbay_2.244
OG0003052	rna2367	Sbay_7.443
OG0003053	rna5299	Sbay_15.57
OG0003054	rna4879	Sbay_14.61
OG0003055	rna4880	Sbay_14.62
OG0003056	rna5302	Sbay_15.61
OG0003057	rna1447	Sbay_2.675
OG0003058	rna1443	Sbay_2.670
OG0003059	rna1442	Sbay_2.669
OG0003060	rna3595	Sbay_11.168
OG0003061	rna4854	Sbay_14.35
OG0003063	rna5769	Sbay_8.411
OG0003064	rna29	Sbay_1.26
OG0003065	rna5766	Sbay_8.406
OG0003066	rna5522	Sbay_8.159
OG0003067	rna5521	Sbay_8.158
OG0003068	rna5050	Sbay_14.238
OG0003069	rna5051	Sbay_14.239
OG0003070	rna5519	Sbay_8.157
OG0003071	rna5052	Sbay_14.240
OG0003072	rna5516	Sbay_8.154
OG0003073	rna5514	Sbay_8.152
OG0003074	rna5510	Sbay_8.147
OG0003076	rna5504	Sbay_8.141
OG0003077	rna5062	Sbay_14.249
OG0003078	rna5063	Sbay_14.250
OG0003079	rna2499	Sbay_7.573
OG0003080	rna2500	Sbay_7.574
OG0003081	rna2502	Sbay_7.576
OG0003082	rna2503	Sbay_7.577
OG0003083	rna3536	Sbay_11.110
OG0003084	rna4579	Sbay_13.277
OG0003085	rna4744	Sbay_13.434
OG0003086	rna301	Sbay_4.320
OG0003087	rna2640	Sbay_15.249
OG0003088	rna1255	Sbay_2.474
OG0003089	rna1175	Sbay_2.396
OG0003090	rna748	Sbay_4.45
OG0003091	rna1178	Sbay_2.399
OG0003092	rna1180	Sbay_2.401
OG0003093	rna1184	Sbay_2.405
OG0003094	rna1185	Sbay_2.406
OG0003095	rna743	Sbay_4.40
OG0003096	rna2127	Sbay_7.193
OG0003097	rna2288	Sbay_7.363
OG0003099	rna356	Sbay_4.383
OG0003100	rna354	Sbay_4.381
OG0003101	rna5858	Sbay_16.72
OG0003102	rna4664	Sbay_13.360
OG0003103	rna5866	Sbay_16.80
OG0003104	rna4661	Sbay_13.357
OG0003105	rna3073	Sbay_6.266
OG0003106	rna791	Sbay_4.89
OG0003107	rna790	Sbay_4.88
OG0003109	rna2023	Sbay_7.79
OG0003112	rna6111	Sbay_16.344
OG0003113	rna3796	Sbay_10.41
OG0003114	rna1038	Sbay_2.252
OG0003115	rna1776	Sbay_5.304
OG0003116	rna2219	Sbay_7.298
OG0003117	rna2218	Sbay_7.297
OG0003118	rna4176	Sbay_10.416
OG0003119	rna2204	Sbay_7.281
OG0003120	rna5205	Sbay_14.401
OG0003121	rna5208	Sbay_14.404
OG0003122	rna5211	Sbay_14.406
OG0003124	rna3437	Sbay_11.4
OG0003125	rna3054	Sbay_6.287
OG0003126	rna5824	Sbay_16.38
OG0003127	rna5822	Sbay_16.36
OG0003128	rna5821	Sbay_16.35
OG0003129	rna1514	Sbay_5.13
OG0003130	rna5828	Sbay_16.42
OG0003131	rna5419	Sbay_15.179
OG0003132	rna1508	Sbay_5.6
OG0003133	rna1507	Sbay_5.5
OG0003134	rna5420	Sbay_15.180
OG0003135	rna4464, rna4465	Sbay_13.160
OG0003136	rna4466	Sbay_13.161
OG0003137	rna5415	Sbay_15.174
OG0003138	rna4778	Sbay_13.471
OG0003139	rna4776	Sbay_13.468
OG0003140	rna4341	Sbay_13.26
OG0003141	rna4343	Sbay_13.28
OG0003142	rna4344	Sbay_13.29
OG0003143	rna4350	Sbay_13.36
OG0003144	rna4772	Sbay_13.464
OG0003145	rna4351	Sbay_13.37
OG0003146	rna4764	Sbay_13.454
OG0003147	rna1037	Sbay_2.251
OG0003148	rna3676	Sbay_11.252
OG0003149	rna3670	Sbay_11.246
OG0003150	rna4284	Sbay_10.539
OG0003151	rna3461	Sbay_11.31
OG0003152	rna4283	Sbay_10.538
OG0003153	rna4282	Sbay_10.537
OG0003154	rna5890	Sbay_16.106
OG0003155	rna241	Sbay_2.152
OG0003156	rna5336	Sbay_15.93
OG0003157	rna3586	Sbay_11.158
OG0003158	rna2282	Sbay_7.357
OG0003159	rna2283	Sbay_7.358
OG0003160	rna3809	Sbay_10.57
OG0003161	rna2535	Sbay_8.22
OG0003162	rna3791	Sbay_10.36
OG0003163	rna3790	Sbay_10.35
OG0003164	rna2223	Sbay_7.301
OG0003166	rna3504	Sbay_11.77
OG0003167	rna606	Sbay_3.37
OG0003168	rna1893	Sbay_6.90
OG0003169	rna1894	Sbay_6.91
OG0003170	rna5157	Sbay_14.346
OG0003171	rna579	Sbay_3.3
OG0003172	rna2021	Sbay_7.77
OG0003173	rna3892	Sbay_10.147
OG0003174	rna1829	Sbay_6.20
OG0003175	rna1826	Sbay_6.17
OG0003176	rna3896	Sbay_10.151
OG0003177	rna3897	Sbay_10.152
OG0003178	rna3902	Sbay_10.157
OG0003179	rna3905	Sbay_10.160
OG0003180	rna3907	Sbay_10.162
OG0003181	rna5938	Sbay_16.156
OG0003182	rna5934	Sbay_16.152
OG0003183	rna5933	Sbay_16.151
OG0003184	rna3187	Sbay_6.148
OG0003185	rna509	Sbay_4.546
OG0003186	rna5969	Sbay_16.187
OG0003187	rna5635	Sbay_8.271
OG0003188	rna5636	Sbay_8.272
OG0003189	rna5959	Sbay_16.177
OG0003190	rna5644	Sbay_8.279
OG0003191	rna5652	Sbay_8.286
OG0003192	rna1854	Sbay_6.47
OG0003193	rna1853	Sbay_6.46
OG0003194	rna2725	Sbay_15.339
OG0003195	rna4987	Sbay_14.174
OG0003196	rna2726	Sbay_15.340
OG0003197	rna4986	Sbay_14.173
OG0003198	rna4985	Sbay_14.172
OG0003199	rna4984	Sbay_14.171
OG0003200	rna4981	Sbay_14.168
OG0003201	rna4975	Sbay_14.161
OG0003203	rna4969	Sbay_14.156
OG0003204	rna4968	Sbay_14.155
OG0003205	rna1236	Sbay_2.454
OG0003206	rna3046	Sbay_16.29
OG0003207	rna5854	Sbay_16.68
OG0003208	rna4671	Sbay_13.365
OG0003209	rna6170	Sbay_16.415
OG0003210	rna6169	Sbay_16.414
OG0003211	rna350	Sbay_4.376
OG0003212	rna997	Sbay_2.211
OG0003214	rna2627	Sbay_15.240
OG0003215	rna2419	Sbay_7.490
OG0003216	rna3267	Sbay_12.85
OG0003217	rna3265	Sbay_12.83
OG0003218	rna4651	Sbay_13.347
OG0003219	rna4652	Sbay_13.348
OG0003220	rna4361	Sbay_13.49
OG0003221	rna4368	Sbay_13.56
OG0003222	rna4333	Sbay_13.17
OG0003223	rna6256	Sbay_16.491
OG0003225	rna3391	Sbay_12.215
OG0003226	rna3373	Sbay_12.195
OG0003227	rna3374	Sbay_12.196
OG0003228	rna2719	Sbay_15.334
OG0003229	rna4999	Sbay_14.186
OG0003231	rna4489	Sbay_13.182
OG0003232	rna4656	Sbay_13.353
OG0003233	rna1933	Sbay_12.8
OG0003234	rna1201	Sbay_2.422
OG0003235	rna6045	Sbay_16.268
OG0003236	rna1200	Sbay_2.421
OG0003237	rna1199	Sbay_2.420
OG0003239	rna6066	Sbay_16.294
OG0003240	rna6074	Sbay_16.302
OG0003241	rna4061	Sbay_10.299
OG0003242	rna2	Sbay_12.245
OG0003243	rna4676	Sbay_13.370
OG0003244	rna4675	Sbay_13.369
OG0003245	rna5847	Sbay_16.61
OG0003246	rna5848	Sbay_16.62
OG0003247	rna5850	Sbay_16.64
OG0003248	rna2657	Sbay_15.266
OG0003249	rna1274	Sbay_2.492
OG0003250	rna2660	Sbay_15.270
OG0003251	rna2607	Sbay_15.217
OG0003252	rna2979	Sbay_9.191
OG0003253	rna1587	Sbay_5.98
OG0003254	rna2997	Sbay_9.212
OG0003255	rna1585	Sbay_5.96
OG0003257	rna1575	Sbay_5.85
OG0003258	rna2993	Sbay_9.206
OG0003259	rna1571	Sbay_5.81
OG0003260	rna2991	Sbay_9.204
OG0003261	rna1568	Sbay_5.73
OG0003262	rna2987	Sbay_9.200
OG0003263	rna4475	Sbay_13.172
OG0003264	rna4476	Sbay_13.173
OG0003265	rna5434	Sbay_15.193
OG0003266	rna2543	Sbay_8.30
OG0003267	rna2296	Sbay_7.371
OG0003268	rna6195	Sbay_16.437
OG0003269	rna2301	Sbay_7.376
OG0003270	rna6200	Sbay_16.442
OG0003271	rna6202	Sbay_16.444
OG0003272	rna6203	Sbay_16.445
OG0003273	rna2310	Sbay_7.385
OG0003274	rna2312	Sbay_7.387
OG0003275	rna2314	Sbay_7.389
OG0003276	rna6210	Sbay_16.451
OG0003277	rna2323	Sbay_7.396
OG0003278	rna479	Sbay_4.516
OG0003279	rna3006	Sbay_9.222
OG0003280	rna3007	Sbay_9.223
OG0003281	rna2974	Sbay_9.185
OG0003283	rna1090	Sbay_2.306
OG0003284	rna3958	Sbay_10.225
OG0003285	rna3961	Sbay_10.228
OG0003286	rna1098	Sbay_2.317
OG0003287	rna3963	Sbay_10.230
OG0003288	rna1102	Sbay_2.323
OG0003289	rna3965	Sbay_10.232
OG0003291	rna3969	Sbay_10.239
OG0003292	rna3972	Sbay_10.243
OG0003293	rna1108	Sbay_2.330
OG0003294	rna3974	Sbay_10.245
OG0003296	rna3979	Sbay_10.251
OG0003297	rna1124	Sbay_2.345
OG0003298	rna1125	Sbay_2.346
OG0003299	rna4026	Sbay_10.262
OG0003300	rna1131	Sbay_2.353
OG0003302	rna1135	Sbay_2.358
OG0003303	rna1141	Sbay_2.363
OG0003304	rna1143	Sbay_2.365
OG0003305	rna1146	Sbay_2.368
OG0003306	rna1147	Sbay_2.369
OG0003308	rna4952	Sbay_14.137
OG0003309	rna4948	Sbay_14.133
OG0003310	rna721	Sbay_4.13
OG0003311	rna4944	Sbay_14.128
OG0003312	rna4942	Sbay_14.126
OG0003313	rna4941	Sbay_14.125
OG0003314	rna4938	Sbay_14.122
OG0003315	rna715	Sbay_4.7
OG0003317	rna4926	Sbay_14.110
OG0003318	rna4924	Sbay_14.108
OG0003319	rna4923	Sbay_14.107
OG0003321	rna3051	Sbay_6.290
OG0003323	rna2536	Sbay_8.23
OG0003324	rna2537	Sbay_8.24
OG0003325	rna3792	Sbay_10.37
OG0003326	rna3794	Sbay_10.39
OG0003327	rna1023	Sbay_2.237
OG0003328	rna890	Sbay_4.196
OG0003329	rna891	Sbay_4.197
OG0003330	rna4636	Sbay_13.333
OG0003332	rna848	Sbay_4.148
OG0003333	rna4638	Sbay_13.335
OG0003334	rna847	Sbay_4.147
OG0003335	rna4643	Sbay_13.339
OG0003336	rna843	Sbay_4.143
OG0003337	rna4646	Sbay_13.342
OG0003338	rna5204	Sbay_14.400
OG0003339	rna5258	Sbay_15.11
OG0003340	rna4833	Sbay_14.14
OG0003341	rna4834	Sbay_14.15
OG0003342	rna4836	Sbay_14.17
OG0003343	rna1323	Sbay_2.541
OG0003344	rna1324	Sbay_2.542
OG0003345	rna5537	Sbay_8.175
OG0003346	rna1327	Sbay_2.545
OG0003347	rna1328	Sbay_2.546
OG0003348	rna5543	Sbay_8.181
OG0003349	rna1344	Sbay_2.562
OG0003351	rna5551	Sbay_8.189
OG0003352	rna5552	Sbay_8.190
OG0003353	rna5553	Sbay_8.191
OG0003354	rna5559	Sbay_8.195
OG0003355	rna1423	Sbay_2.647
OG0003356	rna1417	Sbay_2.642
OG0003357	rna2352	Sbay_7.427
OG0003358	rna6243	Sbay_16.483
OG0003359	rna2348	Sbay_7.422
OG0003360	rna6239	Sbay_16.479
OG0003361	rna2347	Sbay_7.421
OG0003362	rna1088	Sbay_2.304
OG0003363	rna2957	Sbay_9.165
OG0003366	rna2952	Sbay_9.160
OG0003367	rna2950	Sbay_9.158
OG0003368	rna6237	Sbay_16.477
OG0003369	rna2343	Sbay_7.417
OG0003370	rna2342	Sbay_7.416
OG0003371	rna2341	Sbay_7.415
OG0003372	rna2340	Sbay_7.414
OG0003373	rna6274	Sbay_16.511
OG0003374	rna4250	Sbay_10.508
OG0003375	rna4245	Sbay_10.504
OG0003376	rna4244	Sbay_10.503
OG0003377	rna884	Sbay_4.190
OG0003378	rna6136	Sbay_16.375
OG0003379	rna3371	Sbay_12.193
OG0003380	rna169	Sbay_2.77
OG0003381	rna165	Sbay_2.72
OG0003382	rna164	Sbay_2.71
OG0003383	rna3353	Sbay_12.176
OG0003384	rna3351	Sbay_12.174
OG0003385	rna3347	Sbay_12.170
OG0003386	rna3346	Sbay_12.169
OG0003387	rna110	Sbay_2.14
OG0003389	rna6117	Sbay_16.353
OG0003390	rna6115	Sbay_16.351
OG0003391	rna1712	Sbay_5.239
OG0003392	rna1709	Sbay_5.236
OG0003393	rna5270	Sbay_15.23
OG0003394	rna5271	Sbay_15.24
OG0003395	rna5272	Sbay_15.25
OG0003396	rna4847	Sbay_14.28
OG0003397	rna5274	Sbay_15.27
OG0003398	rna5280	Sbay_15.34
OG0003399	rna4495	Sbay_13.188
OG0003400	rna4494	Sbay_13.187
OG0003401	rna5076	Sbay_14.263
OG0003402	rna2852	Sbay_9.53
OG0003403	rna5075	Sbay_14.262
OG0003404	rna2851	Sbay_9.52
OG0003405	rna5074	Sbay_14.261
OG0003406	rna2906	Sbay_9.112
OG0003407	rna5130	Sbay_14.318
OG0003408	rna826	Sbay_4.126
OG0003409	rna2054	Sbay_7.113
OG0003410	rna833	Sbay_4.133
OG0003411	rna834	Sbay_4.134
OG0003412	rna2058	Sbay_7.118
OG0003413	rna5439	Sbay_8.75
OG0003414	rna5440	Sbay_8.76
OG0003415	rna5441	Sbay_8.77
OG0003416	rna3834	Sbay_10.85
OG0003417	rna3830	Sbay_10.81
OG0003418	rna3831	Sbay_10.82
OG0003419	rna6135	Sbay_16.374
OG0003420	rna1020	Sbay_2.234
OG0003421	rna1751	Sbay_5.277
OG0003422	rna1749	Sbay_5.275
OG0003423	rna1018	Sbay_2.232
OG0003424	rna1017	Sbay_2.231
OG0003425	rna1012	Sbay_2.226
OG0003427	rna200	Sbay_2.110
OG0003428	rna2362	Sbay_7.438
OG0003430	rna4761	Sbay_13.451
OG0003431	rna4760	Sbay_13.450
OG0003433	rna4757	Sbay_13.447
OG0003434	rna326	Sbay_4.348
OG0003435	rna325	Sbay_4.347
OG0003436	rna323	Sbay_4.345
OG0003437	rna6143	Sbay_16.383
OG0003438	rna2539	Sbay_8.26
OG0003439	rna3498	Sbay_11.71
OG0003440	rna3499	Sbay_11.72
OG0003441	rna3223	Sbay_12.35
OG0003442	rna3221	Sbay_12.29
OG0003443	rna603	Sbay_3.33
OG0003444	rna1861	Sbay_6.53
OG0003445	rna3513	Sbay_11.86
OG0003446	rna3516	Sbay_11.89
OG0003447	rna180	Sbay_2.88
OG0003448	rna302	Sbay_4.321
OG0003449	rna1263	Sbay_2.483
OG0003450	rna1958	Sbay_7.14
OG0003451	rna900	Sbay_4.207
OG0003452	rna5338	Sbay_15.95
OG0003453	rna6112	Sbay_16.345
OG0003454	rna1718	Sbay_5.245
OG0003455	rna3510	Sbay_11.83
OG0003456	rna3507	Sbay_11.80
OG0003457	rna3665	Sbay_11.240
OG0003458	rna1876	Sbay_6.69
OG0003459	rna6089	Sbay_16.317
OG0003460	rna839	Sbay_4.139
OG0003461	rna2059	Sbay_7.119
OG0003462	rna3139	Sbay_6.198
OG0003463	rna3702	Sbay_11.281
OG0003464	rna3136	Sbay_6.201
OG0003465	rna3131	Sbay_6.206
OG0003466	rna3126	Sbay_6.211
OG0003467	rna3125	Sbay_6.212
OG0003468	rna2463	Sbay_7.531
OG0003469	rna2744	Sbay_15.358
OG0003470	rna2461	Sbay_7.529
OG0003471	rna2459	Sbay_7.527
OG0003472	rna2735	Sbay_15.350
OG0003473	rna2448	Sbay_7.516
OG0003475	rna3877	Sbay_10.131
OG0003476	rna2430	Sbay_7.500
OG0003477	rna3287	Sbay_12.110
OG0003478	rna3286	Sbay_12.109
OG0003479	rna3283	Sbay_12.105
OG0003480	rna2682	Sbay_15.295
OG0003481	rna1216	Sbay_2.433
OG0003482	rna5452	Sbay_8.88
OG0003483	rna1213	Sbay_2.429
OG0003484	rna5446	Sbay_8.82
OG0003485	rna1203	Sbay_2.424
OG0003486	rna1281	Sbay_2.499
OG0003487	rna2664	Sbay_15.274
OG0003488	rna1282	Sbay_2.500
OG0003489	rna2666	Sbay_15.277
OG0003490	rna930	Sbay_4.239
OG0003492	rna3024	Sbay_9.241
OG0003493	rna3639	Sbay_11.212
OG0003494	rna3640	Sbay_11.213
OG0003495	rna3023	Sbay_9.240
OG0003496	rna3642	Sbay_11.215
OG0003497	rna4550	Sbay_13.248
OG0003498	rna4549	Sbay_13.246
OG0003499	rna2572	Sbay_8.58
OG0003501	rna2570	Sbay_8.56
OG0003502	rna5911	Sbay_16.128
OG0003504	rna5906	Sbay_16.122
OG0003505	rna5898	Sbay_16.113
OG0003506	rna2124	Sbay_7.190
OG0003507	rna2125	Sbay_7.191
OG0003508	rna779	Sbay_4.77
OG0003509	rna778	Sbay_4.76
OG0003510	rna4050	Sbay_10.288
OG0003511	rna1687	Sbay_5.210
OG0003512	rna1688	Sbay_5.211
OG0003513	rna1690	Sbay_5.213
OG0003514	rna148	Sbay_2.53
OG0003515	rna147	Sbay_2.51
OG0003516	rna136	Sbay_2.42
OG0003517	rna133	Sbay_2.37
OG0003518	rna1705	Sbay_5.232
OG0003519	rna1707	Sbay_5.234
OG0003520	rna4837	Sbay_14.18
OG0003521	rna5534	Sbay_8.172
OG0003522	rna5533	Sbay_8.171
OG0003523	rna5532	Sbay_8.170
OG0003524	rna1313	Sbay_2.534
OG0003525	rna2692	Sbay_15.306
OG0003526	rna2691	Sbay_15.305
OG0003527	rna1308	Sbay_2.529
OG0003528	rna1307	Sbay_2.528
OG0003529	rna2686	Sbay_15.300
OG0003530	rna1304	Sbay_2.525
OG0003531	rna1218	Sbay_2.435
OG0003532	rna5454	Sbay_8.90
OG0003533	rna4626	Sbay_13.323
OG0003534	rna1542	Sbay_5.38
OG0003535	rna3306	Sbay_12.127
OG0003536	rna1544	Sbay_5.40
OG0003537	rna3304	Sbay_12.125
OG0003539	rna1550	Sbay_5.46
OG0003541	rna428	Sbay_4.460
OG0003542	rna6029	Sbay_16.252
OG0003543	rna426	Sbay_4.458
OG0003544	rna6024	Sbay_16.245
OG0003545	rna6022	Sbay_16.243
OG0003546	rna6021	Sbay_16.242
OG0003547	rna6020	Sbay_16.241
OG0003548	rna421	Sbay_4.454
OG0003549	rna6014	Sbay_16.234
OG0003550	rna6011	Sbay_16.230
OG0003551	rna405	Sbay_4.436
OG0003552	rna399	Sbay_4.431
OG0003553	rna5993	Sbay_16.212
OG0003554	rna5992	Sbay_16.211
OG0003555	rna5990	Sbay_16.209
OG0003556	rna388	Sbay_4.420
OG0003557	rna5985	Sbay_16.204
OG0003558	rna5984	Sbay_16.202
OG0003559	rna5780	Sbay_8.424
OG0003560	rna5784	Sbay_8.428
OG0003561	rna5786	Sbay_8.430
OG0003562	rna12	Sbay_1.8
OG0003563	rna11	Sbay_1.7
OG0003564	rna5983	Sbay_16.200
OG0003565	rna5615	Sbay_8.251
OG0003566	rna5979	Sbay_16.196
OG0003567	rna5977	Sbay_16.194
OG0003568	rna5620	Sbay_8.256
OG0003569	rna5975	Sbay_16.192
OG0003570	rna5970	Sbay_16.188
OG0003571	rna5971	Sbay_16.189
OG0003572	rna5622	Sbay_8.258
OG0003573	rna489	Sbay_4.526
OG0003574	rna499	Sbay_4.536
OG0003575	rna498	Sbay_4.535
OG0003576	rna3209	Sbay_6.126
OG0003577	rna3203	Sbay_6.132
OG0003578	rna3202	Sbay_6.133
OG0003579	rna3198	Sbay_6.137
OG0003580	rna500	Sbay_4.537
OG0003581	rna3193	Sbay_6.142
OG0003582	rna3192	Sbay_6.143
OG0003583	rna504	Sbay_4.541
OG0003584	rna483	Sbay_4.520
OG0003585	rna1908	Sbay_6.102
OG0003586	rna39	Sbay_1.35
OG0003587	rna5746	Sbay_8.384
OG0003588	rna5743	Sbay_8.380
OG0003589	rna1426	Sbay_2.650
OG0003590	rna371	Sbay_4.401
OG0003591	rna3150	Sbay_6.183
OG0003592	rna4577	Sbay_13.275
OG0003593	rna4808	Sbay_13.504
OG0003594	rna3361	Sbay_12.183
OG0003595	rna5095	Sbay_14.283
OG0003596	rna5100	Sbay_14.286
OG0003598	rna2878	Sbay_9.82
OG0003599	rna5103	Sbay_14.289
OG0003600	rna5109	Sbay_14.295
OG0003601	rna5113	Sbay_14.298
OG0003603	rna2894	Sbay_9.100
OG0003604	rna518	Sbay_4.555
OG0003605	rna972	Sbay_2.187
OG0003606	rna271	Sbay_4.285
OG0003608	rna2866	Sbay_9.67
OG0003609	rna2863	Sbay_9.64
OG0003610	rna2858	Sbay_9.57
OG0003612	rna4069	Sbay_10.307
OG0003613	rna803	Sbay_4.102
OG0003614	rna805	Sbay_4.104
OG0003615	rna761	Sbay_4.59
OG0003616	rna763	Sbay_4.61
OG0003617	rna813	Sbay_4.111
OG0003618	rna818	Sbay_4.116
OG0003619	rna769	Sbay_4.67
OG0003620	rna819	Sbay_4.117
OG0003621	rna772	Sbay_4.70
OG0003622	rna2915	Sbay_9.120
OG0003623	rna648	Sbay_3.84
OG0003624	rna4694	Sbay_13.386
OG0003625	rna5169	Sbay_14.363
OG0003626	rna5168	Sbay_14.362
OG0003627	rna5838	Sbay_16.51
OG0003628	rna2104	Sbay_7.168
OG0003629	rna678	Sbay_3.119
OG0003631	rna5196	Sbay_14.392
OG0003632	rna852	Sbay_4.152
OG0003633	rna4635	Sbay_13.332
OG0003634	rna4631	Sbay_13.328
OG0003635	rna5361	Sbay_15.119
OG0003636	rna5366	Sbay_15.125
OG0003637	rna5368	Sbay_15.127
OG0003638	rna5369	Sbay_15.128
OG0003639	rna58	Sbay_12.255
OG0003640	rna59	Sbay_1.56
OG0003641	rna5379	Sbay_15.136
OG0003642	rna60	Sbay_1.57
OG0003643	rna5432	Sbay_15.191
OG0003644	rna63	Sbay_1.60
OG0003645	rna2291	Sbay_7.366
OG0003646	rna237	Sbay_2.148
OG0003647	rna236	Sbay_2.147
OG0003648	rna5725	Sbay_8.360
OG0003649	rna5726	Sbay_8.361
OG0003650	rna5729	Sbay_8.364
OG0003651	rna5730	Sbay_8.366
OG0003653	rna1838	Sbay_6.29
OG0003654	rna3887	Sbay_10.141
OG0003655	rna1837	Sbay_6.28
OG0003656	rna1836	Sbay_6.27
OG0003657	rna2015	Sbay_7.72
OG0003658	rna1735	Sbay_5.260
OG0003659	rna2370	Sbay_7.446
OG0003660	rna2163	Sbay_7.233
OG0003661	rna448	Sbay_4.481
OG0003662	rna449	Sbay_4.482
OG0003663	rna2081	Sbay_7.146
OG0003664	rna1998	Sbay_7.56
OG0003665	rna6255	Sbay_16.490
OG0003666	rna681	Sbay_3.122
OG0003667	rna5202	Sbay_14.398
OG0003668	rna5200	Sbay_14.396
OG0003669	rna679	Sbay_3.120
OG0003670	rna463	Sbay_4.498
OG0003671	rna2090	Sbay_7.155
OG0003673	rna2089	Sbay_7.154
OG0003674	rna2827	Sbay_9.24
OG0003675	rna2829	Sbay_9.26
OG0003676	rna3756	Sbay_11.336
OG0003677	rna5657	Sbay_8.292
OG0003678	rna5943	Sbay_16.160
OG0003679	rna5945	Sbay_16.162
OG0003680	rna5946	Sbay_16.163
OG0003681	rna1083	Sbay_2.299
OG0003682	rna1082	Sbay_2.298
OG0003683	rna298	Sbay_4.316
OG0003684	rna296	Sbay_4.313
OG0003685	rna1787	Sbay_5.316
OG0003686	rna1050	Sbay_2.262
OG0003687	rna5148	Sbay_14.336
OG0003688	rna585	Sbay_3.9
OG0003690	rna2007	Sbay_7.65
OG0003691	rna1010	Sbay_2.224
OG0003692	rna3825	Sbay_10.73
OG0003693	rna1163	Sbay_2.383
OG0003694	rna1164	Sbay_2.385
OG0003695	rna4082	Sbay_10.321
OG0003696	rna4081	Sbay_10.320
OG0003697	rna1166	Sbay_2.387
OG0003699	rna4076	Sbay_10.315
OG0003700	rna4074	Sbay_10.313
OG0003701	rna3551	Sbay_11.126
OG0003702	rna3547	Sbay_11.121
OG0003703	rna3544	Sbay_11.118
OG0003704	rna4566	Sbay_13.264
OG0003705	rna4567	Sbay_13.265
OG0003706	rna4573	Sbay_13.271
OG0003707	rna3167	Sbay_6.167
OG0003708	rna3678	Sbay_11.254
OG0003710	rna1767	Sbay_5.295
OG0003711	rna1036	Sbay_2.250
OG0003712	rna2386	Sbay_7.458
OG0003713	rna5341	Sbay_15.98
OG0003714	rna934	Sbay_4.246
OG0003715	rna936	Sbay_4.248
OG0003716	rna938	Sbay_4.250
OG0003717	rna3245	Sbay_12.59
OG0003718	rna3271	Sbay_12.90
OG0003720	rna2401	Sbay_7.472
OG0003722	rna3852	Sbay_10.105
OG0003723	rna3849	Sbay_10.101
OG0003725	rna3846	Sbay_10.98
OG0003726	rna3261	Sbay_12.77
OG0003727	rna3820	Sbay_10.68
OG0003728	rna49	Sbay_1.44
OG0003729	rna5464	Sbay_8.98
OG0003731	rna5467	Sbay_8.101
OG0003732	rna3723	Sbay_11.302
OG0003734	rna5471	Sbay_8.105
OG0003735	rna5475	Sbay_8.109
OG0003736	rna5480	Sbay_8.114
OG0003737	rna5481	Sbay_8.115
OG0003738	rna1525	Sbay_5.22
OG0003739	rna1529	Sbay_5.26
OG0003740	rna1532	Sbay_5.29
OG0003741	rna867	Sbay_4.170
OG0003743	rna4617	Sbay_13.314
OG0003744	rna4615	Sbay_13.312
OG0003745	rna4614	Sbay_13.311
OG0003746	rna3863	Sbay_10.114
OG0003747	rna4610	Sbay_13.306
OG0003748	rna4609	Sbay_13.305
OG0003750	rna2372	Sbay_7.448
OG0003752	rna281	Sbay_4.297
OG0003753	rna979	Sbay_2.193
OG0003754	rna995	Sbay_2.209
OG0003755	rna292	Sbay_4.310
OG0003756	rna1057	Sbay_2.269
OG0003757	rna1058	Sbay_2.270
OG0003758	rna1060	Sbay_2.273
OG0003759	rna1064	Sbay_2.276
OG0003761	rna1069	Sbay_2.282
OG0003762	rna3922	Sbay_10.178
OG0003763	rna3923	Sbay_10.179
OG0003764	rna1071	Sbay_2.284
OG0003765	rna3932	Sbay_10.189
OG0003766	rna1079	Sbay_2.294
OG0003767	rna4126	Sbay_10.366
OG0003768	rna4119	Sbay_10.360
OG0003769	rna2371	Sbay_7.447
OG0003770	rna1151	Sbay_2.374
OG0003771	rna726	Sbay_4.19
OG0003772	rna730	Sbay_4.25
OG0003773	rna3692	Sbay_11.269
OG0003774	rna2630	Sbay_15.243
OG0003775	rna2629	Sbay_15.241
OG0003776	rna3280	Sbay_12.99
OG0003777	rna2422	Sbay_7.493
OG0003778	rna3282	Sbay_12.104
OG0003779	rna1300	Sbay_2.520
OG0003780	rna1298	Sbay_2.518
OG0003781	rna2169	Sbay_7.239
OG0003782	rna2030	Sbay_7.88
OG0003783	rna3248	Sbay_12.62
OG0003784	rna4032	Sbay_10.270
OG0003785	rna4113	Sbay_10.354
OG0003787	rna5765	Sbay_8.405
OG0003789	rna5528	Sbay_8.166
OG0003790	rna2700	Sbay_15.315
OG0003791	rna5029	Sbay_14.214
OG0003792	rna2703	Sbay_15.318
OG0003793	rna5026	Sbay_14.210
OG0003794	rna2706	Sbay_15.321
OG0003795	rna5343	Sbay_15.100
OG0003796	rna5720	Sbay_8.355
OG0003797	rna4727	Sbay_13.420
OG0003798	rna5713	Sbay_8.346
OG0003799	rna1843	Sbay_6.34
OG0003800	rna1845	Sbay_6.36
OG0003801	rna3882	Sbay_10.136
OG0003802	rna2546	Sbay_8.33
OG0003804	rna2555	Sbay_8.41
OG0003805	rna2561	Sbay_8.46
