Orthogroup	k_lactis_proteins	l_kluyveri_v2_proteins	l_thermotolerans_proteins	l_waltii_v3_proteins	n_castellii_proteins	s_bayanus_proteins	s_cerevisiae_proteins	s_kudriavzevii_proteins	s_mikatae_proteins	s_paradoxus_proteins	schizo_pombe_proteins
OG0000057	rna282, rna2986	SAKL-ORF11646, SAKL-ORF2242	rna1930, rna3070	Kwal_26.9314, Kwal_33.13753	rna234, rna5613, rna5764	Sbay_4.200, Sbay_6.255	rna3083, rna894	Skud_10.41, Skud_4.205	Smik_10.56, Smik_4.189	Spar_10.56, Spar_4.231	
OG0000058	rna301, rna303	SAKL-ORF9127, SAKL-ORF9470	rna2824	Kwal_27.12681, Kwal_33.14276	rna2402	Sbay_11.273, Sbay_2.716	rna3695	Skud_11.275, Skud_7.4, Skud_7.6		Spar_11.330	rna2094, rna3045, rna3062, rna3153, rna3157, rna5612
OG0000059	rna2947, rna626	SAKL-ORF15322, SAKL-ORF16	rna4816, rna5367	Kwal_34.15755, Kwal_56.24087	rna3147, rna96	Sbay_16.98, Sbay_8.13	rna2526, rna5884	Skud_16.71, Skud_8.4	Smik_6.413, Smik_8.2	Spar_16.115, Spar_8.14	rna3726
OG0000060	rna4251, rna889	SAKL-ORF7061	rna1901, rna4174	Kwal_23.4777, Kwal_26.9164	rna2260, rna2613	Sbay_8.339, Sbay_9.65	rna2864, rna5705	Skud_15.456, Skud_9.41	Smik_15.471, Smik_9.43	Spar_15.498, Spar_9.47	rna2839, rna6788
OG0000061	rna1781, rna962	SAKL-ORF1554, SAKL-ORF6910	rna2647, rna4117	Kwal_23.2915, Kwal_27.11883	rna1835, rna2290	Sbay_2.657, Sbay_8.153	rna5515	Skud_15.264, Skud_4.757	Smik_15.279, Smik_4.760	Spar_15.306, Spar_4.851	rna4397, rna4717
OG0000062	rna1141	SAKL-ORF10802	rna3177	Kwal_33.14230	rna2903	Sbay_15.110, Sbay_16.47	rna5353, rna5832, rna6209	Skud_15.98, Skud_16.20	Smik_15.104, Smik_16.370, Smik_6.461	Spar_15.122, Spar_16.487, Spar_16.53	rna5176, rna5178, rna6019
OG0000063	rna1484, rna1485	SAKL-ORF2145, SAKL-ORF2146	rna1892, rna1893	Kwal_26.9119, Kwal_26.9137	rna1652, rna1653	Sbay_8.333, Sbay_8.334	rna5699, rna5700	Skud_15.448, Skud_15.449	Smik_15.465, Smik_15.466	Spar_15.490, Spar_15.491	rna2143
OG0000064	rna2036	SAKL-ORF3466	rna453	Kwal_33.15310		Sbay_2.5	rna1809, rna3425, rna4828, rna709	Skud_10.2, Skud_14.7, Skud_4.11	Smik_10.17, Smik_10.9, Smik_17.23, Smik_19.6	Spar_10.444, Spar_14.4, Spar_4.21, Spar_6.13	rna6609
OG0000065	rna3513, rna3587, rna4048	SAKL-ORF3138, SAKL-ORF3186, SAKL-ORF6438, SAKL-ORF9444	rna2173, rna4243, rna702	Kwal_0.16, Kwal_23.4458, Kwal_55.19721	rna3310	Sbay_4.38	rna741	Skud_4.46	Smik_4.30	Spar_4.55	rna1640, rna65
OG0000066	rna3571, rna4619	SAKL-ORF14215	rna5200	Kwal_0.299	rna2074, rna3046	Sbay_14.350, Sbay_16.319, Sbay_3.25	rna6090	Skud_14.327, Skud_16.283, Skud_3.66	Smik_14.328, Smik_16.236, Smik_3.85	Spar_14.363, Spar_16.338, Spar_3.84	rna1286
OG0000067	rna284, rna3602, rna4133	SAKL-ORF11634, SAKL-ORF13122	rna3072, rna4881	Kwal_26.6651, Kwal_33.13758	rna5611	Sbay_15.8, Sbay_6.252	rna3085	Skud_10.43, Skud_15.2	Smik_10.58, Smik_15.2	Spar_10.58, Spar_15.18	rna1714
OG0000068	rna713	SAKL-ORF2809	rna2118, rna3778	Kwal_14.791, Kwal_47.16644	rna642	Sbay_10.8, Sbay_12.221, Sbay_13.68	rna3772	Skud_10.353, Skud_12.10, Skud_13.59	Smik_10.423, Smik_12.3, Smik_13.55	Spar_10.414, Spar_13.60	rna4823
OG0000069	rna1096	SAKL-ORF13923	rna2747		rna2592	Sbay_13.431, Sbay_8.369	rna2985, rna4739, rna5733	Skud_13.418, Skud_15.486, Skud_9.167	Smik_13.459, Smik_15.499, Smik_9.190	Spar_13.436, Spar_15.530, Spar_9.190	rna4107, rna4740
OG0000070	rna1175, rna2488	SAKL-ORF4424	rna12, rna143, rna2819, rna3596	Kwal_47.18084, Kwal_55.21426	rna4439, rna5152	Sbay_2.540, Sbay_8.173		Skud_15.283, Skud_4.637	Smik_15.298, Smik_4.634	Spar_4.592	rna2876, rna5598
OG0000071	rna1294	SAKL-ORF12318, SAKL-ORF6503	rna2991, rna714	Kwal_23.4409, Kwal_33.13447	rna4641, rna54	Sbay_14.112, Sbay_14.78	rna4896, rna4928	Skud_14.107, Skud_14.74	Smik_14.103, Smik_14.71	Spar_14.111, Spar_14.79	rna6293
OG0000072	rna1736, rna2103	SAKL-ORF10344, SAKL-ORF7888	rna1222, rna1290	Kwal_56.22454, Kwal_56.22704	rna5098, rna5577	Sbay_15.173, Sbay_2.668	rna5414	Skud_15.160, Skud_4.766	Smik_15.168, Smik_4.769	Spar_15.189, Spar_4.860	rna4494
OG0000073	rna2151, rna2152	SAKL-ORF8980, SAKL-ORF8983	rna5075, rna5076	Kwal_14.2409, Kwal_14.2410	rna2374, rna969	Sbay_11.245, Sbay_6.151	rna3181	Skud_10.134, Skud_11.246	Smik_10.163, Smik_10.164, Smik_11.270	Spar_10.166, Spar_10.167	
OG0000074	rna2286, rna5224	SAKL-ORF13, SAKL-ORF13279, SAKL-ORF14440	rna4611, rna533	Kwal_14.1085, Kwal_33.14936	rna839	Sbay_13.231	rna1825, rna4537	Skud_13.214, Skud_6.29	Smik_13.237, Smik_6.37	Spar_13.228, Spar_6.41	rna2361
OG0000075	rna2361		rna1794	Kwal_26.8700	rna1737, rna1738, rna2678	Sbay_16.171, Sbay_8.280, Sbay_8.281	rna5646	Skud_15.395, Skud_15.396, Skud_16.142	Smik_15.413, Smik_15.414, Smik_6.337	Spar_15.436, Spar_15.437, Spar_16.187	rna5699
OG0000076	rna3486	SAKL-ORF13850	rna2772	Kwal_27.12481	rna1133, rna5448, rna840	Sbay_13.229, Sbay_2.89, Sbay_4.330	rna4536	Skud_13.212, Skud_2.211, Skud_2.73	Smik_13.235, Smik_2.223	Spar_13.226, Spar_2.243, Spar_2.89	rna3557
OG0000077	rna3706, rna4643	SAKL-ORF1404, SAKL-ORF9817	rna4502	Kwal_27.10996, Kwal_27.11596	rna1053, rna1871	Sbay_2.126, Sbay_2.391	rna1170, rna215	Skud_2.112, Skud_4.485	Smik_2.119, Smik_4.470	Spar_2.136, Spar_4.538	rna6367
OG0000078	rna4242, rna4620	SAKL-ORF8672, SAKL-ORF9197	rna1135, rna5199	Kwal_0.295, Kwal_56.23042	rna1091, rna3045	Sbay_2.184, Sbay_3.24	rna598	Skud_3.65, Skud_4.285	Smik_3.84, Smik_4.267	Spar_3.83, Spar_4.321	rna1155
OG0000079	rna4912	SAKL-ORF1732, SAKL-ORF8019	rna344		rna2720, rna2767, rna313, rna3476, rna4509, rna5533, rna5807	Sbay_16.224	rna6005	Skud_16.195, Skud_3.179	Smik_16.149, Smik_3.208	Spar_16.240	rna3094, rna31
OG0000080		SAKL-ORF14122, SAKL-ORF14360, SAKL-ORF14372, SAKL-ORF14377, SAKL-ORF14387, SAKL-ORF7095	rna2442, rna2585, rna4586, rna4587	Kwal_14.1204, Kwal_14.1215, Kwal_27.11629, Kwal_47.17352	rna2253		rna2871	Skud_9.51	Smik_9.50	Spar_9.54, Spar_9.55	
OG0000081	rna2033, rna412	SAKL-ORF2440, SAKL-ORF4720	rna2143, rna35, rna4642, rna787	Kwal_14.782, Kwal_27.12832	rna4069	Sbay_7.557	rna2484	Skud_7.593	Smik_16.47	Spar_7.622	rna1005, rna3188, rna78
OG0000082	rna2580, rna953	SAKL-ORF1577	rna2624, rna2656	Kwal_27.11803, Kwal_YGOB_27.11919	rna1829, rna2769	Sbay_4.411	rna380, rna6060	Skud_2.287	Smik_16.204, Smik_2.300	Spar_2.320	rna3934, rna4126, rna5999
OG0000083	rna1532, rna4100	SAKL-ORF1861, SAKL-ORF5498	rna1762, rna198	Kwal_23.5887, Kwal_26.8580	rna1423, rna4003	Sbay_5.182, Sbay_9.135		Skud_5.187, Skud_9.106	Smik_5.204, Smik_9.121	Spar_5.220, Spar_9.116	rna2356
OG0000084	rna1979	SAKL-ORF194, SAKL-ORF263, SAKL-ORF885	rna424, rna4399, rna5059	Kwal_56.23509	rna2090, rna312	Sbay_15.416, Sbay_5.309	rna1781, rna2797	Skud_5.314, Skud_8.276	Smik_8.299	Spar_5.372, Spar_8.318	
OG0000085	rna2484, rna2485	SAKL-ORF7338, SAKL-ORF7342	rna3310, rna3311	Kwal_23.3500, Kwal_23.3507	rna3235	Sbay_13.349	rna4653, rna4654	Skud_13.334, Skud_13.335	Smik_13.374, Smik_13.375	Spar_13.361, Spar_13.362	rna3060
OG0000086	rna3257	SAKL-ORF9677	rna3730	Kwal_55.22012	rna1046, rna2990	Sbay_15.29, Sbay_15.30, Sbay_6.3, Sbay_7.588	rna1816, rna5276	Skud_15.23, Skud_6.19	Smik_15.23, Smik_6.26	Spar_15.40, Spar_6.31	rna3854
OG0000087	rna3820	SAKL-ORF13134, SAKL-ORF443, SAKL-ORF8096	rna2479, rna561	Kwal_47.17532	rna2834, rna3271	Sbay_13.513	rna4817, rna701	Skud_13.494, Skud_3.175	Smik_13.535, Smik_26.4, Smik_3.204	Spar_13.520, Spar_2.7	
OG0000088	rna4282	SAKL-ORF5371, SAKL-ORF5374	rna4735, rna4736	Kwal_56.24453, Kwal_56.24462	rna1453, rna4043	Sbay_4.107, Sbay_4.56		Skud_4.117, Skud_4.66	Smik_4.48, Smik_4.98	Spar_4.141, Spar_4.73	rna4648, rna5573
OG0000089	rna4482		rna4918	Kwal_14.1746	rna3275, rna4868	Sbay_10.93, Sbay_16.354, Sbay_9.224	rna3008, rna3841	Skud_12.81, Skud_16.312, Skud_9.191	Smik_12.76, Smik_16.268, Smik_9.213	Spar_12.87, Spar_16.374, Spar_9.214	
OG0000090	rna4661	SAKL-ORF5969, SAKL-ORF7715	rna1561, rna3499	Kwal_26.7749, Kwal_55.21051	rna801	Sbay_13.266, Sbay_5.109	rna1596, rna4568	Skud_13.245, Skud_5.121	Smik_13.273, Smik_5.138	Spar_13.262, Spar_5.148	rna5544
OG0000091				Kwal_23.5250, Kwal_26.8300, Kwal_56.22670	rna2179, rna2180, rna4991, rna5305, rna539						rna1630, rna1873, rna2236, rna2250, rna2890, rna2891, rna4134, rna5592, rna6045, rna802, rna852
OG0000092											rna5770, rna5780, rna5805, rna5816, rna5872, rna5903, rna5963, rna6353, rna6356, rna6450, rna6482, rna6551, rna6593, rna6594, rna6701, rna6702, rna6721, rna6773, rna6812
OG0000093	rna1, rna1188, rna1476, rna1955, rna2051, rna2489, rna2934, rna2937, rna4054, rna530	SAKL-ORF4289	rna3887	Kwal_47.18810		Sbay_15.4	rna3432	Skud_16.499	Smik_18.4	Spar_11.6	
OG0000094	rna12	SAKL-ORF7700	rna1554	Kwal_26.7725	rna5316	Sbay_13.273, Sbay_2.4	rna1808, rna4575, rna4827	Skud_13.252	Smik_13.280, Smik_17.22, Smik_19.5	Spar_10.445, Spar_13.269, Spar_14.3	rna3012
OG0000095	rna94	SAKL-ORF4258	rna3905	Kwal_47.18743	rna1262, rna5199	Sbay_15.345, Sbay_2.586, Sbay_8.207	rna1365, rna5571	Skud_15.320, Skud_4.684	Smik_15.336, Smik_4.681	Spar_15.349, Spar_4.763	rna493
OG0000096	rna395	SAKL-ORF451	rna2478	Kwal_47.17522	rna2143, rna668	Sbay_16.280, Sbay_7.273	rna2196, rna6056	Skud_16.245, Skud_7.279	Smik_16.199, Smik_7.282	Spar_16.298, Spar_7.292	rna2167, rna6049
OG0000097	rna400	SAKL-ORF2411	rna719	Kwal_23.4381	rna3109, rna3282	Sbay_15.374	rna4821, rna5804, rna5810	Skud_7.587, Skud_8.238	Smik_16.53, Smik_8.258	Spar_7.615, Spar_8.271	rna3126, rna4353
OG0000098	rna1326, rna4255	SAKL-ORF11966, SAKL-ORF7047	rna4170	Kwal_23.4754	rna2261	Sbay_6.285	rna2860, rna3056	Skud_10.10, Skud_9.37	Smik_10.25, Smik_9.39	Spar_10.27, Spar_9.43	rna3555, rna5506
OG0000099	rna1490, rna1491	SAKL-ORF2139	rna1887	Kwal_26.9107	rna1648, rna2615	Sbay_13.405, Sbay_8.328	rna4712, rna5695	Skud_13.391, Skud_15.444	Smik_13.430, Smik_15.461	Spar_15.485	rna641, rna6619
OG0000100	rna2077, rna2078	SAKL-ORF3029				Sbay_2.715, Sbay_8.11	rna1483, rna4820, rna5803, rna5811	Skud_4.807	Smik_4.814	Spar_15.610, Spar_4.904	rna2358, rna3484, rna5664, rna69, rna81
OG0000101	rna2200	SAKL-ORF4246, SAKL-ORF9795	rna3915		rna1061, rna3657	Sbay_2.150, Sbay_9.244	rna239, rna3027	Skud_2.134, Skud_9.209	Smik_2.140, Smik_9.232	Spar_2.162, Spar_9.234	rna1012, rna3026
OG0000102	rna2280, rna3956	SAKL-ORF6741	rna4605, rna605	Kwal_14.1109, Kwal_33.14642	rna2321, rna2906	Sbay_15.326	rna1827, rna2711	Skud_6.31, Skud_8.190	Smik_8.210	Spar_8.219	rna3921, rna5415
OG0000103	rna2625	SAKL-ORF3775	rna5314	Kwal_27.12324	rna4388	Sbay_2.491	rna1273, rna4004, rna4008, rna4015, rna4019	Skud_4.588	Smik_4.581	Spar_4.701	rna29, rna3085, rna3124, rna3140
OG0000104	rna3991, rna4294	SAKL-ORF1701	rna2698, rna4748	Kwal_27.12090, Kwal_56.24401	rna1446, rna4035	Sbay_4.113, Sbay_4.65		Skud_4.123, Skud_4.76	Smik_4.105, Smik_4.57	Spar_4.147, Spar_4.82	rna5080
OG0000105	rna4589	SAKL-ORF898	rna4396	Kwal_56.23522	rna1993, rna2092	Sbay_2.259, Sbay_5.313	rna1047, rna1784	Skud_4.358, Skud_5.316	Smik_4.343, Smik_5.349	Spar_4.405, Spar_5.374	rna1889, rna1993
OG0000106	rna5002, rna5173	SAKL-ORF14312, SAKL-ORF6701, SAKL-ORF9113	rna123, rna2817	Kwal_27.12655, Kwal_47.17980	rna2393, rna2927	Sbay_11.266		Skud_11.269	Smik_11.296	Spar_11.321	rna251, rna6056, rna6500
OG0000107			rna2878			Sbay_14.10	rna3424, rna4829, rna5242, rna703, rna710	Skud_10.383	Smik_14.1, Smik_3.210, Smik_6.3	Spar_10.442, Spar_14.5, Spar_2.5, Spar_4.22, Spar_6.14	rna5391, rna6850
OG0000108					rna1024, rna1093, rna1131, rna1474, rna1828, rna1884, rna2412, rna2926, rna3000, rna3270, rna3621, rna382, rna411, rna4155, rna4945, rna4947, rna657, rna767						
OG0000109					rna2023, rna2025, rna3055, rna3066, rna3089, rna3852, rna3977, rna4025, rna4110, rna4135, rna4255, rna4649, rna4952, rna5012, rna5166, rna5167, rna5669, rna5868						
OG0000110	rna11	SAKL-ORF7702	rna1555	Kwal_26.7728	rna5317	Sbay_13.272, Sbay_2.3	rna1807, rna4574, rna4826	Skud_13.251, Skud_4.7	Smik_13.279, Smik_19.4	Spar_10.446, Spar_13.268	rna527
OG0000111	rna210, rna4494	SAKL-ORF484, SAKL-ORF6138	rna2466, rna3850	Kwal_47.17462, Kwal_47.18982	rna3724	Sbay_7.61	rna2003	Skud_7.69	Smik_7.69	Spar_7.70	rna3278, rna6922, rna693
OG0000112	rna323	SAKL-ORF9731	rna46	Kwal_23.5298	rna1035, rna3005	Sbay_14.41, Sbay_15.44	rna4858, rna5290	Skud_14.39, Skud_15.37	Smik_14.33, Smik_15.37	Spar_14.35, Spar_15.55	rna185
OG0000113	rna728	SAKL-ORF2845	rna2066	Kwal_47.16881	rna5845, rna632	Sbay_10.567, Sbay_13.78	rna4309	Skud_12.542, Skud_13.68	Smik_12.547, Smik_13.66	Spar_12.593, Spar_13.69	rna2412, rna5400
OG0000114	rna2609, rna910	SAKL-ORF1466, SAKL-ORF294, SAKL-ORF6375, SAKL-ORF9330	rna1008	Kwal_27.10438, Kwal_34.15724	rna1852	Sbay_2.408	rna1187	Skud_4.504	Smik_4.489	Spar_4.556	rna3121, rna6258
OG0000115	rna1086	SAKL-ORF7648	rna1534	Kwal_26.7635	rna4239, rna440	Sbay_11.99, Sbay_13.281	rna3526, rna4583	Skud_11.103, Skud_13.262	Smik_11.113, Smik_13.290	Spar_11.132, Spar_13.280	rna6111
OG0000116	rna1122	SAKL-ORF7822	rna1593	Kwal_26.7886	rna4185, rna517	Sbay_11.220, Sbay_8.50		Skud_11.222, Skud_3.105, Skud_8.42	Smik_11.247, Smik_8.46	Spar_11.271, Spar_3.133, Spar_8.53	rna4629
OG0000117	rna1179, rna2161	SAKL-ORF2964, SAKL-ORF4692	rna1321, rna1324	Kwal_14.807, Kwal_23.2823	rna277, rna278, rna3661	Sbay_12.244, Sbay_13.105	rna4408	Skud_13.92	Smik_13.92	Spar_13.97	
OG0000118	rna1359	SAKL-ORF10839	rna3172	Kwal_33.14208	rna2898, rna5522	Sbay_15.106, Sbay_4.226	rna918	Skud_15.94, Skud_4.227	Smik_15.100, Smik_4.213	Spar_15.118, Spar_4.257	rna2419, rna5382
OG0000119	rna1730	SAKL-ORF10306, SAKL-ORF9835	rna1216	Kwal_56.22724	rna3016, rna5571	Sbay_15.62, Sbay_2.674		Skud_15.51, Skud_4.771	Smik_15.54, Smik_4.774	Spar_15.73, Spar_4.866	rna1473, rna770
OG0000120	rna2453	SAKL-ORF259	rna5057	Kwal_14.2313	rna3120, rna611	Sbay_10.406, Sbay_10.58	rna4167	Skud_12.394, Skud_12.51	Smik_12.394, Smik_12.47	Spar_12.436, Spar_12.56	rna4656, rna6563
OG0000121	rna2676	SAKL-ORF5863	rna3449		rna1375, rna3837	Sbay_15.377, Sbay_5.79	rna1569, rna2763	Skud_5.93, Skud_8.241	Smik_5.106, Smik_8.261	Spar_5.99, Spar_8.275	rna1681, rna218
OG0000122	rna2988	SAKL-ORF7400	rna3337	Kwal_23.3623	rna2188, rna2189	Sbay_4.150, Sbay_4.151	rna850, rna851	Skud_4.159, Skud_4.161	Smik_4.140, Smik_4.142	Spar_4.184, Spar_4.186	rna643
OG0000123	rna3309	SAKL-ORF7212	rna4224	Kwal_27.11542	rna2231, rna4898	Sbay_14.327, Sbay_9.104		Skud_14.309, Skud_9.78	Smik_14.311, Smik_9.84	Spar_14.341, Spar_9.85	rna4518, rna4596, rna6910
OG0000124	rna3687	SAKL-ORF3812	rna2290	Kwal_55.20214	rna4394, rna5123	Sbay_15.273, Sbay_2.497	rna1279, rna2663	Skud_4.594, Skud_8.141	Smik_4.587, Smik_8.158	Spar_4.707, Spar_8.162	rna4972
OG0000125	rna4058	SAKL-ORF13144, SAKL-ORF14507	rna2381, rna754	Kwal_26.9446	rna759	Sbay_7.507	rna1793	Skud_45.1, Skud_7.549, Skud_9.221	Smik_16.93, Smik_25.1, Smik_26.7	Spar_5.390, Spar_7.570	
OG0000126	rna4256	SAKL-ORF7045	rna4169	Kwal_23.4740	rna2262, rna4802	Sbay_14.272, Sbay_9.58	rna2859, rna5084	Skud_14.263, Skud_9.36	Smik_14.258, Smik_9.38	Spar_14.271, Spar_9.42	rna5504
OG0000127	rna4587	SAKL-ORF4574	rna3667	Kwal_55.21736	rna343, rna5644	Sbay_11.312, Sbay_13.435	rna3732, rna4745	Skud_11.313, Skud_13.422	Smik_11.339, Smik_13.464	Spar_11.367, Spar_13.442	rna6354
OG0000128	rna4727	SAKL-ORF3338	rna1307, rna508	Kwal_33.15041, Kwal_56.22367	rna707	Sbay_7.470, Sbay_8.434	rna2399, rna5789	Skud_15.544, Skud_7.507	Smik_15.559, Smik_6.291	Spar_15.596, Spar_7.529	
OG0000129	rna4911	SAKL-ORF981	rna4366	Kwal_56.23759	rna2105	Sbay_10.176, Sbay_4.554	rna3920, rna516	Skud_12.160, Skud_2.424	Smik_12.151, Smik_2.435	Spar_12.166, Spar_2.469	rna3072, rna4172
OG0000130	rna4982	SAKL-ORF6590	rna675	Kwal_23.4597	rna3170, rna4674	Sbay_14.144, Sbay_4.20	rna4958	Skud_14.137, Skud_4.30	Smik_14.133, Smik_4.16	Spar_14.142, Spar_4.41	rna5741, rna5993
OG0000131	rna5240	SAKL-ORF13324	rna518		rna1352, rna1353, rna5266	Sbay_13.212, Sbay_13.213	rna4519, rna4520	Skud_13.199, Skud_13.200	Smik_13.213, Smik_13.214	Spar_13.208, Spar_13.209	rna2938
OG0000132		SAKL-ORF8080	rna2885, rna5376	Kwal_14.741, Kwal_23.6568		Sbay_13.4	rna1946, rna5799	Skud_15.554, Skud_7.9	Smik_39.2, Smik_7.3	Spar_15.606, Spar_7.9	rna18, rna3108, rna5627
OG0000133				Kwal_1.414, Kwal_12.670, Kwal_13.685, Kwal_13.687, Kwal_14.773, Kwal_2.432, Kwal_23.3719, Kwal_27.11215, Kwal_33.14867, Kwal_33.15086, Kwal_39.16415, Kwal_47.17030, Kwal_47.17294, Kwal_47.17664, Kwal_47.19348, Kwal_55.19796, Kwal_9.622							
OG0000134	rna79	SAKL-ORF4227	rna3923	Kwal_47.18673	rna1270, rna5204	Sbay_2.593, Sbay_5.15		Skud_4.691, Skud_5.35	Smik_4.688, Smik_5.33	Spar_4.770, Spar_5.21	rna5969, rna6002
OG0000135	rna139, rna1805	SAKL-ORF14161, SAKL-ORF2551	rna4532, rna780	Kwal_14.1487, Kwal_26.9589	rna3395, rna4085	Sbay_7.575		Skud_13.479, Skud_7.612	Smik_13.522, Smik_16.29	Spar_13.504	
OG0000136	rna237		rna4677	Kwal_56.24698	rna3295, rna4052	Sbay_15.361, Sbay_7.538	rna2467, rna2747	Skud_7.576, Skud_8.226	Smik_16.64, Smik_8.246	Spar_7.603, Spar_8.259	rna126
OG0000137	rna398	SAKL-ORF9453	rna2474	Kwal_47.17506	rna157, rna358, rna359	Sbay_2.121, Sbay_7.268	rna209	Skud_2.106, Skud_7.274	Smik_2.115, Smik_7.277	Spar_2.131, Spar_7.287	
OG0000138	rna548	SAKL-ORF6154	rna3843	Kwal_47.19040	rna3717, rna4475	Sbay_5.123, Sbay_7.53	rna1608	Skud_5.136, Skud_7.60	Smik_5.150, Smik_7.55	Spar_5.163, Spar_7.58	rna6805
OG0000139	rna695	SAKL-ORF2778	rna2100	Kwal_47.16693	rna650	Sbay_15.401, Sbay_15.402	rna2785, rna2786	Skud_8.264, Skud_8.265	Smik_8.287, Smik_8.288	Spar_8.306, Spar_8.307	rna1217
OG0000140	rna746	SAKL-ORF2899	rna2042	Kwal_47.16988	rna5833, rna620	Sbay_10.559, Sbay_13.94		Skud_12.534, Skud_13.81	Smik_12.538, Smik_13.81	Spar_12.585, Spar_13.85	rna100, rna486
OG0000141	rna761		rna2029	Kwal_47.17074	rna281		rna2810	Skud_12.524, Skud_13.89	Smik_12.528	Spar_10.455, Spar_12.575, Spar_16.24, Spar_3.227, Spar_4.4, Spar_6.6, Spar_8.344	rna4073
OG0000142	rna919	SAKL-ORF13685	rna3402	Kwal_23.3932	rna1172, rna5413	Sbay_16.409, Sbay_4.365			Smik_16.323, Smik_2.258	Spar_16.436, Spar_2.276	rna2283, rna3469, rna4579, rna5789
OG0000143	rna944	SAKL-ORF13757	rna2810	Kwal_27.12613	rna1156, rna5430	Sbay_7.348	rna2275, rna328	Skud_2.231, Skud_7.363	Smik_2.245, Smik_6.149	Spar_2.263, Spar_7.378	rna1084
OG0000144	rna991	SAKL-ORF4811, SAKL-ORF4813	rna3711, rna3712	Kwal_55.21937, Kwal_55.21941	rna1572, rna4966	Sbay_16.495	rna6260	Skud_16.464	Smik_16.424	Spar_16.536	rna1175, rna2355
OG0000145	rna1090	SAKL-ORF7656	rna1540	Kwal_26.7655	rna4238, rna444	Sbay_11.103, Sbay_13.280		Skud_11.108, Skud_13.261	Smik_11.117, Smik_13.289	Spar_11.136, Spar_13.278	rna1911, rna4114
OG0000146	rna1142	SAKL-ORF8310	rna905	Kwal_27.9948	rna1281, rna4859	Sbay_11.20, Sbay_12.155		Skud_10.290, Skud_11.18	Smik_10.356, Smik_11.22	Spar_10.344, Spar_11.28	rna3613, rna4853
OG0000147	rna1261	Mod_transcript_13	rna2956	Kwal_33.13256	rna2479, rna35	Sbay_10.277, Sbay_2.679	rna1451	Skud_12.246, Skud_4.776	Smik_12.241, Smik_4.779	Spar_12.289, Spar_4.871	rna5458
OG0000148	rna1264	SAKL-ORF12665	rna2959	Kwal_33.13263	rna2481, rna36	Sbay_10.280, Sbay_2.678	rna4042	Skud_12.249, Skud_4.775	Smik_12.244, Smik_4.778	Spar_12.292, Spar_4.870	rna1056
OG0000149	rna1304	SAKL-ORF12242	rna3001	Kwal_33.13486	rna60	Sbay_14.85, Sbay_15.354	rna2739, rna4903	Skud_14.81, Skud_8.219	Smik_14.78, Smik_8.239	Spar_14.86, Spar_8.252	rna1386
OG0000150	rna1552	SAKL-ORF5541	rna177	Kwal_23.5804	rna1412, rna3991	Sbay_5.165, Sbay_9.148		Skud_5.171, Skud_9.118	Smik_5.187, Smik_9.139	Spar_5.200, Spar_9.130	rna3046, rna5048
OG0000151	rna1560	SAKL-ORF15649	rna291	Kwal_23.6325	rna3625, rna545	Sbay_14.385, Sbay_3.110		Skud_14.362, Skud_3.146	Smik_14.360, Smik_3.173	Spar_14.394, Spar_3.176	rna1086, rna2832
OG0000152	rna1663	SAKL-ORF7416	rna5358, rna5359	Kwal_34.15792, Kwal_34.15794	rna2210, rna3255, rna3256, rna3257	Sbay_13.330	rna4633	Skud_13.312	Smik_13.349	Spar_13.337	rna5535
OG0000153	rna1812		rna354	Kwal_55.20722	rna309, rna310, rna5021	Sbay_10.18, Sbay_15.415	rna3776, rna702	Skud_12.17, Skud_3.181	Smik_12.6, Smik_3.209	Spar_12.13, Spar_2.6	
OG0000154	rna1919	SAKL-ORF5299, SAKL-ORF9648	rna4710	Kwal_56.24573	rna5370	Sbay_15.190, Sbay_2.568	rna1349, rna5431	Skud_4.665	Smik_15.190, Smik_4.665	Spar_15.208, Spar_4.747	rna6259
OG0000155	rna1969	SAKL-ORF862	rna4407	Kwal_56.23467	rna1997, rna368	Sbay_2.254, Sbay_5.300		Skud_4.353, Skud_5.305	Smik_4.336, Smik_5.338	Spar_4.398, Spar_5.363	rna129, rna2710
OG0000156	rna2011	SAKL-ORF15729	rna322	Kwal_23.6458	rna3636, rna564	Sbay_14.402, Sbay_3.129		Skud_14.379, Skud_3.165	Smik_14.377, Smik_3.189	Spar_14.411, Spar_3.194	rna422, rna5452
OG0000157	rna2014	SAKL-ORF15739	rna325	Kwal_23.6482	rna3633, rna565	Sbay_14.403, Sbay_3.132		Skud_14.380, Skud_3.168	Smik_14.378, Smik_3.192	Spar_14.412, Spar_3.197	rna3275, rna3930
OG0000158	rna2049, rna2974	SAKL-ORF11981, SAKL-ORF531, SAKL-ORF8598	rna13		rna308, rna3660, rna4096, rna4605, rna5639		rna3015, rna905	Skud_9.200		Spar_9.220	rna5593
OG0000159	rna2088	SAKL-ORF7933	rna1305	Kwal_56.22387	rna3421, rna4107	Sbay_15.178, Sbay_5.7		Skud_15.164, Skud_5.29	Smik_15.172, Smik_5.27	Spar_15.195, Spar_5.14	rna1421, rna2823
OG0000160	rna2112	SAKL-ORF9411	rna966	Kwal_27.10255	rna3659	Sbay_13.515, Sbay_16.17, Sbay_16.32	rna3769, rna5818	Skud_12.4	Smik_12.1, Smik_6.484	Spar_12.5, Spar_13.524, Spar_16.39	
