Orthogroup	k_lactis_proteins	l_kluyveri_v2_proteins	l_thermotolerans_proteins	l_waltii_v3_proteins	n_castellii_proteins	s_bayanus_proteins	s_cerevisiae_proteins	s_kudriavzevii_proteins	s_mikatae_proteins	s_paradoxus_proteins	schizo_pombe_proteins
OG0007179	TCONS_novel_00000163_1-frame_1										
OG0007180	TCONS_novel_00000117_1-frame_1										
OG0007181	TCONS_novel_00000118_1-frame_1										
OG0007182	TCONS_novel_00000119_1-frame_1										
OG0007183	TCONS_novel_00000119_2-frame_1										
OG0007184	TCONS_novel_00000164_1-frame_1										
OG0007185	TCONS_novel_00000164_2-frame_1										
OG0007186	TCONS_novel_00000164_3-frame_1										
OG0007187	TCONS_novel_00000164_4-frame_1										
OG0007188	TCONS_novel_00000164_5-frame_1										
OG0007189	TCONS_novel_00000164_6-frame_1										
OG0007190	TCONS_novel_00000164_7-frame_1										
OG0007191	TCONS_novel_00000164_8-frame_1										
OG0007192	TCONS_novel_00000164_9-frame_1										
OG0007193	TCONS_novel_00000164_10-frame_1										
OG0007194	TCONS_novel_00000164_11-frame_1										
OG0007195	TCONS_novel_00000164_12-frame_1										
OG0007196	TCONS_novel_00000164_13-frame_1										
OG0007197	TCONS_novel_00000164_14-frame_1										
OG0007198	TCONS_novel_00000120_1-frame_1										
OG0007199	TCONS_novel_00000120_2-frame_1										
OG0007200	TCONS_novel_00000120_3-frame_1										
OG0007201	TCONS_novel_00000120_4-frame_1										
OG0007202	TCONS_novel_00000120_5-frame_1										
OG0007203	TCONS_novel_00000120_6-frame_1										
OG0007204	TCONS_novel_00000120_7-frame_1										
OG0007205	TCONS_novel_00000120_8-frame_1										
OG0007206	TCONS_novel_00000165_1-frame_1										
OG0007207	TCONS_novel_00000166_1-frame_1										
OG0007208	TCONS_novel_00000166_2-frame_1										
OG0007209	TCONS_novel_00000166_3-frame_1										
OG0007210	TCONS_novel_00000166_4-frame_1										
OG0007211	TCONS_novel_00000166_5-frame_1										
OG0007212	TCONS_novel_00000166_6-frame_1										
OG0007213	TCONS_novel_00000166_7-frame_1										
OG0007214	TCONS_novel_00000166_8-frame_1										
OG0007215	TCONS_novel_00000167_1-frame_1										
OG0007216	TCONS_novel_00000167_2-frame_1										
OG0007217	TCONS_novel_00000167_3-frame_1										
OG0007218	TCONS_novel_00000167_4-frame_1										
OG0007219	TCONS_novel_00000167_5-frame_1										
OG0007220	TCONS_novel_00000167_6-frame_1										
OG0007221	TCONS_novel_00000167_7-frame_1										
OG0007222	TCONS_novel_00000167_8-frame_1										
OG0007223	TCONS_novel_00000121_1-frame_1										
OG0007224	TCONS_novel_00000121_2-frame_1										
OG0007225	TCONS_novel_00000122_1-frame_1										
OG0007226	TCONS_novel_00000122_2-frame_1										
OG0007227	TCONS_novel_00000123_2-frame_1										
OG0007228	TCONS_novel_00000123_3-frame_1										
OG0007229	TCONS_novel_00000123_4-frame_1										
OG0007230	TCONS_novel_00000124_1-frame_1										
OG0007231	TCONS_novel_00000124_2-frame_1										
OG0007232	TCONS_novel_00000125_1-frame_1										
OG0007233	TCONS_novel_00000125_2-frame_1										
OG0007234	TCONS_novel_00000125_3-frame_1										
OG0007235	TCONS_novel_00000126_1-frame_1										
OG0007236	TCONS_novel_00000168_1-frame_1										
OG0007237	TCONS_novel_00000168_2-frame_1										
OG0007238	TCONS_novel_00000169_1-frame_1										
OG0007239	TCONS_novel_00000169_2-frame_1										
OG0007240	TCONS_novel_00000127_1-frame_1										
OG0007241	TCONS_novel_00000127_2-frame_1										
OG0007242	TCONS_novel_00000127_3-frame_1										
OG0007243	TCONS_novel_00000127_4-frame_1										
OG0007244	TCONS_novel_00000127_5-frame_1										
OG0007245	TCONS_novel_00000127_6-frame_1										
OG0007246	TCONS_novel_00000127_7-frame_1										
OG0007247	TCONS_novel_00000170_1-frame_1										
OG0007248	TCONS_novel_00000170_2-frame_1										
OG0007249	TCONS_novel_00000170_3-frame_1										
OG0007250	TCONS_novel_00000170_4-frame_1										
OG0007251	TCONS_novel_00000170_5-frame_1										
OG0007252	TCONS_novel_00000170_6-frame_1										
OG0007253	TCONS_novel_00000128_1-frame_1										
OG0007254	TCONS_novel_00000128_2-frame_1										
OG0007255	TCONS_novel_00000128_3-frame_1										
OG0007256	TCONS_novel_00000128_4-frame_1										
OG0007257	TCONS_novel_00000129_1-frame_1										
OG0007258	TCONS_novel_00000130_1-frame_1										
OG0007259	TCONS_novel_00000130_2-frame_1										
OG0007260	TCONS_novel_00000130_3-frame_1										
OG0007261	TCONS_novel_00000130_4-frame_1										
OG0007262	TCONS_novel_00000130_5-frame_1										
OG0007263	TCONS_novel_00000130_6-frame_1										
OG0007264	TCONS_novel_00000131_1-frame_1										
OG0007265	TCONS_novel_00000132_1-frame_1										
OG0007266	TCONS_novel_00000132_2-frame_1										
OG0007267	TCONS_novel_00000133_1-frame_1										
OG0007268	TCONS_novel_00000133_2-frame_1										
OG0007269	TCONS_novel_00000173_1-frame_1										
OG0007270	TCONS_novel_00000173_2-frame_1										
OG0007271	TCONS_novel_00000173_3-frame_1										
OG0007272	TCONS_novel_00000175_1-frame_1										
OG0007273	TCONS_novel_00000175_2-frame_1										
OG0007274	TCONS_novel_00000175_3-frame_1										
OG0007275	TCONS_novel_00000175_4-frame_1										
OG0007276	TCONS_novel_00000176_1-frame_1										
OG0007277	TCONS_novel_00000176_2-frame_1										
OG0007278	TCONS_novel_00000176_3-frame_1										
OG0007279	TCONS_novel_00000176_4-frame_1										
OG0007280	TCONS_novel_00000176_5-frame_1										
OG0007281	TCONS_novel_00000176_6-frame_1										
OG0007282	TCONS_novel_00000176_7-frame_1										
OG0007283	TCONS_novel_00000176_8-frame_1										
OG0007284	TCONS_novel_00000176_9-frame_1										
OG0007285	TCONS_novel_00000176_10-frame_1										
OG0007286	TCONS_novel_00000176_11-frame_1										
OG0007287	TCONS_novel_00000176_12-frame_1										
OG0007288	TCONS_novel_00000176_13-frame_1										
OG0007289	TCONS_novel_00000176_14-frame_1										
OG0007290	TCONS_novel_00000176_15-frame_1										
OG0007291	TCONS_novel_00000134_1-frame_1										
OG0007292	TCONS_novel_00000134_2-frame_1										
OG0007293	TCONS_novel_00000134_3-frame_1										
OG0007294	TCONS_novel_00000134_4-frame_1										
OG0007295	TCONS_novel_00000134_5-frame_1										
OG0007296	TCONS_novel_00000134_6-frame_1										
OG0007297	TCONS_novel_00000134_7-frame_1										
OG0007298	TCONS_novel_00000135_1-frame_1										
OG0007299	TCONS_novel_00000136_1-frame_1										
OG0007300	TCONS_novel_00000136_2-frame_1										
OG0007301	TCONS_novel_00000136_3-frame_1										
OG0007302	TCONS_novel_00000136_4-frame_1										
OG0007303	TCONS_novel_00000136_5-frame_1										
OG0007304	TCONS_novel_00000136_6-frame_1										
OG0007305	TCONS_novel_00000136_7-frame_1										
OG0007306	TCONS_novel_00000136_8-frame_1										
OG0007307	TCONS_novel_00000136_9-frame_1										
OG0007308	TCONS_novel_00000177_1-frame_1										
OG0007309	TCONS_novel_00000177_2-frame_1										
OG0007310	TCONS_novel_00000137_1-frame_1										
OG0007311	TCONS_novel_00000138_1-frame_1										
OG0007312	TCONS_novel_00000139_1-frame_1										
OG0007313	TCONS_novel_00000139_2-frame_1										
OG0007314	TCONS_novel_00000140_1-frame_1										
OG0007315	TCONS_novel_00000140_2-frame_1										
OG0007316	TCONS_novel_00000140_3-frame_1										
OG0007317	TCONS_novel_00000178_1-frame_1										
OG0007318	TCONS_novel_00000179_1-frame_1										
OG0007319	TCONS_novel_00000179_2-frame_1										
OG0007320	TCONS_novel_00000141_1-frame_1										
OG0007321	TCONS_novel_00000141_2-frame_1										
OG0007322	TCONS_novel_00000180_1-frame_1										
OG0007323	TCONS_novel_00000180_2-frame_1										
OG0007324	TCONS_novel_00000180_3-frame_1										
OG0007325	TCONS_novel_00000180_4-frame_1										
OG0007326	TCONS_novel_00000180_5-frame_1										
OG0007327	TCONS_novel_00000180_6-frame_1										
OG0007328	TCONS_novel_00000180_7-frame_1										
OG0007329	TCONS_novel_00000180_8-frame_1										
OG0007330	TCONS_novel_00000180_9-frame_1										
OG0007331	TCONS_novel_00000180_10-frame_1										
OG0007332	TCONS_novel_00000180_11-frame_1										
OG0007333	TCONS_novel_00000180_12-frame_1										
OG0007334	TCONS_novel_00000180_13-frame_1										
OG0007335	TCONS_novel_00000180_14-frame_1										
OG0007336	TCONS_novel_00000180_15-frame_1										
OG0007337	TCONS_novel_00000180_16-frame_1										
OG0007338	TCONS_novel_00000180_17-frame_1										
OG0007339	TCONS_novel_00000181_1-frame_1										
OG0007340	TCONS_novel_00000182_1-frame_1										
OG0007341	TCONS_novel_00000142_1-frame_1										
OG0007342	TCONS_novel_00000142_2-frame_1										
OG0007343	TCONS_novel_00000142_3-frame_1										
OG0007344	TCONS_novel_00000143_1-frame_1										
OG0007345	TCONS_novel_00000143_2-frame_1										
OG0007346	TCONS_novel_00000143_3-frame_1										
OG0007347	TCONS_novel_00000143_4-frame_1										
OG0007348	TCONS_novel_00000143_5-frame_1										
OG0007349	TCONS_novel_00000143_6-frame_1										
OG0007350	TCONS_novel_00000143_7-frame_1										
OG0007351	TCONS_novel_00000144_1-frame_1										
OG0007352	TCONS_novel_00000144_2-frame_1										
OG0007353	TCONS_novel_00000144_3-frame_1										
OG0007354	TCONS_novel_00000144_4-frame_1										
OG0007355	TCONS_novel_00000184_1-frame_1										
OG0007356	TCONS_novel_00000185_1-frame_1										
OG0007357	TCONS_novel_00000185_2-frame_1										
OG0007358	TCONS_novel_00000186_1-frame_1										
OG0007359	TCONS_novel_00000186_2-frame_1										
OG0007360	TCONS_novel_00000187_1-frame_1										
OG0007361	TCONS_novel_00000187_2-frame_1										
OG0007362	TCONS_novel_00000188_1-frame_1										
OG0007363	TCONS_novel_00000145_1-frame_1										
OG0007364	TCONS_novel_00000189_1-frame_1										
OG0007365	TCONS_novel_00000189_2-frame_1										
OG0007366	TCONS_novel_00000189_3-frame_1										
OG0007367	TCONS_novel_00000190_1-frame_1										
OG0007368	TCONS_novel_00000191_1-frame_1										
OG0007369	TCONS_novel_00000191_2-frame_1										
OG0007370	TCONS_novel_00000191_3-frame_1										
OG0007371	TCONS_novel_00000192_1-frame_1										
OG0007372	TCONS_novel_00000192_2-frame_1										
OG0007373	TCONS_novel_00000146_1-frame_1										
OG0007374	TCONS_novel_00000146_2-frame_1										
OG0007375	TCONS_novel_00000146_3-frame_1										
OG0007376	TCONS_novel_00000193_1-frame_1										
OG0007377	TCONS_novel_00000194_1-frame_1										
OG0007378	TCONS_novel_00000194_2-frame_1										
OG0007379	TCONS_novel_00000194_3-frame_1										
OG0007380	TCONS_novel_00000194_4-frame_1										
OG0007381	TCONS_novel_00000194_5-frame_1										
OG0007382	TCONS_novel_00000194_6-frame_1										
OG0007383	TCONS_novel_00000194_7-frame_1										
OG0007384	TCONS_novel_00000195_1-frame_1										
OG0007385	TCONS_novel_00000195_2-frame_1										
OG0007386	TCONS_novel_00000195_3-frame_1										
OG0007387	TCONS_novel_00000195_4-frame_1										
OG0007388	TCONS_novel_00000195_5-frame_1										
OG0007389	TCONS_novel_00000195_6-frame_1										
OG0007390	TCONS_novel_00000195_7-frame_1										
OG0007391	TCONS_novel_00000195_8-frame_1										
OG0007392	TCONS_novel_00000195_9-frame_1										
OG0007393	TCONS_novel_00000195_10-frame_1										
OG0007394	TCONS_novel_00000195_11-frame_1										
OG0007395	TCONS_novel_00000195_12-frame_1										
OG0007396	TCONS_novel_00000195_13-frame_1										
OG0007397	TCONS_novel_00000195_14-frame_1										
OG0007398	TCONS_novel_00000195_15-frame_1										
OG0007399	TCONS_novel_00000195_16-frame_1										
OG0007400	TCONS_novel_00000195_17-frame_1										
OG0007401	TCONS_novel_00000195_18-frame_1										
OG0007402	TCONS_novel_00000195_19-frame_1										
OG0007403	TCONS_novel_00000195_20-frame_1										
OG0007404	TCONS_novel_00000195_21-frame_1										
OG0007405	TCONS_novel_00000197_1-frame_1										
OG0007406	TCONS_novel_00000197_2-frame_1										
OG0007407	TCONS_novel_00000197_3-frame_1										
OG0007408	TCONS_novel_00000198_1-frame_1										
OG0007409	TCONS_novel_00000198_2-frame_1										
OG0007410	TCONS_novel_00000198_3-frame_1										
OG0007411	TCONS_novel_00000198_4-frame_1										
OG0007412	TCONS_novel_00000198_5-frame_1										
OG0007413	TCONS_novel_00000198_6-frame_1										
OG0007414	TCONS_novel_00000147_2-frame_1										
OG0007415	TCONS_novel_00000147_3-frame_1										
OG0007416	TCONS_novel_00000147_4-frame_1										
OG0007417	TCONS_novel_00000147_5-frame_1										
OG0007418	TCONS_novel_00000147_6-frame_1										
OG0007419	TCONS_novel_00000148_4-frame_1										
OG0007420	TCONS_novel_00000199_1-frame_1										
OG0007421	TCONS_novel_00000280_4-frame_1										
OG0007422	TCONS_novel_00000280_5-frame_1										
OG0007423	TCONS_novel_00000281_1-frame_1										
OG0007424	TCONS_novel_00000281_2-frame_1										
OG0007425	TCONS_novel_00000281_3-frame_1										
OG0007426	TCONS_novel_00000281_4-frame_1										
OG0007427	TCONS_novel_00000281_5-frame_1										
OG0007428	TCONS_novel_00000281_6-frame_1										
OG0007429	TCONS_novel_00000281_7-frame_1										
OG0007430	TCONS_novel_00000281_8-frame_1										
OG0007431	TCONS_novel_00000281_9-frame_1										
OG0007432	TCONS_novel_00000281_10-frame_1										
OG0007433	TCONS_novel_00000281_11-frame_1										
OG0007434	TCONS_novel_00000281_12-frame_1										
OG0007435	TCONS_novel_00000281_13-frame_1										
OG0007436	TCONS_novel_00000281_14-frame_1										
OG0007437	TCONS_novel_00000281_15-frame_1										
OG0007438	TCONS_novel_00000281_16-frame_1										
OG0007439	TCONS_novel_00000282_1-frame_1										
OG0007440	TCONS_novel_00000282_2-frame_1										
OG0007441	TCONS_novel_00000200_1-frame_1										
OG0007442	TCONS_novel_00000200_2-frame_1										
OG0007443	TCONS_novel_00000200_3-frame_1										
OG0007444	TCONS_novel_00000201_1-frame_1										
OG0007445	TCONS_novel_00000201_2-frame_1										
OG0007446	TCONS_novel_00000201_3-frame_1										
OG0007447	TCONS_novel_00000201_4-frame_1										
OG0007448	TCONS_novel_00000201_5-frame_1										
OG0007449	TCONS_novel_00000283_1-frame_1										
OG0007450	TCONS_novel_00000283_2-frame_1										
OG0007451	TCONS_novel_00000283_3-frame_1										
OG0007452	TCONS_novel_00000283_4-frame_1										
OG0007453	TCONS_novel_00000202_1-frame_1										
OG0007454	TCONS_novel_00000284_1-frame_1										
OG0007455	TCONS_novel_00000203_1-frame_1										
OG0007456	TCONS_novel_00000203_2-frame_1										
OG0007457	TCONS_novel_00000203_3-frame_1										
OG0007458	TCONS_novel_00000204_1-frame_1										
OG0007459	TCONS_novel_00000204_2-frame_1										
OG0007460	TCONS_novel_00000204_3-frame_1										
OG0007461	TCONS_novel_00000204_4-frame_1										
OG0007462	TCONS_novel_00000204_5-frame_1										
OG0007463	TCONS_novel_00000285_1-frame_1										
OG0007464	TCONS_novel_00000205_1-frame_1										
OG0007465	TCONS_novel_00000205_2-frame_1										
OG0007466	TCONS_novel_00000205_3-frame_1										
OG0007467	TCONS_novel_00000286_1-frame_1										
OG0007468	TCONS_novel_00000286_2-frame_1										
OG0007469	TCONS_novel_00000286_3-frame_1										
OG0007470	TCONS_novel_00000286_4-frame_1										
OG0007471	TCONS_novel_00000286_5-frame_1										
OG0007472	TCONS_novel_00000286_6-frame_1										
OG0007473	TCONS_novel_00000286_7-frame_1										
OG0007474	TCONS_novel_00000286_8-frame_1										
OG0007475	TCONS_novel_00000286_9-frame_1										
OG0007476	TCONS_novel_00000286_10-frame_1										
OG0007477	TCONS_novel_00000286_11-frame_1										
OG0007478	TCONS_novel_00000286_12-frame_1										
OG0007479	TCONS_novel_00000286_13-frame_1										
OG0007480	TCONS_novel_00000286_14-frame_1										
OG0007481	TCONS_novel_00000286_15-frame_1										
OG0007482	TCONS_novel_00000286_16-frame_1										
OG0007483	TCONS_novel_00000286_17-frame_1										
OG0007484	TCONS_novel_00000286_18-frame_1										
OG0007485	TCONS_novel_00000286_19-frame_1										
OG0007486	TCONS_novel_00000286_20-frame_1										
OG0007487	TCONS_novel_00000286_21-frame_1										
OG0007488	TCONS_novel_00000286_22-frame_1										
OG0007489	TCONS_novel_00000286_23-frame_1										
OG0007490	TCONS_novel_00000286_24-frame_1										
