Orthogroup	s_cerevisiae_proteins	l_kluyveri_v2_proteins
OG0002420	rna1085	Mod_transcript_83
OG0002421	rna3946	SAKL-ORF1097
OG0002422	rna3945	SAKL-ORF1095
OG0002423	rna1008	SAKL-ORF729
OG0002424	rna3798	SAKL-ORF90
OG0002425	rna3799	SAKL-ORF92
OG0002426	rna3800	SAKL-ORF102
OG0002427	rna2540	SAKL-ORF110
OG0002428	rna2541	SAKL-ORF113
OG0002429	rna985	SAKL-ORF9263
OG0002430	rna286	SAKL-ORF9258
OG0002431	rna989	Mod_transcript_32
OG0002432	rna990	SAKL-ORF9244
OG0002433	rna282	SAKL-ORF9243
OG0002434	rna980	SAKL-ORF9234
OG0002435	rna279	SAKL-ORF9230
OG0002436	rna278	SAKL-ORF9228
OG0002437	rna275	SAKL-ORF9220
OG0002438	rna994	SAKL-ORF9281
OG0002439	rna291	SAKL-ORF9283
OG0002440	rna3912	SAKL-ORF935
OG0002441	rna3913	SAKL-ORF948
OG0002442	rna3914	SAKL-ORF955
OG0002443	rna3916	SAKL-ORF961
OG0002444	rna3918	SAKL-ORF967
OG0002445	rna1062	SAKL-ORF971
OG0002446	rna1063	SAKL-ORF973
OG0002447	rna1068	SAKL-ORF986
OG0002448	rna3925	SAKL-ORF1010
OG0002449	rna3928	SAKL-ORF1020
OG0002450	rna1074	SAKL-ORF1026
OG0002451	rna1076	SAKL-ORF1035
OG0002453	rna3931	SAKL-ORF1044
OG0002454	rna3933	SAKL-ORF1047
OG0002455	rna3935	SAKL-ORF1063
OG0002456	rna4129	SAKL-ORF14854
OG0002457	rna5589	SAKL-ORF14849
OG0002458	rna5588	SAKL-ORF14845
OG0002459	rna4128	SAKL-ORF14843
OG0002460	rna5579	SAKL-ORF14829
OG0002461	rna5580	SAKL-ORF14830
OG0002462	rna5581	SAKL-ORF14832
OG0002463	rna5582	SAKL-ORF14823
OG0002465	rna5584	SAKL-ORF7832
OG0002466	rna1732	SAKL-ORF674
OG0002467	rna4091	SAKL-ORF1351
OG0002468	rna1149	SAKL-ORF1348
OG0002469	rna4956	SAKL-ORF6584
OG0002470	rna4957	SAKL-ORF6585
OG0002471	rna4962	SAKL-ORF6603
OG0002472	rna366	SAKL-ORF10095
OG0002473	rna5322	SAKL-ORF10109
OG0002474	rna374	SAKL-ORF10114
OG0002475	rna373	SAKL-ORF10117
OG0002476	rna3149	SAKL-ORF9099
OG0002477	rna3687	SAKL-ORF9101
OG0002478	rna3688	SAKL-ORF9106
OG0002479	rna3690	SAKL-ORF9115
OG0002480	rna3693	SAKL-ORF9122
OG0002481	rna1289	SAKL-ORF3881
OG0002482	rna2673	SAKL-ORF3876
OG0002483	rna1287	SAKL-ORF3869
OG0002484	rna2672	SAKL-ORF3864
OG0002485	rna2671	SAKL-ORF3852
OG0002486	rna1286	SAKL-ORF3851
OG0002487	rna3494	SAKL-ORF3582
OG0002488	rna2629	SAKL-ORF3583
OG0002489	rna3280	SAKL-ORF3225
OG0002490	rna2421	SAKL-ORF3224
OG0002491	rna2423	SAKL-ORF3219
OG0002492	rna2680	SAKL-ORF3930
OG0002493	rna2167	SAKL-ORF586
OG0002494	rna2168	SAKL-ORF584
OG0002495	rna2032	SAKL-ORF239
OG0002496	rna2031	SAKL-ORF234
OG0002497	rna5339	SAKL-ORF10521
OG0002498	rna901	SAKL-ORF10517
OG0002499	rna2410	SAKL-ORF3277
OG0002500	rna3251	SAKL-ORF3275
OG0002501	rna3252	SAKL-ORF3272
OG0002502	rna2412	SAKL-ORF3270
OG0002503	rna4030	SAKL-ORF8767
OG0002504	rna4031	SAKL-ORF8765
OG0002505	rna5399	SAKL-ORF8777
OG0002506	rna4107	SAKL-ORF8778
OG0002507	rna4108	SAKL-ORF8781
OG0002508	rna2046	SAKL-ORF4678
OG0002509	rna4110	SAKL-ORF8786
OG0002510	rna1887	SAKL-ORF8816
OG0002511	rna5753	SAKL-ORF13422
OG0002512	rna34	SAKL-ORF13419
OG0002513	rna33	SAKL-ORF13415
OG0002514	rna5758	SAKL-ORF13407
OG0002515	rna5760	SAKL-ORF13399
OG0002516	rna30	SAKL-ORF13396
OG0002517	rna5763	SAKL-ORF13383
OG0002518	rna5045	SAKL-ORF6866
OG0002519	rna5043	SAKL-ORF6859
OG0002520	rna5527	SAKL-ORF6855
OG0002521	rna5040	SAKL-ORF6845
OG0002522	rna5530	SAKL-ORF6839
OG0002523	rna2696	SAKL-ORF6838
OG0002524	rna5039	SAKL-ORF6836
OG0002525	rna5036	SAKL-ORF6827
OG0002526	rna5035	SAKL-ORF6824
OG0002527	rna2701	SAKL-ORF6812
OG0002528	rna2702	SAKL-ORF6811
OG0002529	rna5031	SAKL-ORF6805
OG0002530	rna5028	SAKL-ORF6798
OG0002531	rna5027	SAKL-ORF6794
OG0002532	rna5023	SAKL-ORF6789
OG0002533	rna5022	SAKL-ORF6788
OG0002534	rna244	SAKL-ORF10407
OG0002535	rna246	SAKL-ORF10440
OG0002536	rna910	Mod_transcript_26
OG0002537	rna909	SAKL-ORF10461
OG0002538	rna908	SAKL-ORF10465
OG0002539	rna5344	SAKL-ORF10469
OG0002540	rna907	SAKL-ORF10480
OG0002541	rna4731	SAKL-ORF13972
OG0002542	rna5717	SAKL-ORF13984
OG0002543	rna4729	SAKL-ORF13988
OG0002544	rna4727	SAKL-ORF13993
OG0002545	rna5715	SAKL-ORF13994
OG0002546	rna4726	SAKL-ORF13996
OG0002547	rna1841	SAKL-ORF14345
OG0002548	rna1842	SAKL-ORF14343
OG0002549	rna3881	SAKL-ORF14316
OG0002550	rna4479	SAKL-ORF8278
OG0002551	rna3612	SAKL-ORF8280
OG0002552	rna2547	SAKL-ORF8288
OG0002553	rna3613	SAKL-ORF8289
OG0002554	rna2551	SAKL-ORF14682
OG0002555	rna2553	SAKL-ORF14687
OG0002556	rna3618	SAKL-ORF14698
OG0002557	rna3619	SAKL-ORF14699
OG0002558	rna2556	SAKL-ORF14708
OG0002559	rna3621	SAKL-ORF14711
OG0002560	rna4555	SAKL-ORF14715
OG0002561	rna4554	SAKL-ORF14717
OG0002562	rna2574	SAKL-ORF2712
OG0002563	rna3563	SAKL-ORF2714
OG0002564	rna3564	SAKL-ORF2719
OG0002565	rna3565	SAKL-ORF2724
OG0002566	rna3566	SAKL-ORF2725
OG0002567	rna3570	SAKL-ORF2740
OG0002568	rna4544	SAKL-ORF2743
OG0002569	rna4541	SAKL-ORF2760
OG0002570	rna4540	SAKL-ORF13269
OG0002571	rna4539	Mod_transcript_12
OG0002572	rna4538	SAKL-ORF13271
OG0002573	rna3574	SAKL-ORF13276
OG0002574	rna3575	SAKL-ORF13286
OG0002575	rna3576	SAKL-ORF13289
OG0002576	rna4527	SAKL-ORF13299
OG0002577	rna4515	SAKL-ORF13337
OG0002578	rna4514	SAKL-ORF13343
OG0002579	rna4512	SAKL-ORF13353
OG0002580	rna4511	SAKL-ORF13355
OG0002581	rna5309	SAKL-ORF10262
OG0002582	rna1811	SAKL-ORF9570
OG0002583	rna6082	SAKL-ORF14236
OG0002584	rna6077	SAKL-ORF14243
OG0002585	rna6078	SAKL-ORF14244
OG0002586	rna6079	SAKL-ORF14247
OG0002587	rna6080	SAKL-ORF14249
OG0002588	rna675	SAKL-ORF15668
OG0002589	rna2946	SAKL-ORF5558
OG0002590	rna1638	SAKL-ORF5569
OG0002591	rna2949	SAKL-ORF5571
OG0002592	rna2960	SAKL-ORF5644
OG0002593	rna2713	SAKL-ORF6730
OG0002594	rna6030	SAKL-ORF1611
OG0002595	rna2041	SAKL-ORF14181
OG0002596	rna1472	SAKL-ORF12929
OG0002597	rna3300	SAKL-ORF8464, SAKL-ORF8461
OG0002598	rna4271	SAKL-ORF3044
OG0002599	rna4801	SAKL-ORF2555
OG0002600	rna3952	SAKL-ORF1122
OG0002605	rna2833	SAKL-ORF6395
OG0002606	rna2835	SAKL-ORF6400
OG0002607	rna3754	SAKL-ORF6404
OG0002608	rna3753	SAKL-ORF6410
OG0002610	rna2842	SAKL-ORF6430
OG0002611	rna1930	SAKL-ORF6262
OG0002612	rna1926	SAKL-ORF6245
OG0002613	rna1976	SAKL-ORF6240
OG0002614	rna1979	SAKL-ORF6226
OG0002615	rna1623	SAKL-ORF6219
OG0002616	rna1619	SAKL-ORF6212
OG0002617	rna1983	SAKL-ORF6207
OG0002618	rna1615	SAKL-ORF6198
OG0002619	rna1989	SAKL-ORF6179
OG0002620	rna4460	SAKL-ORF4207
OG0002621	rna1519	SAKL-ORF4235
OG0002623	rna4423	SAKL-ORF4253
OG0002624	rna4424	SAKL-ORF4254
OG0002625	rna5573	SAKL-ORF4265
OG0002626	rna5574	SAKL-ORF4267
OG0002627	rna5576	SAKL-ORF4269
OG0002628	rna4210	SAKL-ORF14085
OG0002629	rna2262	SAKL-ORF14048
OG0002630	rna3662	SAKL-ORF14795
OG0002631	rna3663	SAKL-ORF14794
OG0002632	rna3664	SAKL-ORF14793
OG0002633	rna1879	SAKL-ORF14192
OG0002634	rna17	SAKL-ORF8141
OG0002636	rna21	SAKL-ORF8158
OG0002637	rna5774	SAKL-ORF8167
OG0002638	rna5771	SAKL-ORF8176
OG0002639	rna47	SAKL-ORF13486
OG0002641	rna2188	SAKL-ORF488
OG0002642	rna207	SAKL-ORF473
OG0002643	rna208	SAKL-ORF465
OG0002644	rna2475	SAKL-ORF2396
OG0002645	rna2752	SAKL-ORF2389
OG0002646	rna2474	SAKL-ORF2376
OG0002647	rna2471	SAKL-ORF2367
OG0002648	rna2464	SAKL-ORF2348
OG0002649	rna3123	SAKL-ORF11161
OG0002650	rna3112	SAKL-ORF11307
OG0002651	rna3111	SAKL-ORF11316
OG0002652	rna3110	SAKL-ORF11322
OG0002653	rna3109	SAKL-ORF11333
OG0002654	rna3106	SAKL-ORF11364
OG0002655	rna3075	SAKL-ORF11715
OG0002656	rna3080	SAKL-ORF11678
OG0002657	rna3082	SAKL-ORF11658
OG0002658	rna3084	SAKL-ORF11640
OG0002659	rna3478	TCONS_novel_00000206_1-frame_3
OG0002660	rna3480	SAKL-ORF11579
OG0002661	rna3483	SAKL-ORF11547
OG0002662	rna2674	SAKL-ORF3891
OG0002663	rna1202	Mod_transcript_69
OG0002664	rna5443	SAKL-ORF3979
OG0002665	rna1428	SAKL-ORF3982
OG0002666	rna5442	SAKL-ORF3983
OG0002668	rna5288	SAKL-ORF9722
OG0002669	rna4860	SAKL-ORF9738
OG0002670	rna4861	SAKL-ORF9741
OG0002671	rna4862	SAKL-ORF9743
OG0002672	rna5294	SAKL-ORF9747
OG0002673	rna5295	SAKL-ORF9748
OG0002674	rna5496	SAKL-ORF6465
OG0002675	rna5495	SAKL-ORF6466
OG0002677	rna4418	SAKL-ORF8374
OG0002678	rna3317	SAKL-ORF8373
OG0002679	rna3318	SAKL-ORF8365
OG0002680	rna4416	SAKL-ORF8360
OG0002681	rna4414	SAKL-ORF8356
OG0002682	rna4413	TCONS_novel_00000334_1-frame_2
OG0002683	rna4412	SAKL-ORF8351
OG0002684	rna1900	SAKL-ORF8626
OG0002685	rna2590	SAKL-ORF8621
OG0002686	rna2592	SAKL-ORF8618
OG0002687	rna2593	SAKL-ORF8614
OG0002688	rna591	SAKL-ORF8688
OG0002689	rna74	SAKL-ORF433
OG0002690	rna2201	SAKL-ORF434
OG0002691	rna2200	SAKL-ORF435
OG0002692	rna2764	SAKL-ORF2415
OG0002693	rna2768	SAKL-ORF2420
OG0002694	rna2770	SAKL-ORF2429
OG0002696	rna2489	SAKL-ORF2460
OG0002697	rna2493	SAKL-ORF2474
OG0002698	rna2496	SAKL-ORF2490
OG0002699	rna4796	SAKL-ORF2495
OG0002700	rna4809	SAKL-ORF2506
OG0002701	rna264	Mod_transcript_33
OG0002702	rna961	SAKL-ORF9170
OG0002705	rna613	SAKL-ORF8524
OG0002706	rna1559	SAKL-ORF8497
OG0002707	rna1557	SAKL-ORF8493
OG0002708	rna5001	SAKL-ORF6750
OG0002709	rna2709	SAKL-ORF6762
OG0002710	rna1611	SAKL-ORF6163
OG0002712	rna1613	SAKL-ORF6169
OG0002713	rna1614	SAKL-ORF6171
OG0002714	rna4454	SAKL-ORF4168
OG0002715	rna1389	SAKL-ORF4146
OG0002716	rna4448	SAKL-ORF4144
OG0002717	rna4446	SAKL-ORF4136
OG0002718	rna1391	SAKL-ORF4135
OG0002719	rna1392	SAKL-ORF4127
OG0002720	rna4442	SAKL-ORF4122
OG0002721	rna1394	SAKL-ORF4121
OG0002722	rna1395	SAKL-ORF4118
OG0002723	rna1397	SAKL-ORF4113
OG0002725	rna4436	Mod_transcript_67
OG0002726	rna4434	SAKL-ORF4077
OG0002728	rna2066	SAKL-ORF15358
OG0002729	rna2139	SAKL-ORF15325
OG0002730	rna2137	SAKL-ORF15316
OG0002731	rna3466	SAKL-ORF3010
OG0002732	rna3468	SAKL-ORF3019
OG0002733	rna3469	SAKL-ORF3022
OG0002734	rna3472	SAKL-ORF3026
OG0002735	rna4266	SAKL-ORF3056
OG0002736	rna869	SAKL-ORF3059
OG0002737	rna4261	SAKL-ORF3070
OG0002738	rna1572	SAKL-ORF5874
OG0002739	rna4254	SAKL-ORF2321
OG0002742	rna3402	SAKL-ORF2783
OG0002743	rna2784	SAKL-ORF2787
OG0002744	rna3401	SAKL-ORF2789
OG0002745	rna2783	SAKL-ORF2792
OG0002746	rna2779	SAKL-ORF2802
OG0002747	rna2778	SAKL-ORF2803
OG0002748	rna4380	SAKL-ORF2828
OG0002750	rna4383	SAKL-ORF2837
OG0002751	rna4387	SAKL-ORF2853
OG0002752	rna4388	SAKL-ORF2854
OG0002753	rna4394	SAKL-ORF2887
OG0002754	rna4304	SAKL-ORF2889
OG0002755	rna4398	SAKL-ORF2903
OG0002756	rna4301	SAKL-ORF2906
OG0002757	rna4400	SAKL-ORF2909
OG0002758	rna4292	SAKL-ORF2942
OG0002760	rna2241	SAKL-ORF14107
OG0002761	rna2237	SAKL-ORF14128
OG0002762	rna4195	SAKL-ORF14142
OG0002763	rna2228	SAKL-ORF14150
OG0002764	rna6101	SAKL-ORF14164
OG0002765	rna3558	SAKL-ORF7788
OG0002767	rna3324	SAKL-ORF8343
OG0002768	rna1905	SAKL-ORF8586
OG0002769	rna262	SAKL-ORF9167
OG0002770	rna259	SAKL-ORF9160
OG0002771	rna3100	SAKL-ORF11429
OG0002772	rna3101	SAKL-ORF11414
OG0002773	rna3722	SAKL-ORF11384
OG0002774	rna3068	SAKL-ORF11771
OG0002776	rna4227	SAKL-ORF2222
OG0002777	rna2274	SAKL-ORF2208
OG0002778	rna4224	SAKL-ORF2206
OG0002779	rna2272	SAKL-ORF2204
OG0002780	rna4223	SAKL-ORF2202
OG0002781	rna4222	SAKL-ORF2191
OG0002782	rna5707	SAKL-ORF2184
OG0002783	rna6145	SAKL-ORF13768
OG0002784	rna4751	SAKL-ORF9340
OG0002785	rna4747	SAKL-ORF9331
OG0002786	rna346	SAKL-ORF13672
OG0002787	rna344	SAKL-ORF13676
OG0002788	rna342	SAKL-ORF13681
OG0002789	rna6162	SAKL-ORF13702
OG0002790	rna6159	SAKL-ORF13709
OG0002791	rna6156	SAKL-ORF13729
OG0002792	rna6154	SAKL-ORF13734
OG0002793	rna331	SAKL-ORF13739
OG0002794	rna379	SAKL-ORF1574
OG0002795	rna6038	SAKL-ORF1566
OG0002796	rna376	SAKL-ORF1559
OG0002797	rna1433	SAKL-ORF1554
OG0002798	rna5841	SAKL-ORF15506
OG0002799	rna5915	SAKL-ORF15186
OG0002800	rna202	SAKL-ORF513
OG0002801	rna6267	SAKL-ORF4799
OG0002802	rna4316	SAKL-ORF4796
OG0002803	rna6228	Mod_transcript_48
OG0002804	rna2334	SAKL-ORF6025
OG0002805	rna2330	SAKL-ORF6009
OG0002806	rna6220	SAKL-ORF6004
OG0002807	rna6219	Sakl0F.mRNA.cn.427.m
OG0002808	rna2327	SAKL-ORF5996
OG0002809	rna1594	SAKL-ORF5960
OG0002810	rna1592	SAKL-ORF5956
OG0002811	rna3002	SAKL-ORF5951
OG0002812	rna3010	SAKL-ORF5945
OG0002813	rna3012	SAKL-ORF5938
OG0002814	rna321	SAKL-ORF13792
OG0002816	rna316	SAKL-ORF13799
OG0002818	rna6138	SAKL-ORF13816
OG0002819	rna173	SAKL-ORF13819
OG0002820	rna174	SAKL-ORF13822
OG0002821	rna175	SAKL-ORF13824
OG0002822	rna177	SAKL-ORF13832
OG0002823	rna4595	SAKL-ORF7619
OG0002824	rna4592	SAKL-ORF7623
OG0002825	rna3521	SAKL-ORF7624
OG0002826	rna4591	SAKL-ORF7625
OG0002827	rna4588	SAKL-ORF7640
OG0002829	rna3528	SAKL-ORF7651
OG0002830	rna3529	SAKL-ORF7652
OG0002831	rna4581	SAKL-ORF7662
OG0002832	rna2322	SAKL-ORF13921
OG0002833	rna4723	SAKL-ORF14015
OG0002834	rna2266	SAKL-ORF14028
OG0002836	rna3330	SAKL-ORF8317
OG0002837	rna3334	SAKL-ORF8307
OG0002838	rna3451	SAKL-ORF8305
OG0002839	rna3450	SAKL-ORF8302
OG0002840	rna3449	SAKL-ORF8295
OG0002841	rna3447	SAKL-ORF14665
OG0002842	rna2458	SAKL-ORF3093
OG0002844	rna534	SAKL-ORF13082
OG0002845	rna542	SAKL-ORF13012
OG0002846	rna1482	SAKL-ORF12954
OG0002847	rna1469	SAKL-ORF12909
OG0002848	rna553	SAKL-ORF12890
OG0002849	rna1466	SAKL-ORF12882
OG0002850	rna557	SAKL-ORF12870
OG0002851	rna562	SAKL-ORF12823
OG0002852	rna563	SAKL-ORF12817
OG0002853	rna565	SAKL-ORF12809
OG0002854	rna566	SAKL-ORF12803
OG0002855	rna567	SAKL-ORF12792
OG0002856	rna1459	SAKL-ORF12742
OG0002857	rna1457	SAKL-ORF12739
OG0002858	rna1452	SAKL-ORF12696
OG0002859	rna4040	SAKL-ORF12682
OG0002860	rna4045	SAKL-ORF12577
OG0002861	rna4047	SAKL-ORF12546
OG0002862	rna1598	SAKL-ORF12530
OG0002863	rna646	SAKL-ORF12505
OG0002864	rna645	SAKL-ORF12496
OG0002865	rna1505	SAKL-ORF12440
OG0002866	rna4893	SAKL-ORF12383
OG0002867	rna4900	Mod_transcript_14
OG0002868	rna4902	SAKL-ORF12251
OG0002869	rna1001	SAKL-ORF12227
OG0002870	rna4905	SAKL-ORF12191
OG0002871	rna4906	SAKL-ORF12187
OG0002872	rna4911	SAKL-ORF12141
OG0002873	rna3364	SAKL-ORF12121
OG0002874	rna4917	Mod_transcript_15
OG0002875	rna3060	SAKL-ORF11924
OG0002876	rna1435	SAKL-ORF10209
OG0002877	rna5314	SAKL-ORF10200
OG0002878	rna913	SAKL-ORF10885
OG0002879	rna5351	SAKL-ORF10825
OG0002880	rna3026	SAKL-ORF10719
OG0002881	rna922	SAKL-ORF10711
OG0002882	rna926	SAKL-ORF10675
OG0002883	rna359	SAKL-ORF10656
OG0002884	rna5334	SAKL-ORF10649
OG0002885	rna2284	SAKL-ORF10623
OG0002886	rna4139	SAKL-ORF14896
OG0002887	rna4143	SAKL-ORF14904
OG0002888	rna4145	SAKL-ORF14910
OG0002889	rna4149	SAKL-ORF14916
OG0002890	rna5604	SAKL-ORF14939
OG0002891	rna4156	SAKL-ORF14953
OG0002892	rna434	SAKL-ORF14968
OG0002894	rna2144	SAKL-ORF14987
OG0002895	rna2142	SAKL-ORF14996
OG0002896	rna5413	SAKL-ORF7887
OG0002897	rna4339	SAKL-ORF9450
OG0002898	rna5562	SAKL-ORF4311
OG0002900	rna1356	SAKL-ORF4291
OG0002901	rna1358	SAKL-ORF4285
OG0002902	rna1359	SAKL-ORF4283
OG0002903	rna4714	SAKL-ORF2143
OG0002904	rna5694	SAKL-ORF2137
OG0002905	rna4710	SAKL-ORF2136
OG0002906	rna4708	SAKL-ORF2131
OG0002907	rna4707	SAKL-ORF2127
OG0002908	rna4704	SAKL-ORF2120
OG0002909	rna5690	SAKL-ORF2114
OG0002910	rna4703	SAKL-ORF2113
OG0002911	rna4702	SAKL-ORF2110
OG0002912	rna4701	SAKL-ORF2105
OG0002913	rna5682	SAKL-ORF2090
OG0002914	rna5679	SAKL-ORF2085
OG0002915	rna1673	SAKL-ORF5457
OG0002916	rna1672	SAKL-ORF5459
OG0002917	rna2921	SAKL-ORF5469
OG0002918	rna1669	SAKL-ORF5472
OG0002919	rna2922	SAKL-ORF5475
OG0002920	rna1661	SAKL-ORF5493
OG0002921	rna2925	SAKL-ORF5495
OG0002924	rna2935	SAKL-ORF5522
OG0002925	rna2936	SAKL-ORF5525
OG0002926	rna1646	Mod_transcript_52
OG0002927	rna5190	SAKL-ORF15650
OG0002928	rna668	SAKL-ORF15642
OG0002929	rna667	SAKL-ORF15638
OG0002930	rna658	SAKL-ORF15610
OG0002931	rna5181	SAKL-ORF15600
OG0002932	rna1677	SAKL-ORF5448
OG0002933	rna5678	SAKL-ORF2084
OG0002934	rna5677	SAKL-ORF2083
OG0002935	rna5672	SAKL-ORF2074
OG0002936	rna5919	SAKL-ORF2073
OG0002937	rna5918	SAKL-ORF2071
OG0002939	rna5669	SAKL-ORF2064
OG0002940	rna5924	SAKL-ORF2059
OG0002941	rna5666	SAKL-ORF2058
OG0002942	rna5926	SAKL-ORF2055
OG0002943	rna5927	SAKL-ORF2053
OG0002944	rna5928	SAKL-ORF2045
OG0002945	rna5930	SAKL-ORF2041
OG0002946	rna5931	SAKL-ORF2040
OG0002947	rna1251	SAKL-ORF3682
OG0002948	rna1249	SAKL-ORF3676
OG0002949	rna2610	SAKL-ORF3670
OG0002950	rna1243	SAKL-ORF3657
OG0002951	rna2611	SAKL-ORF3656
OG0002952	rna1242	SAKL-ORF3653
OG0002953	rna1241	SAKL-ORF3651
OG0002954	rna2612	SAKL-ORF3650
OG0002955	rna1234	SAKL-ORF3615
OG0002956	rna2626	SAKL-ORF3589
OG0002957	rna2622	SAKL-ORF3599
OG0002958	rna1227	SAKL-ORF3600
OG0002959	rna2849	SAKL-ORF6985
OG0002960	rna2848	SAKL-ORF6976
OG0002961	rna5068	SAKL-ORF6973
OG0002962	rna2375	SAKL-ORF311
OG0002963	rna203	SAKL-ORF498
OG0002964	rna1769	SAKL-ORF840
OG0002965	rna1024	SAKL-ORF797
OG0002967	rna1027	SAKL-ORF805
OG0002968	rna1028	SAKL-ORF810
OG0002969	rna1030	SAKL-ORF813
OG0002970	rna2367	SAKL-ORF588
OG0002971	rna5299	SAKL-ORF10395
OG0002972	rna4876	SAKL-ORF10394
OG0002973	rna4879	SAKL-ORF10384
OG0002974	rna5302	SAKL-ORF10288
OG0002975	rna1447	SAKL-ORF10294
OG0002976	rna1443	SAKL-ORF10331
OG0002977	rna5308	SAKL-ORF10365
OG0002978	rna4506	SAKL-ORF13366
OG0002979	rna4854	SAKL-ORF9700
OG0002980	rna5769	SAKL-ORF8183
OG0002982	rna5766	SAKL-ORF13376
OG0002983	rna5522	SAKL-ORF6877
OG0002984	rna5521	SAKL-ORF6883
OG0002985	rna5050	SAKL-ORF6892
OG0002986	rna5051	SAKL-ORF6893
OG0002987	rna5519	SAKL-ORF6894
OG0002988	rna5052	SAKL-ORF6896
OG0002989	rna5055	SAKL-ORF6903
OG0002990	rna5514	SAKL-ORF6917
OG0002991	rna5510	SAKL-ORF6926
OG0002992	rna5504	SAKL-ORF6945
OG0002993	rna5062	SAKL-ORF6947
OG0002994	rna5063	SAKL-ORF6950
OG0002995	rna5066	SAKL-ORF6963
OG0002996	rna2499	SAKL-ORF2554
OG0002997	rna2500	SAKL-ORF2553
OG0002998	rna2502	SAKL-ORF2538
OG0002999	rna2503	SAKL-ORF2524
OG0003000	rna3536	SAKL-ORF7677
OG0003001	rna4579	SAKL-ORF7673
OG0003002	rna4744	SAKL-ORF13910
OG0003003	rna301	SAKL-ORF13894
OG0003004	rna1258	SAKL-ORF3706
OG0003005	rna2640	SAKL-ORF3697
OG0003006	rna1255	SAKL-ORF3693
OG0003007	rna4429	SAKL-ORF4059
OG0003008	rna1175	SAKL-ORF1426
OG0003009	rna1176	SAKL-ORF1429
OG0003010	rna748	SAKL-ORF1431
OG0003011	rna1178	SAKL-ORF1436
OG0003012	rna1180	SAKL-ORF1443
OG0003013	rna1184	SAKL-ORF1459
OG0003014	rna1185	SAKL-ORF1460
OG0003015	rna1188	SAKL-ORF1467
OG0003016	rna2127	SAKL-ORF15284
OG0003017	rna2288	SAKL-ORF13605
OG0003018	rna2287	SAKL-ORF13614
OG0003019	rna354	SAKL-ORF13639
OG0003020	rna4664	SAKL-ORF15397
OG0003021	rna3073	SAKL-ORF11743
OG0003022	rna791	SAKL-ORF5300
OG0003023	rna790	SAKL-ORF5301
OG0003024	rna1272	SAKL-ORF3771
OG0003026	rna4334	SAKL-ORF9484
OG0003027	rna2023	SAKL-ORF164
OG0003028	rna2025	SAKL-ORF175
OG0003029	rna2034	SAKL-ORF642
OG0003030	rna6111	SAKL-ORF639
OG0003031	rna3796	SAKL-ORF78
OG0003032	rna1038	Mod_transcript_84
OG0003033	rna1773	SAKL-ORF867
OG0003034	rna1776	SAKL-ORF876
OG0003035	rna2219	SAKL-ORF351
OG0003036	rna2218	SAKL-ORF356
OG0003037	rna2217	SAKL-ORF361
OG0003038	rna4176	SAKL-ORF395
OG0003039	rna5208	SAKL-ORF15754
OG0003040	rna5211	SAKL-ORF15746
OG0003042	rna3437	SAKL-ORF8059
OG0003043	rna3054	SAKL-ORF12020
OG0003044	rna5824	SAKL-ORF7974
OG0003045	rna5822	SAKL-ORF7971
OG0003046	rna1514	SAKL-ORF7966
OG0003047	rna5828	SAKL-ORF7945
OG0003048	rna5419	SAKL-ORF7927
OG0003049	rna1508	SAKL-ORF7926
OG0003052	rna4778	SAKL-ORF9432
OG0003053	rna4776	SAKL-ORF9427
OG0003054	rna4341	SAKL-ORF9423
OG0003055	rna4343	SAKL-ORF9413
OG0003056	rna4344	SAKL-ORF9402
OG0003057	rna4350	SAKL-ORF9382
OG0003058	rna4351	SAKL-ORF9379
OG0003059	rna4764	SAKL-ORF9371
OG0003060	rna3676	SAKL-ORF9011
OG0003061	rna3670	SAKL-ORF8992
OG0003062	rna4284	SAKL-ORF2974
OG0003063	rna3460	SAKL-ORF2979
OG0003064	rna4283	SAKL-ORF2984
OG0003065	rna4282	SAKL-ORF2986
OG0003066	rna5890	SAKL-ORF15298
OG0003067	rna2131	SAKL-ORF15291
OG0003068	rna241	SAKL-ORF9783
OG0003069	rna5336	SAKL-ORF10568
OG0003070	rna3586	SAKL-ORF13327
OG0003071	rna2282	SAKL-ORF10614
OG0003072	rna3809	SAKL-ORF254
OG0003073	rna2535	SAKL-ORF62
OG0003075	rna2223	SAKL-ORF601
OG0003076	rna4186	SAKL-ORF599
OG0003077	rna606	SAKL-ORF8646
OG0003078	rna1893	SAKL-ORF8644
OG0003079	rna1894	SAKL-ORF8643
OG0003080	rna5157	SAKL-ORF8704
OG0003081	rna579	SAKL-ORF8707
OG0003082	rna2021	SAKL-ORF158
OG0003083	rna3892	SAKL-ORF14414
OG0003085	rna1826	SAKL-ORF14431
OG0003086	rna3896	SAKL-ORF14434
OG0003087	rna3897	SAKL-ORF14436
OG0003088	rna3902	SAKL-ORF14448
OG0003089	rna3905	SAKL-ORF14462
OG0003090	rna3907	SAKL-ORF14465
OG0003091	rna1817	SAKL-ORF14471
OG0003092	rna5938	SAKL-ORF2008
OG0003093	rna5934	SAKL-ORF2020
OG0003094	rna5933	SAKL-ORF2022
OG0003095	rna3187	SAKL-ORF8955
OG0003096	rna509	SAKL-ORF8953
OG0003097	rna5969	SAKL-ORF1865
OG0003098	rna5632	SAKL-ORF1897
OG0003099	rna5635	SAKL-ORF1906
OG0003100	rna5636	SAKL-ORF1910
