Orthogroup	s_cerevisiae_proteins	n_castellii_proteins
OG0003269	rna2353	rna3732
OG0003270	rna2352	rna3733
OG0003271	rna6243	rna4462
OG0003272	rna2348	rna3737
OG0003273	rna6239	rna4458
OG0003274	rna2347	rna3738
OG0003275	rna1088	rna2864
OG0003276	rna1087	rna1952
OG0003277	rna2954	rna1396
OG0003278	rna2952	rna1398
OG0003279	rna2950	rna1401
OG0003280	rna6237	rna4455
OG0003281	rna2343	rna3742
OG0003282	rna2342	rna3743
OG0003283	rna2341	rna3744
OG0003284	rna6274	rna1583
OG0003285	rna6277	rna1587
OG0003286	rna4250	rna5782
OG0003287	rna4245	rna5776
OG0003288	rna4244	rna5775
OG0003289	rna4243	rna5774
OG0003290	rna884	rna244
OG0003291	rna6136	rna1549
OG0003292	rna3371	rna4992
OG0003293	rna169	rna1553
OG0003294	rna165	rna1556
OG0003295	rna164	rna1557
OG0003296	rna3377	rna4987
OG0003297	rna3360, rna6134	rna1547, rna5001
OG0003298	rna3353	rna5007
OG0003299	rna3351	rna5009
OG0003300	rna6126	rna1538
OG0003301	rna3347	rna3972
OG0003302	rna3346	rna3971
OG0003303	rna106	rna3970
OG0003304	rna110	rna3966
OG0003305	rna6117	rna1531
OG0003306	rna6115	rna1529
OG0003307	rna1712	rna1522
OG0003308	rna1709	rna1519
OG0003309	rna5270	rna2982
OG0003310	rna4849	rna1047
OG0003311	rna4847	rna1049
OG0003312	rna5274	rna2989
OG0003313	rna5280	rna2994
OG0003314	rna3592	rna5249
OG0003315	rna4495	rna371
OG0003316	rna4494	rna1328
OG0003317	rna2853	rna2266
OG0003318	rna5076	rna4795
OG0003319	rna2852	rna2267
OG0003320	rna5075	rna4794
OG0003321	rna2851	rna2268
OG0003322	rna5074	rna4793
OG0003323	rna3633	rna5306
OG0003324	rna2906	rna2226
OG0003325	rna5144	rna2218
OG0003326	rna826	rna942
OG0003327	rna5145	rna4882
OG0003328	rna2052	rna3221
OG0003329	rna2054	rna3223
OG0003330	rna833	rna2211
OG0003331	rna834	rna2212
OG0003332	rna2058	rna3228
OG0003333	rna836	rna2213
OG0003334	rna5439	rna831
OG0003336	rna5441	rna4595
OG0003337	rna3834	rna139
OG0003338	rna3833	rna3449
OG0003339	rna3830	rna137
OG0003340	rna3831	rna3447
OG0003341	rna3276	rna3335
OG0003343	rna1751	rna389
OG0003344	rna1749	rna391
OG0003345	rna1018	rna2020
OG0003346	rna1017	rna2021
OG0003347	rna1012	rna2028
OG0003348	rna193	rna2162
OG0003349	rna200	rna3097
OG0003350	rna2175	rna3098
OG0003351	rna2172	rna174
OG0003352	rna4355	rna1698
OG0003353	rna4761	rna2573
OG0003354	rna4760	rna2575
OG0003355	rna4357	rna1696
OG0003356	rna4757	rna2578
OG0003357	rna325	rna5433
OG0003358	rna323	rna5435
OG0003359	rna6143	rna1148
OG0003360	rna2539	rna3131
OG0003361	rna3498	rna4337
OG0003362	rna3499	rna4336
OG0003363	rna3223	rna121
OG0003364	rna3221	rna120
OG0003365	rna1861	rna2936
OG0003366	rna3516	rna428
OG0003367	rna180	rna1134
OG0003368	rna302	rna5453
OG0003369	rna1263	rna4381
OG0003370	rna4867	rna1025
OG0003371	rna900	rna5535
OG0003372	rna5338	rna2883
OG0003373	rna1718	rna2052
OG0003374	rna3510	rna4325
OG0003375	rna3665	rna497
OG0003376	rna1876	rna2073
OG0003377	rna1871	rna2075
OG0003378	rna6089	rna2076
OG0003379	rna839	rna2202
OG0003380	rna2059	rna3229
OG0003381	rna3699	rna2405
OG0003382	rna3139	rna1003
OG0003383	rna3702	rna2408
OG0003384	rna3136	rna1005
OG0003385	rna3126	rna1014
OG0003386	rna3125	rna1015
OG0003387	rna2463	rna744
OG0003388	rna2744	rna3298
OG0003389	rna2461	rna4138
OG0003390	rna2735	rna3304
OG0003391	rna2734	rna3305
OG0003392	rna2448	rna4153
OG0003393	rna2733	rna3306
OG0003394	rna3877	rna3315
OG0003395	rna2430	rna751
OG0003396	rna3287	rna3321
OG0003397	rna3286	rna3322
OG0003398	rna3283	rna3325
OG0003399	rna2682	rna5139
OG0003400	rna1216	rna3071
OG0003401	rna5452	rna4581
OG0003402	rna1213	rna3067
OG0003403	rna5446	rna4585
OG0003404	rna5445	rna822
OG0003405	rna1203	rna823
OG0003406	rna1281	rna4396
OG0003407	rna2664	rna5124
OG0003408	rna1282	rna4397
OG0003409	rna2666	rna5126
OG0003410	rna2667	rna4400
OG0003411	rna3024	rna3049
OG0003412	rna3640	rna5296
OG0003413	rna3023	rna3051
OG0003414	rna3644	rna5291
OG0003415	rna4550	rna4178
OG0003416	rna4549	rna488, rna4179
OG0003418	rna5911	rna5051
OG0003419	rna2112	rna3526
OG0003420	rna5906	rna5047
OG0003422	rna5898	rna5036
OG0003423	rna2125	rna3537
OG0003424	rna779	rna1483
OG0003425	rna4054	rna3953
OG0003427	rna776	rna1485
OG0003428	rna4050	rna3949
OG0003429	rna1687	rna1497
OG0003430	rna1688	rna1498
OG0003431	rna1690	rna1500
OG0003432	rna148	rna3932
OG0003433	rna147	rna3931
OG0003434	rna143	rna1506
OG0003435	rna133	rna3922
OG0003436	rna1705	rna1515
OG0003437	rna1707	rna1517
OG0003438	rna4837	rna3797
OG0003439	rna5534	rna4437
OG0003440	rna5533	rna5151
OG0003441	rna1313	rna4431
OG0003442	rna2695	rna5149
OG0003443	rna1312	rna4428
OG0003444	rna2692	rna5147
OG0003445	rna2691	rna5146
OG0003446	rna1308	rna4423
OG0003447	rna1307	rna4422
OG0003448	rna2686	rna679
OG0003449	rna1304	rna4419
OG0003450	rna5454	rna4576
OG0003451	rna4626	rna398
OG0003453	rna3306	rna846
OG0003454	rna1544	rna4925
OG0003455	rna3304	rna853
OG0003456	rna1550	rna4921
OG0003457	rna3298	rna860
OG0003458	rna428	rna1820
OG0003459	rna6029	rna2743
OG0003460	rna426	rna1818
OG0003461	rna6024	rna2316
OG0003462	rna6022	rna2735
OG0003463	rna6021	rna2734
OG0003464	rna6020	rna2733
OG0003465	rna421	rna1815
OG0003466	rna6014	rna2727
OG0003467	rna6011	rna2724
OG0003468	rna405	rna1799
OG0003469	rna401	rna1795, rna2719
OG0003470	rna399	rna1793
OG0003471	rna397	rna1790
OG0003472	rna5993	rna2713
OG0003473	rna5992	rna2712
OG0003474	rna5990	rna2711
OG0003475	rna388	rna1776
OG0003476	rna5985	rna2706
OG0003477	rna5984	rna2704
OG0003478	rna15	rna5343
OG0003479	rna5780	rna5344
OG0003480	rna5784	rna5348
OG0003481	rna5786	rna5350
OG0003482	rna12	rna784
OG0003483	rna11	rna785
OG0003484	rna5983	rna2703
OG0003485	rna5980	rna2700
OG0003486	rna5615	rna1772
OG0003487	rna5979	rna2699
OG0003488	rna5977	rna2696
OG0003489	rna5620	rna1766
OG0003490	rna5975	rna2693
OG0003491	rna5970	rna2660
OG0003492	rna5971	rna2659
OG0003493	rna5622	rna1764
OG0003494	rna488	rna2346
OG0003495	rna489	rna2347
OG0003496	rna499	rna2348
OG0003497	rna497	rna2350
OG0003498	rna3209	rna945
OG0003499	rna3203	rna949
OG0003500	rna3198	rna954
OG0003501	rna500	rna2360
OG0003502	rna3193	rna957
OG0003503	rna3192	rna958
OG0003504	rna503	rna2364
OG0003505	rna504	rna2365
OG0003506	rna487	rna2345
OG0003507	rna483	rna2341
OG0003508	rna1908	rna2340
OG0003509	rna39	rna4270
OG0003510	rna5746	rna3896
OG0003511	rna5743	rna5326
OG0003512	rna1426	rna828
OG0003513	rna371	rna5558
OG0003515	rna4577	rna808
OG0003516	rna4807	rna3385
OG0003517	rna4808	rna3386
OG0003518	rna5088	rna4808
OG0003519	rna5100	rna4817
OG0003520	rna2878	rna2247
OG0003521	rna2879, rna5102	rna2246
OG0003522	rna5103	rna4819
OG0003523	rna5109	rna4833
OG0003524	rna5113	rna4914
OG0003525	rna2894	rna2236
OG0003527	rna972	rna1097
OG0003528	rna271	rna5483
OG0003529	rna2866	rna2257
OG0003530	rna2863	rna4804
OG0003531	rna2858	rna2263
OG0003532	rna5083, rna2857	rna2264, rna4801
OG0003533	rna4069	rna5018
OG0003535	rna803	rna4049
OG0003536	rna805	rna1456
OG0003537	rna806	rna1455
OG0003538	rna761	rna4040
OG0003539	rna763	rna4038
OG0003540	rna813	rna1448
OG0003541	rna818	rna1444
OG0003542	rna769	rna4032
OG0003543	rna772	rna3215
OG0003544	rna2915	rna1435
OG0003545	rna648	rna3604
OG0003546	rna4694	rna3600
OG0003547	rna5169	rna474
OG0003548	rna5168	rna476
OG0003549	rna5838	rna4610
OG0003550	rna2104	rna3514
OG0003551	rna465	rna5069
OG0003552	rna678	rna3645
OG0003553	rna677	rna3646
OG0003554	rna852	rna2187
OG0003555	rna4635	rna3253
OG0003556	rna4631	rna3259
OG0003557	rna4628	rna3262
OG0003558	rna5361	rna5356, rna4254
OG0003559	rna5366	rna5362
OG0003561	rna5379	rna5366
OG0003562	rna60	rna4275
OG0003563	rna63	rna4272
OG0003564	rna2291	rna3786
OG0003565	rna236	rna1059, rna3835
OG0003566	rna5725	rna1680
OG0003567	rna5726	rna1681
OG0003568	rna5729	rna1684
OG0003569	rna5730	rna1685
OG0003570	rna4737	rna5542
OG0003571	rna1839	rna2918
OG0003573	rna3887	rna5674
OG0003574	rna1837	rna2915
OG0003575	rna1836	rna2914
OG0003576	rna2015	rna2151
OG0003577	rna1735	rna2039
OG0003578	rna2370	rna3108
OG0003579	rna2163	rna595
OG0003580	rna448	rna5086
OG0003581	rna449	rna5085
OG0003582	rna2081	rna3489
OG0003583	rna1998	rna3719
OG0003584	rna6255	rna4467
OG0003585	rna681	rna3642
OG0003586	rna5202	rna558
OG0003587	rna5200	rna556
OG0003588	rna463	rna5072
OG0003589	rna2090	rna3499
OG0003590	rna455	rna5079
OG0003591	rna2089	rna3497
OG0003592	rna2827	rna4102
OG0003593	rna2829	rna4517
OG0003594	rna3757	rna315
OG0003595	rna3756	rna316
OG0003596	rna6075	rna5691
OG0003597	rna5657	rna1752
OG0003598	rna5945	rna2684
OG0003599	rna5946	rna1747
OG0003600	rna1083	rna1948
OG0003601	rna1082	rna1947
OG0003602	rna298	rna5459
OG0003604	rna1787	rna2095
OG0003605	rna1050	rna1990
OG0003606	rna5148	rna4880
OG0003607	rna585	rna3022
OG0003608	rna2007	rna2145
OG0003609	rna187	rna2038
OG0003610	rna1010	rna2030
OG0003611	rna598	rna3045
OG0003612	rna596	rna4841
OG0003613	rna3825	rna143
OG0003614	rna1163	rna1879
OG0003615	rna4082	rna2797
OG0003616	rna4081	rna2798
OG0003617	rna1166	rna1876
OG0003618	rna4078	rna2799
OG0003619	rna4076	rna2792
OG0003620	rna4074	rna2790
OG0003621	rna3551	rna587
OG0003622	rna3548	rna585
OG0003623	rna3547	rna582
OG0003624	rna3544	rna581
OG0003625	rna4566	rna799
OG0003626	rna4567	rna800
OG0003627	rna4572	rna805
OG0003628	rna4573	rna806
OG0003629	rna3164	rna982
OG0003630	rna3167	rna979
OG0003631	rna3678	rna2382
OG0003632	rna1768	rna374
OG0003633	rna1767	rna375
OG0003634	rna1036	rna2002
OG0003635	rna2386	rna721
OG0003636	rna5341	rna5531
OG0003637	rna936	rna1055
OG0003638	rna938	rna5395
OG0003639	rna3245	rna3350
OG0003640	rna3271	rna3352
OG0003641	rna2401	rna705
OG0003642	rna2396	rna709
OG0003643	rna3852	rna3415
OG0003644	rna3849	rna3440
OG0003645	rna3846	rna3434
OG0003646	rna3261	rna3436
OG0003647	rna3820	rna148
OG0003648	rna49	rna4259
OG0003649	rna5463	rna4569
OG0003650	rna3723	rna3082
OG0003651	rna5469	rna4562
OG0003652	rna5471	rna3088
OG0003653	rna5475	rna4556
OG0003654	rna5476	rna4555
OG0003655	rna5481	rna4552
OG0003656	rna5482	rna4551
OG0003657	rna1525	rna4941
OG0003658	rna1529	rna4938
OG0003659	rna1532	rna4935
OG0003660	rna867	rna404
OG0003661	rna4619	rna2995
OG0003662	rna4617	rna4296
OG0003663	rna4615	rna4294
OG0003664	rna3863	rna412
OG0003665	rna4609	rna4289
OG0003666	rna4607	rna4287
OG0003667	rna2967	rna1389
OG0003668	rna2372	rna3111
OG0003669	rna281	rna1102
OG0003670	rna979	rna1099
OG0003671	rna995	rna1118
OG0003672	rna292	rna1115
OG0003673	rna1057	rna1984
OG0003674	rna1058	rna1982
OG0003675	rna1060	rna1980
OG0003676	rna1064	rna1977
OG0003677	rna1065	rna1976
OG0003678	rna1069	rna1972
OG0003679	rna3922	rna2107
OG0003680	rna3923	rna2108
OG0003681	rna1071	rna1970
OG0003682	rna1073	rna1968
OG0003683	rna3932	rna2880
OG0003685	rna1078	rna1964
OG0003686	rna4126	rna3430
OG0003687	rna4119	rna3406
OG0003688	rna4118	rna3407
OG0003689	rna2371	rna3110
OG0003690	rna1151	rna1889
OG0003691	rna1150	rna1890
OG0003692	rna726	rna3169
OG0003693	rna730	rna3173
OG0003694	rna4963	rna4680
OG0003695	rna3692	rna2398
OG0003696	rna2630	rna677
OG0003697	rna2422	rna745
OG0003698	rna3282	rna3327
OG0003699	rna1300	rna4414
OG0003700	rna1298	rna4412
OG0003701	rna2169	rna180
OG0003702	rna2030	rna2951
OG0003703	rna3247	rna723
OG0003704	rna4032	rna910
OG0003705	rna4113	rna915
OG0003706	rna5754	rna3903
OG0003707	rna5526	rna2301
OG0003708	rna5528	rna2303
OG0003709	rna2698	rna2307
OG0003710	rna2700	rna2309
OG0003711	rna5029	rna4751
OG0003712	rna2703	rna4748
OG0003713	rna5026	rna4746
OG0003714	rna2704	rna2312
OG0003715	rna2706	rna2314
OG0003716	rna5020	rna3722
OG0003717	rna5720	rna1675
OG0003718	rna5713	rna1668
OG0003719	rna1843	rna2922
OG0003721	rna3882	rna2925
OG0003722	rna2545	rna1320
OG0003723	rna2546	rna1319
OG0003724	rna2552	rna1314
OG0003725	rna2555	rna1310
OG0003726	rna2561	rna1308
OG0003727	rna2573	rna3057
OG0003728	rna4547	rna3058, rna5284
OG0003729	rna4546	rna3059
OG0003730	rna4545	rna3060
OG0003731	rna4543	rna3064
OG0003732	rna3573	rna5274
OG0003733	rna4535	rna841
OG0003734	rna4532	rna5329
OG0003735	rna3581	rna5280
OG0003736	rna4526	rna852
OG0003737	rna3589	rna5261
OG0003738	rna3590	rna5260
OG0003739	rna4510	rna1344
OG0003740	rna6085	rna5696
OG0003741	rna6083	rna5699
OG0003742	rna6076	rna5702
OG0003743	rna674	rna3630
OG0003744	rna672	rna3628
OG0003745	rna1642	rna3982
OG0003747	rna2964	rna1387
OG0003748	rna4994	rna4723
OG0003749	rna4993	rna4724
OG0003750	rna5744	rna3895
OG0003751	rna5206	rna564
OG0003752	rna5885	rna97
OG0003753	rna3652	rna570
OG0003754	rna4392	rna625
OG0003756	rna551	rna2511
OG0003757	rna631	rna5622
OG0003758	rna82	rna2905
OG0003759	rna358	rna5543
OG0003760	rna4871	rna1021
OG0003761	rna293	rna3354, rna1114
OG0003762	rna968	rna1090
OG0003763	rna3147	rna2395
OG0003764	rna3190	rna2368, rna963
OG0003765	rna1555	rna4916
OG0003766	rna3322	rna1369
OG0003767	rna2050	rna3218
OG0003768	rna4462	rna4890
OG0003769	rna6123	rna1536
OG0003770	rna4257	rna5789
OG0003771	rna6108	rna2063
OG0003772	rna2154	rna598
OG0003779	rna2843	rna4531
OG0003780	rna1624	rna4487
OG0003781	rna1986	rna3712
OG0003782	rna1990	rna3708
OG0003783	rna1376	rna4196
OG0003785	rna1370	rna1267
OG0003786	rna2044	rna2965
OG0003788	rna43	rna4266
OG0003789	rna1152	rna1888
OG0003790	rna3293	rna2456
OG0003791	rna3087	rna5610
OG0003792	rna3481	rna2448
OG0003793	rna3742	rna328
OG0003794	rna3740	rna338
OG0003796	rna2762	rna3280
OG0003798	rna4786	rna4320
OG0003799	rna2494	rna4078
OG0003800	rna2497	rna4081
OG0003801	rna2498	rna4082
OG0003802	rna2794	rna660
OG0003804	rna267, rna964	rna1086, rna5486
OG0003805	rna266	rna5487
OG0003806	rna5395	rna921
OG0003807	rna612	rna4826
OG0003808	rna1565	rna4823
OG0003809	rna620	rna876
OG0003810	rna619	rna875
OG0003814	rna2084	rna3492
OG0003815	rna1401, rna4439	rna4221, rna5227
OG0003816	rna4262	rna5794
OG0003817	rna873	rna254
OG0003818	rna6283	rna1594
OG0003819	rna4296	rna5825
OG0003820	rna4201	rna5706
OG0003822	rna258	rna5495
OG0003823	rna251	rna5498
OG0003824	rna953	rna1075
OG0003826	rna633, rna3069	rna2461, rna5627
OG0003827	rna4228	rna5759
OG0003828	rna2277	rna229
OG0003829	rna2268	rna220
OG0003830	rna2267	rna219
OG0003832	rna4750	rna2583
OG0003833	rna6034	rna2747
OG0003834	rna383	rna1825
OG0003835	rna377	rna1832
OG0003837	rna5842	rna4615, rna4692
OG0003838	rna6211	rna1215
OG0003839	rna5383	rna5376
OG0003840	rna3009	rna4190
OG0003841	rna5373	rna4192
OG0003842	rna176	rna1138
OG0003843	rna310	rna5446
OG0003844	rna4218	rna5754
OG0003845	rna3656	rna508
OG0003846	rna2563	rna1291
OG0003847	rna3439	rna4951
OG0003848	rna564	rna2498
OG0003849	rna569	rna2493
OG0003850	rna1448	rna38
OG0003854	rna1353	rna1252
OG0003855	rna4711	rna2614
OG0003856	rna4709	rna2622
OG0003857	rna4706	rna2624
OG0003858	rna2920	rna1430
OG0003859	rna1652	rna1415
OG0003860	rna1644, rna2939	rna1413, rna3992
OG0003861	rna3668	rna2373
OG0003863	rna2159	rna603
OG0003864	rna1025	rna2013
OG0003865	rna5768	rna3887
OG0003866	rna5505	rna2279
OG0003868	rna2286	rna5516
OG0003869	rna5866	rna3559
OG0003872	rna4181	rna5726
OG0003873	rna690	rna3632
OG0003875	rna1510	rna4106
OG0003876	rna5415	rna3372
OG0003877	rna5115	rna743
OG0003878	rna3790	rna3134
OG0003879	rna587	rna3020
OG0003881	rna3895	rna3820
OG0003883	rna5625	rna2663
OG0003884	rna5949	rna1743
OG0003886	rna4969	rna4688
OG0003888	rna4964	rna4681
OG0003889	rna353	rna5399
OG0003893	rna4369	rna2535
OG0003894	rna2720	rna2331
OG0003896	rna1195	rna604
OG0003897	rna4681, rna5843	rna3588, rna4616
OG0003899	rna2989	rna1373
OG0003901	rna3007	rna1299
OG0003902	rna1917	rna3854
OG0003903	rna1099	rna1938
OG0003904	rna1116	rna1918
OG0003905	rna4024	rna2820
OG0003906	rna1127	rna1906
OG0003907	rna1133	rna1902
OG0003908	rna2528	rna3144
OG0003909	rna2532	rna3140
OG0003910	rna1756	rna385
OG0003911	rna1022	rna2017
OG0003912	rna4234	rna5765
OG0003913	rna4648	rna2198
OG0003915	rna1329	rna1230
OG0003916	rna1332	rna1232
OG0003917	rna1336	rna1235
OG0003919	rna5546	rna5169
OG0003920	rna1421, rna2581	rna814, rna4600
OG0003921	rna3948	rna2865
OG0003923	rna128, rna1711	rna1521, rna3915
OG0003925	rna5117	rna4908
OG0003926	rna2909	rna2221
OG0003927	rna5438	rna4593
OG0003928	rna3268	rna136
OG0003930	rna1015	rna2024
OG0003931	rna201	rna2289
OG0003933	rna2177	rna170
OG0003934	rna182	rna1132
OG0003935	rna183	rna1130
OG0003936	rna185, rna308	rna1128, rna5449
OG0003937	rna5499	rna4536
OG0003938	rna3704	rna2413
OG0003939	rna2457	rna4143
OG0003940	rna2438, rna3878	rna760, rna3314
OG0003941	rna3284	rna3324
OG0003942	rna2426	rna747
OG0003943	rna1205	rna820
OG0003944	rna946	rna5511
OG0003945	rna3623	rna487
OG0003946	rna511	rna496
OG0003947	rna5908	rna5049
OG0003948	rna5897	rna4831
OG0003949	rna154	rna3938
OG0003951	rna2684	rna5141
OG0003952	rna1302	rna4417
OG0003953	rna3308	rna848
OG0003954	rna3295	rna865
OG0003955	rna6025	rna2738
OG0003956	rna423	rna1816
OG0003957	rna6017	rna2730
OG0003958	rna413	rna1808
OG0003959	rna410, rna6013	rna1805, rna2726
OG0003960	rna386	rna1774
OG0003961	rna385	rna2705
OG0003962	rna496	rna2351
OG0003964	rna506	rna2367
OG0003965	rna5095	rna4816
OG0003966	rna2892	rna4911
OG0003967	rna773	rna4023
OG0003968	rna824	rna1439
OG0003970	rna53	rna4253
OG0003971	rna58	rna4248
OG0003972	rna59	rna4246
OG0003973	rna5721	rna1676
OG0003974	rna2022	rna2942
OG0003975	rna2077	rna3477
OG0003976	rna2094	rna3505
OG0003978	rna1438	rna5568
OG0003981	rna1053	rna1987
OG0003982	rna2389	rna717
OG0003983	rna3818	rna150
OG0003984	rna3823	rna146
OG0003985	rna3492	rna3081
OG0003986	rna3730	rna4557
OG0003987	rna4616	rna4295
OG0003988	rna3862	rna413
OG0003989	rna4605	rna4285
OG0003990	rna2373	rna592
OG0003991	rna3915	rna2101
OG0003992	rna3919	rna2104
OG0003993	rna1079	rna1941
OG0003994	rna4120	rna3405
OG0003995	rna1288	rna4404
OG0003997	rna2385	rna722
OG0003998	rna3248	rna3347
OG0003999	rna1890	rna3209
OG0004001	rna5298	rna3013
OG0004002	rna1844	rna2923
OG0004003	rna4553	rna4175
OG0004004	rna3572	rna5272
OG0004006	rna4534	rna842
OG0004007	rna4517	rna1351
OG0004009	rna6081	rna2941
OG0004010	rna673	rna3629
OG0004012	rna927, rna234	rna5507
OG0004013	rna3285	rna3323
OG0004014	rna4678	rna3585
OG0004016	rna4125	rna3402
OG0004017	rna3879	rna5684
OG0004019	rna5764	rna3892
OG0004020	rna538	rna2522
OG0004021	rna3701	rna2407
OG0004022	rna3700	rna2406
OG0004023	rna254	rna3828
OG0004024	rna372	rna5557
OG0004025	rna240	rna1062
OG0004026	rna4345	rna1624
OG0004027	rna954	rna1077
OG0004028	rna3204	rna948
OG0004029	rna1115, TCONS_novel_00000241-1, rna77, rna4111	rna5143
OG0004030	rna1892	rna3200
OG0004031	rna5386	rna927
OG0004033	rna4500	rna1334
OG0004034	rna4565	rna798
OG0004035	rna4593	rna1589
OG0004036	rna4599	rna4280
OG0004037	rna865	rna402
OG0004038	rna5130	rna4889
OG0004039	rna4978	rna4702
OG0004040	rna1984	rna3705
OG0004041	rna6236	rna4454
OG0004042	rna2340	rna3745
OG0004043	rna4048	rna3947
OG0004044	rna3348	rna3973
OG0004045	rna6259	rna1571
OG0004046	rna6279	rna1590
OG0004047	rna1377	rna4198
OG0004048	rna1235	rna4346
OG0004049	rna2623	rna670
OG0004050	rna3495	rna4340
OG0004051	rna3277	rna3334
OG0004052	rna4251	rna5783
OG0004053	rna5687	rna1640
OG0004054	rna5654	rna1746
OG0004055	rna6015	rna2728
OG0004056	rna6027	rna2741
OG0004057	rna4505	rna1026, rna756, rna5351
OG0004058	rna3930	rna2120
OG0004059	rna1072	rna1969
OG0004060	rna1788	rna2096
OG0004061	rna1031	rna2007
OG0004062	rna2220	rna187
OG0004063	rna1717	rna2051
OG0004064	rna2029	rna2950
OG0004065	rna2527	rna3145
OG0004066	rna3781	rna3669
OG0004069	rna1224	rna3078, rna4568
OG0004071	rna2522	rna2835
OG0004073	rna3661	rna503
OG0004075	rna16	rna782
OG0004076	rna3081, rna3475	rna2455, rna5615
OG0004077	rna4856, rna5286	rna1037, rna3002
OG0004078	rna4415	rna4848
OG0004079	rna5392	rna923
OG0004080	rna4452	rna5215
OG0004082	rna4253	rna5785
OG0004083	rna4305	rna5840
OG0004084	rna2242, rna4203	rna203, rna5705
OG0004085	rna2234	rna5713, rna196
OG0004086	rna3067	rna5631
OG0004087	rna2276	rna228
OG0004088	rna4720, rna5708	rna1661, rna2609
OG0004089	rna6037	rna2750
OG0004090	rna2328	rna1221
OG0004090	rna6217	rna1221
OG0004090	rna2328	rna3753
OG0004090	rna6217	rna3753
OG0004091	rna3523	rna436
OG0004092	rna2567, rna3651	rna571, rna4183
OG0004094	rna3340	rna1296
OG0004096	rna540	rna2520
OG0004097	rna1461	rna27
OG0004099	rna1449, rna4043	rna37, rna2482
OG0004100	rna5345	rna2893
OG0004101	rna925	rna5506
OG0004102	rna4144, rna5597	rna3463, rna4125
OG0004103	rna4699	rna2630
OG0004104	rna1664, rna2923	rna1425, rna4008
OG0004105	rna659	rna3615
OG0004106	rna1233	rna4348
OG0004108	rna2645	rna4378
OG0004116	rna2128, rna5893	rna3540
OG0004117	rna3808	rna613
OG0004118	rna3893	rna5668
OG0004119	rna4700	rna2629
OG0004121	rna5951, rna5650	rna1742, rna2681
OG0004123	rna1604	rna1566
OG0004124	rna1955	rna3676
OG0004125	rna6052	rna2764
OG0004126	rna5845	rna3584, rna4618
OG0004127	rna4674	rna3550
OG0004128	rna1914	rna1304, rna3857
OG0004129	rna3104	rna5596
OG0004130	rna1097	rna1963
OG0004131	rna1119	rna1915
OG0004132	rna751	rna2786
OG0004133	rna4249	rna5781
OG0004134	rna3358	rna5002
OG0004135	rna4846	rna2988
OG0004136	rna5279	rna2993
OG0004137	rna3629	rna5309
OG0004138	rna430	rna1821
OG0004139	rna194	rna2161
OG0004140	rna2595, rna3497	rna693, rna4338
OG0004141	rna3514	rna426
OG0004142	rna999	rna5454
OG0004143	rna6096	rna365
OG0004144	rna6091	rna2068
OG0004145	rna216	rna1054
OG0004146	rna948	rna3806
OG0004147	rna3636	rna5300
OG0004148	rna3562	rna5289
OG0004149	rna724	rna3166
OG0004150	rna2117	rna3530
OG0004152	rna4052	rna3951
OG0004153	rna775	rna1486
OG0004154	rna4840	rna3800
OG0004155	rna862, rna4625	rna3266, rna399
OG0004157	rna414	rna1809
OG0004159	rna10	rna786
OG0004160	rna4696	rna468
OG0004161	rna5723	rna1678
OG0004162	rna452	rna5082
OG0004163	rna457	rna3502
OG0004164	rna1865	rna2939
OG0004165	rna5656	rna1751
OG0004167	rna1165	rna1877
OG0004168	rna3156	rna989
OG0004169	rna3871	rna406
OG0004170	rna3864	rna410
OG0004171	rna4608	rna416, rna4288
OG0004172	rna284	rna475
OG0004173	rna280	rna5475
OG0004176	rna2705	rna2313
OG0004176	rna5024	rna4745
OG0004177	rna5714	rna1669
OG0004178	rna2966	rna1388
OG0004179	rna5840	rna4612
OG0004181	rna4548	rna3422
OG0004183	rna5718	rna1673
OG0004186	rna3053	rna8
OG0004190	rna3171	rna975
OG0004191	rna3202	rna950
OG0004193	rna5164	rna4825
OG0004195	rna5409	rna3364
OG0004196	rna548	rna3581
OG0004197	rna3549	rna796
OG0004198	rna2868	rna2255, rna4807
OG0004201	rna5381, rna5382	rna4189
OG0004202	rna149	rna3933
OG0004208	rna2625	rna672
OG0004209	rna3837	rna141
OG0004212	rna4542	rna3065
OG0004213	rna4232	rna5762, rna232
OG0004221	rna5965	rna2667
OG0004222	rna4716	rna2618
OG0004224	rna5996	rna1788
OG0004225	rna3115	rna614
OG0004236	rna1972	rna3688
OG0004237	rna2473	rna4058
OG0004238	rna3712, rna3121	rna2424, rna5588
OG0004239	rna630	rna2458
OG0004241	rna2589, rna1901	rna932, rna2334
OG0004243	rna1564	rna4822
OG0004244	rna5014	rna4733
OG0004245	rna1941	TCONS_novel_00000219_4-frame_2, rna2531
OG0004246	rna870, rna4263	rna251
OG0004247	rna3403	rna5855
OG0004248	rna4393	rna5839, rna624
OG0004249	rna4687	rna3594
OG0004250	rna4220	rna5729
OG0004252	rna693	rna1600, rna2471
OG0004253	rna4914	rna71
OG0004254	rna92	rna5501
OG0004255	rna4783	rna1616
OG0004256	rna4705	rna2625
OG0004258	rna4430	rna5237
OG0004259	rna4169	rna3122
OG0004260	rna1039	rna1998
OG0004264	rna3891	rna5672
OG0004264	rna1833	rna2910
OG0004266	rna2724, rna4990	rna3191, rna4714
OG0004267	rna739	rna3185
OG0004268	rna4366	rna2536
OG0004270	rna5852	rna4626
OG0004271	rna2990	rna1372
