Genes	Orthogroup	Clade	Node
rna6118	OG0004745	s_bayanus	N4
rna6122	OG0004746	s_bayanus	N4
rna6163	OG0004747	s_bayanus	N4
rna6235	OG0004748	s_bayanus	N4
rna6245	OG0004749	s_bayanus	N4
rna957	OG0004750	s_bayanus	N4
rna986	OG0004751	s_bayanus	N4
rna1066	OG0004752	s_bayanus	N4
rna1196	OG0004753	s_bayanus	N4
rna1222	OG0004754	s_bayanus	N4
rna1229	OG0004755	s_bayanus	N4
rna1390	OG0004756	s_bayanus	N4
rna1393	OG0004757	s_bayanus	N4
rna1467	OG0004758	s_bayanus	N4
rna1486	OG0004759	s_bayanus	N4
rna1487	OG0004760	s_bayanus	N4
rna614	OG0004761	s_bayanus	N4
rna541	OG0004762	s_bayanus	N4
rna575	OG0004763	s_bayanus	N4
rna713	OG0004764	s_bayanus	N4
rna728	OG0004765	s_bayanus	N4
rna747	OG0004766	s_bayanus	N4
rna752	OG0004767	s_bayanus	N4
rna876	OG0004768	s_bayanus	N4
rna249	OG0004769	s_bayanus	N4
rna269	OG0004770	s_bayanus	N4
rna270	OG0004771	s_bayanus	N4
rna285	OG0004772	s_bayanus	N4
rna368	OG0004773	s_bayanus	N4
rna404	OG0004774	s_bayanus	N4
rna424	OG0004775	s_bayanus	N4
rna433	OG0004776	s_bayanus	N4
rna468	OG0004777	s_bayanus	N4
rna507	OG0004778	s_bayanus	N4
rna508	OG0004779	s_bayanus	N4
rna1512	OG0004780	s_bayanus	N4
rna5836	OG0004781	s_bayanus	N4
rna1618	OG0004782	s_bayanus	N4
rna1629	OG0004783	s_bayanus	N4
rna1653	OG0004784	s_bayanus	N4
rna1657	OG0004785	s_bayanus	N4
rna1679	OG0004786	s_bayanus	N4
rna3212	OG0004787	s_bayanus	N4
rna3138	OG0004788	s_bayanus	N4
rna3097	OG0004789	s_bayanus	N4
rna3091	OG0004790	s_bayanus	N4
rna3077	OG0004791	s_bayanus	N4
rna3074	OG0004792	s_bayanus	N4
rna3065	OG0004793	s_bayanus	N4
rna1974	OG0004794	s_bayanus	N4
rna1975	OG0004795	s_bayanus	N4
rna2035	OG0004796	s_bayanus	N4
rna2086	OG0004797	s_bayanus	N4
rna2146	OG0004798	s_bayanus	N4
rna2189	OG0004799	s_bayanus	N4
rna2254	OG0004800	s_bayanus	N4
rna2279	OG0004801	s_bayanus	N4
rna2368	OG0004802	s_bayanus	N4
rna2376	OG0004803	s_bayanus	N4
rna2388	OG0004804	s_bayanus	N4
rna2505	OG0004805	s_bayanus	N4
rna2585	OG0004806	s_bayanus	N4
rna5462	OG0004807	s_bayanus	N4
rna5493	OG0004808	s_bayanus	N4
rna5592	OG0004809	s_bayanus	N4
rna5602	OG0004810	s_bayanus	N4
rna5613	OG0004811	s_bayanus	N4
rna5698	OG0004812	s_bayanus	N4
rna5761	OG0004813	s_bayanus	N4
rna5778	OG0004814	s_bayanus	N4
rna2838	OG0004815	s_bayanus	N4
rna2901	OG0004816	s_bayanus	N4
rna2977	OG0004817	s_bayanus	N4
rna2890	OG0004817	s_bayanus	N4
rna2992	OG0004818	s_bayanus	N4
rna3019	OG0004819	s_bayanus	N4
rna32	OG0005042	s_bayanus	N4
rna4	OG0005043	s_bayanus	N4
rna3771	OG0005044	s_bayanus	N4
rna3805	OG0005045	s_bayanus	N4
rna3876	OG0005046	s_bayanus	N4
rna5249	OG0005047	s_bayanus	N4
rna3553	OG0005049	s_bayanus	N4
rna5223	OG0005050	s_bayanus	N4
rna5387	OG0005051	s_bayanus	N4
rna6246	OG0005052	s_bayanus	N4
rna1204	OG0005053	s_bayanus	N4
rna2554	OG0005055	s_bayanus	N4
rna2571	OG0005056	s_bayanus	N4
rna2830	OG0005058	s_bayanus	N4
rna3768	OG0005303	s_bayanus	N4
rna3899	OG0005304	s_bayanus	N4
rna3375	OG0005306	s_bayanus	N4
rna4657	OG0005308	s_bayanus	N4
rna5256	OG0005310	s_bayanus	N4
rna644	OG0005314	s_bayanus	N4
rna904	OG0005337	s_bayanus	N4
rna4458	OG0005961	s_bayanus	N4
rna3213	OG0005976	s_bayanus	N4
rna5248	OG0006036	s_bayanus	N4
rna3140	OG0000014	n_castellii	N2
rna3083	OG0000044	n_castellii	N2
rna5426	OG0000474	n_castellii	N2
rna1588	OG0000474	n_castellii	N2
rna5427	OG0000474	n_castellii	N2
rna3419	OG0002603	n_castellii	N2
rna5662	OG0002604	n_castellii	N2
rna5929	OG0002604	n_castellii	N2
rna2522	OG0004071	n_castellii	N2
rna754	OG0004343	n_castellii	N2
rna5358	OG0004344	n_castellii	N2
rna4746	OG0004344	n_castellii	N2
rna2641	OG0004465	n_castellii	N2
rna2360	OG0004466	n_castellii	N2
rna2243	OG0004467	n_castellii	N2
rna4403	OG0004468	n_castellii	N2
rna2424	OG0004469	n_castellii	N2
rna3733	OG0004470	n_castellii	N2
rna5183	OG0004471	n_castellii	N2
rna3557	OG0004472	n_castellii	N2
rna2782	OG0004473	n_castellii	N2
rna2402	OG0004474	n_castellii	N2
rna4561	OG0004475	n_castellii	N2
rna1417	OG0004476	n_castellii	N2
rna1700	OG0004477	n_castellii	N2
rna1702	OG0004478	n_castellii	N2
rna1430	OG0004479	n_castellii	N2
rna1153	OG0004480	n_castellii	N2
rna3927	OG0004481	n_castellii	N2
rna2011	OG0004482	n_castellii	N2
rna5513	OG0004483	n_castellii	N2
rna484	OG0004484	n_castellii	N2
rna5962	OG0004485	n_castellii	N2
rna4090	OG0004486	n_castellii	N2
rna1548	OG0004487	n_castellii	N2
rna590	OG0004488	n_castellii	N2
rna4168	OG0004489	n_castellii	N2
rna2098	OG0004490	n_castellii	N2
rna2107	OG0004491	n_castellii	N2
rna4684	OG0004492	n_castellii	N2
rna1640	OG0004493	n_castellii	N2
rna5595	OG0004494	n_castellii	N2
rna5605	OG0004495	n_castellii	N2
rna2445	OG0004496	n_castellii	N2
rna42	OG0004497	n_castellii	N2
rna1616	OG0004498	n_castellii	N2
rna1923	OG0004499	n_castellii	N2
rna2837	OG0004500	n_castellii	N2
rna1223	OG0004501	n_castellii	N2
rna4950	OG0004502	n_castellii	N2
rna4965	OG0004503	n_castellii	N2
rna5006	OG0004504	n_castellii	N2
rna1498	OG0004505	n_castellii	N2
rna4313	OG0004506	n_castellii	N2
TCONS_novel_00000364-1	OG0004507	n_castellii	N2
rna5567	OG0004508	n_castellii	N2
rna5739	OG0004509	n_castellii	N2
rna6072	OG0004510	n_castellii	N2
rna3758	OG0004511	n_castellii	N2
rna5194	OG0004667	n_castellii	N2
rna4358	OG0004668	n_castellii	N2
rna4630	OG0004670	n_castellii	N2
rna4629	OG0004671	n_castellii	N2
rna4960	OG0004672	n_castellii	N2
rna4998	OG0004674	n_castellii	N2
rna3113	OG0004675	n_castellii	N2
rna230	OG0004676	n_castellii	N2
rna1378	OG0005040	n_castellii	N2
rna3270	OG0005922	n_castellii	N2
rna3181	OG0000251	l_waltii_v3_group	N1
rna3491	OG0000435	l_waltii_v3_group	N1
rna3490	OG0000435	l_waltii_v3_group	N1
rna2473	OG0004237	l_waltii_v3_group	N1
rna4687	OG0004249	l_waltii_v3_group	N1
rna739	OG0004267	l_waltii_v3_group	N1
rna2665	OG0004282	l_waltii_v3_group	N1
rna4123	OG0004293	l_waltii_v3_group	N1
rna1762	OG0004382	l_waltii_v3_group	N1
rna793	OG0004386	l_waltii_v3_group	N1
rna418	OG0004416	l_waltii_v3_group	N1
rna3545	OG0004429	l_waltii_v3_group	N1
rna1668	OG0004577	l_waltii_v3_group	N1
rna6293	OG0004592	l_waltii_v3_group	N1
rna2662	OG0004860	l_waltii_v3_group	N1
rna4972	OG0004881	l_waltii_v3_group	N1
rna3986	OG0004923	l_waltii_v3_group	N1
rna6292	OG0004924	l_waltii_v3_group	N1
rna592	OG0005116	l_waltii_v3_group	N1
rna1896	OG0005122	l_waltii_v3_group	N1
rna6273	OG0005464	l_waltii_v3_group	N1
TCONS_novel_00000188-1-GTG	OG0005540	l_waltii_v3_group	N1
TCONS_novel_00000577-1	OG0005553	l_waltii_v3_group	N1
rna5792	OG0000003	l_waltii_v3_group	N1
rna3433	OG0000003	l_waltii_v3_group	N1
rna5222	OG0000003	l_waltii_v3_group	N1
rna90	OG0000005	l_waltii_v3_group	N1
rna2151	OG0000005	l_waltii_v3_group	N1
rna91	OG0000005	l_waltii_v3_group	N1
rna2152	OG0000005	l_waltii_v3_group	N1
rna87	OG0000005	l_waltii_v3_group	N1
rna601	OG0000005	l_waltii_v3_group	N1
rna84	OG0000005	l_waltii_v3_group	N1
rna88	OG0000005	l_waltii_v3_group	N1
rna76	OG0000056	l_waltii_v3_group	N1
rna3866	OG0000056	l_waltii_v3_group	N1
rna1558	OG0000707	l_waltii_v3_group	N1
rna625	OG0000707	l_waltii_v3_group	N1
rna1411	OG0000708	l_waltii_v3_group	N1
rna5007	OG0000708	l_waltii_v3_group	N1
rna1233	OG0004106	l_waltii_v3_group	N1
rna3514	OG0004141	l_waltii_v3_group	N1
rna1941	OG0004245	l_waltii_v3_group	N1
rna720	OG0004273	l_waltii_v3_group	N1
rna5820	OG0004336	l_waltii_v3_group	N1
rna5902	OG0004337	l_waltii_v3_group	N1
rna5226	OG0004361	l_waltii_v3_group	N1
rna6129	OG0004457	l_waltii_v3_group	N1
rna3583	OG0005273	l_waltii_v3_group	N1
rna5796	OG0000003	l_waltii_v3_group	N1
rna529	OG0000018	l_waltii_v3_group	N1
rna3762	OG0000018	l_waltii_v3_group	N1
rna706	OG0000019	l_waltii_v3_group	N1
rna3428	OG0000019	l_waltii_v3_group	N1
rna521	OG0000019	l_waltii_v3_group	N1
rna3050	OG0000217	l_waltii_v3_group	N1
rna531	OG0000348	l_waltii_v3_group	N1
rna642	OG0000348	l_waltii_v3_group	N1
rna692	OG0000348	l_waltii_v3_group	N1
rna5525	OG0000387	l_waltii_v3_group	N1
rna5044	OG0000387	l_waltii_v3_group	N1
rna3382	OG0000415	l_waltii_v3_group	N1
rna532	OG0001099	l_waltii_v3_group	N1
rna643	OG0001099	l_waltii_v3_group	N1
rna5073	OG0001995	l_waltii_v3_group	N1
rna3559	OG0002766	l_waltii_v3_group	N1
rna4559	OG0002766	l_waltii_v3_group	N1
rna2264	OG0002835	l_waltii_v3_group	N1
rna4464	OG0003051	l_waltii_v3_group	N1
rna4465	OG0003051	l_waltii_v3_group	N1
rna2822	OG0003104	l_waltii_v3_group	N1
rna1198	OG0003149	l_waltii_v3_group	N1
rna2979	OG0003165	l_waltii_v3_group	N1
rna5445	OG0003404	l_waltii_v3_group	N1
rna1990	OG0003782	l_waltii_v3_group	N1
rna43	OG0003788	l_waltii_v3_group	N1
rna3481	OG0003792	l_waltii_v3_group	N1
rna3740	OG0003794	l_waltii_v3_group	N1
rna620	OG0003809	l_waltii_v3_group	N1
rna2267	OG0003830	l_waltii_v3_group	N1
rna4750	OG0003832	l_waltii_v3_group	N1
rna383	OG0003834	l_waltii_v3_group	N1
rna3009	OG0003840	l_waltii_v3_group	N1
rna4218	OG0003844	l_waltii_v3_group	N1
rna1448	OG0003850	l_waltii_v3_group	N1
rna2920	OG0003858	l_waltii_v3_group	N1
rna1652	OG0003859	l_waltii_v3_group	N1
rna4181	OG0003872	l_waltii_v3_group	N1
rna690	OG0003873	l_waltii_v3_group	N1
rna587	OG0003879	l_waltii_v3_group	N1
rna3040	OG0003882	l_waltii_v3_group	N1
rna5949	OG0003884	l_waltii_v3_group	N1
rna4964	OG0003888	l_waltii_v3_group	N1
rna2720	OG0003894	l_waltii_v3_group	N1
rna1329	OG0003915	l_waltii_v3_group	N1
rna5546	OG0003919	l_waltii_v3_group	N1
rna2909	OG0003926	l_waltii_v3_group	N1
rna3623	OG0003945	l_waltii_v3_group	N1
rna511	OG0003946	l_waltii_v3_group	N1
rna6025	OG0003955	l_waltii_v3_group	N1
rna413	OG0003958	l_waltii_v3_group	N1
rna496	OG0003962	l_waltii_v3_group	N1
rna506	OG0003964	l_waltii_v3_group	N1
rna53	OG0003970	l_waltii_v3_group	N1
rna58	OG0003971	l_waltii_v3_group	N1
rna2389	OG0003982	l_waltii_v3_group	N1
rna3862	OG0003988	l_waltii_v3_group	N1
rna4605	OG0003989	l_waltii_v3_group	N1
rna4120	OG0003994	l_waltii_v3_group	N1
rna3248	OG0003998	l_waltii_v3_group	N1
rna5298	OG0004001	l_waltii_v3_group	N1
rna1844	OG0004002	l_waltii_v3_group	N1
rna4534	OG0004006	l_waltii_v3_group	N1
rna927	OG0004012	l_waltii_v3_group	N1
rna234	OG0004012	l_waltii_v3_group	N1
rna5392	OG0004079	l_waltii_v3_group	N1
rna4305	OG0004083	l_waltii_v3_group	N1
rna6037	OG0004089	l_waltii_v3_group	N1
rna1455	OG0004098	l_waltii_v3_group	N1
rna5224	OG0004114	l_waltii_v3_group	N1
rna1119	OG0004131	l_waltii_v3_group	N1
rna999	OG0004142	l_waltii_v3_group	N1
rna216	OG0004145	l_waltii_v3_group	N1
rna3636	OG0004147	l_waltii_v3_group	N1
rna724	OG0004149	l_waltii_v3_group	N1
rna452	OG0004162	l_waltii_v3_group	N1
rna3148	OG0004175	l_waltii_v3_group	N1
rna2966	OG0004178	l_waltii_v3_group	N1
rna5965	OG0004221	l_waltii_v3_group	N1
rna5996	OG0004224	l_waltii_v3_group	N1
rna5173	OG0004324	l_waltii_v3_group	N1
rna3047	OG0004325	l_waltii_v3_group	N1
rna408	OG0004326	l_waltii_v3_group	N1
rna1783	OG0004329	l_waltii_v3_group	N1
rna5331	OG0004330	l_waltii_v3_group	N1
rna2114	OG0004332	l_waltii_v3_group	N1
rna5794	OG0004358	l_waltii_v3_group	N1
rna641	OG0004377	l_waltii_v3_group	N1
rna1484	OG0004379	l_waltii_v3_group	N1
rna4067	OG0004385	l_waltii_v3_group	N1
rna2683	OG0004414	l_waltii_v3_group	N1
rna5104	OG0004419	l_waltii_v3_group	N1
rna3921	OG0004431	l_waltii_v3_group	N1
rna684	OG0004451	l_waltii_v3_group	N1
rna3772	OG0004453	l_waltii_v3_group	N1
rna2205	OG0004541	l_waltii_v3_group	N1
rna6150	OG0004549	l_waltii_v3_group	N1
rna1269	OG0004551	l_waltii_v3_group	N1
rna3649	OG0004554	l_waltii_v3_group	N1
rna2618	OG0004569	l_waltii_v3_group	N1
rna6183	OG0004572	l_waltii_v3_group	N1
rna3278	OG0004585	l_waltii_v3_group	N1
rna4056	OG0004588	l_waltii_v3_group	N1
rna3013	OG0004589	l_waltii_v3_group	N1
rna480	OG0004590	l_waltii_v3_group	N1
rna1338	OG0004595	l_waltii_v3_group	N1
rna6241	OG0004597	l_waltii_v3_group	N1
rna831	OG0004603	l_waltii_v3_group	N1
rna2889	OG0004608	l_waltii_v3_group	N1
rna2569	OG0004611	l_waltii_v3_group	N1
rna1978	OG0004850	l_waltii_v3_group	N1
rna3660	OG0004853	l_waltii_v3_group	N1
rna6103	OG0004910	l_waltii_v3_group	N1
rna1689	OG0004946	l_waltii_v3_group	N1
rna406	OG0004952	l_waltii_v3_group	N1
rna817	OG0004961	l_waltii_v3_group	N1
rna1628	OG0005020	l_waltii_v3_group	N1
rna4642	OG0005021	l_waltii_v3_group	N1
rna5363	OG0005251	l_waltii_v3_group	N1
rna295	OG0005261	l_waltii_v3_group	N1
rna5244	OG0005263	l_waltii_v3_group	N1
TCONS_novel_00000653-5	OG0005266	l_waltii_v3_group	N1
rna3779	OG0000003	l_waltii_v3_group	N1
rna5578	OG0000009	l_waltii_v3_group	N1
rna5586	OG0000009	l_waltii_v3_group	N1
rna4124	OG0000009	l_waltii_v3_group	N1
rna3431	OG0000009	l_waltii_v3_group	N1
rna1940	OG0000010	l_waltii_v3_group	N1
rna5237	OG0000010	l_waltii_v3_group	N1
rna3434	OG0000010	l_waltii_v3_group	N1
rna705	OG0000010	l_waltii_v3_group	N1
rna3429	OG0000010	l_waltii_v3_group	N1
rna525	OG0000010	l_waltii_v3_group	N1
rna4327	OG0000010	l_waltii_v3_group	N1
rna1805	OG0000010	l_waltii_v3_group	N1
rna4824	OG0000010	l_waltii_v3_group	N1
rna2514	OG0000010	l_waltii_v3_group	N1
rna2519	OG0000010	l_waltii_v3_group	N1
rna3698	OG0000014	l_waltii_v3_group	N1
rna5087	OG0000014	l_waltii_v3_group	N1
rna2867	OG0000014	l_waltii_v3_group	N1
rna6291	OG0000018	l_waltii_v3_group	N1
rna2450	OG0000018	l_waltii_v3_group	N1
rna2511	OG0000019	l_waltii_v3_group	N1
rna1814	OG0000022	l_waltii_v3_group	N1
rna520	OG0000022	l_waltii_v3_group	N1
rna6290	OG0000022	l_waltii_v3_group	N1
rna2510	OG0000022	l_waltii_v3_group	N1
rna1648	OG0000026	l_waltii_v3_group	N1
rna1643	OG0000026	l_waltii_v3_group	N1
rna1649	OG0000026	l_waltii_v3_group	N1
rna5742	OG0000027	l_waltii_v3_group	N1
rna5568	OG0000027	l_waltii_v3_group	N1
rna1362	OG0000027	l_waltii_v3_group	N1
rna2799	OG0000029	l_waltii_v3_group	N1
rna8	OG0000029	l_waltii_v3_group	N1
rna95	OG0000029	l_waltii_v3_group	N1
rna3759	OG0000029	l_waltii_v3_group	N1
rna1458	OG0000036	l_waltii_v3_group	N1
rna572	OG0000036	l_waltii_v3_group	N1
rna4092	OG0000037	l_waltii_v3_group	N1
rna5487	OG0000037	l_waltii_v3_group	N1
rna5608	OG0000037	l_waltii_v3_group	N1
rna894	OG0000044	l_waltii_v3_group	N1
rna2871	OG0000055	l_waltii_v3_group	N1
rna18	OG0000058	l_waltii_v3_group	N1
rna5777	OG0000058	l_waltii_v3_group	N1
rna2797	OG0000063	l_waltii_v3_group	N1
rna1781	OG0000063	l_waltii_v3_group	N1
rna3432	OG0000077	l_waltii_v3_group	N1
rna5231	OG0000096	l_waltii_v3_group	N1
rna4771	OG0000096	l_waltii_v3_group	N1
rna4347	OG0000096	l_waltii_v3_group	N1
rna701	OG0000106	l_waltii_v3_group	N1
rna4817	OG0000106	l_waltii_v3_group	N1
rna1793	OG0000108	l_waltii_v3_group	N1
rna2437	OG0000108	l_waltii_v3_group	N1
rna1320	OG0000113	l_waltii_v3_group	N1
rna5797	OG0000114	l_waltii_v3_group	N1
rna4814	OG0000114	l_waltii_v3_group	N1
rna2191	OG0000122	l_waltii_v3_group	N1
rna209	OG0000122	l_waltii_v3_group	N1
rna3099	OG0000131	l_waltii_v3_group	N1
rna4408	OG0000137	l_waltii_v3_group	N1
rna1506	OG0000144	l_waltii_v3_group	N1
rna4891	OG0000144	l_waltii_v3_group	N1
rna3776	OG0000155	l_waltii_v3_group	N1
rna702	OG0000155	l_waltii_v3_group	N1
rna2399	OG0000201	l_waltii_v3_group	N1
rna5789	OG0000201	l_waltii_v3_group	N1
rna2259	OG0000225	l_waltii_v3_group	N1
rna4214	OG0000225	l_waltii_v3_group	N1
rna4086	OG0000226	l_waltii_v3_group	N1
rna1161	OG0000226	l_waltii_v3_group	N1
rna2070	OG0000235	l_waltii_v3_group	N1
rna5873	OG0000235	l_waltii_v3_group	N1
rna4274	OG0000236	l_waltii_v3_group	N1
rna3467	OG0000236	l_waltii_v3_group	N1
rna2265	OG0000249	l_waltii_v3_group	N1
rna4215	OG0000249	l_waltii_v3_group	N1
rna2143	OG0000253	l_waltii_v3_group	N1
rna439	OG0000253	l_waltii_v3_group	N1
rna1651	OG0000254	l_waltii_v3_group	N1
rna2938	OG0000254	l_waltii_v3_group	N1
rna5916	OG0000255	l_waltii_v3_group	N1
rna5670	OG0000255	l_waltii_v3_group	N1
rna5058	OG0000259	l_waltii_v3_group	N1
rna5508	OG0000259	l_waltii_v3_group	N1
rna2208	OG0000263	l_waltii_v3_group	N1
rna4179	OG0000263	l_waltii_v3_group	N1
rna3769	OG0000264	l_waltii_v3_group	N1
rna5818	OG0000264	l_waltii_v3_group	N1
rna5889	OG0000267	l_waltii_v3_group	N1
rna2133	OG0000267	l_waltii_v3_group	N1
rna5643	OG0000269	l_waltii_v3_group	N1
rna5956	OG0000269	l_waltii_v3_group	N1
rna4980	OG0000270	l_waltii_v3_group	N1
rna2730	OG0000270	l_waltii_v3_group	N1
rna6207	OG0000274	l_waltii_v3_group	N1
rna2318	OG0000274	l_waltii_v3_group	N1
rna158	OG0000290	l_waltii_v3_group	N1
rna1683	OG0000290	l_waltii_v3_group	N1
rna1303	OG0000294	l_waltii_v3_group	N1
rna2685	OG0000294	l_waltii_v3_group	N1
rna403	OG0000296	l_waltii_v3_group	N1
rna6006	OG0000296	l_waltii_v3_group	N1
rna494	OG0000299	l_waltii_v3_group	N1
rna3201	OG0000299	l_waltii_v3_group	N1
rna370	OG0000300	l_waltii_v3_group	N1
rna5320	OG0000300	l_waltii_v3_group	N1
rna2873	OG0000301	l_waltii_v3_group	N1
rna5094	OG0000301	l_waltii_v3_group	N1
rna807	OG0000305	l_waltii_v3_group	N1
rna756	OG0000305	l_waltii_v3_group	N1
rna4688	OG0000308	l_waltii_v3_group	N1
rna5837	OG0000308	l_waltii_v3_group	N1
rna895	OG0000309	l_waltii_v3_group	N1
rna4233	OG0000309	l_waltii_v3_group	N1
rna5365	OG0000311	l_waltii_v3_group	N1
rna54	OG0000311	l_waltii_v3_group	N1
rna1414	OG0000313	l_waltii_v3_group	N1
rna2576	OG0000313	l_waltii_v3_group	N1
rna3161	OG0000316	l_waltii_v3_group	N1
rna3684	OG0000316	l_waltii_v3_group	N1
rna5465	OG0000319	l_waltii_v3_group	N1
rna1225	OG0000319	l_waltii_v3_group	N1
rna5478	OG0000320	l_waltii_v3_group	N1
rna3731	OG0000320	l_waltii_v3_group	N1
rna4602	OG0000322	l_waltii_v3_group	N1
rna5151	OG0000322	l_waltii_v3_group	N1
rna1889	OG0000324	l_waltii_v3_group	N1
rna4114	OG0000324	l_waltii_v3_group	N1
rna3030	OG0000325	l_waltii_v3_group	N1
rna5037	OG0000325	l_waltii_v3_group	N1
rna3577	OG0000327	l_waltii_v3_group	N1
rna4533	OG0000327	l_waltii_v3_group	N1
rna3584	OG0000328	l_waltii_v3_group	N1
rna4525	OG0000328	l_waltii_v3_group	N1
rna2947	OG0000329	l_waltii_v3_group	N1
rna1641	OG0000329	l_waltii_v3_group	N1
rna4775	OG0000331	l_waltii_v3_group	N1
rna4342	OG0000331	l_waltii_v3_group	N1
rna1947	OG0000332	l_waltii_v3_group	N1
rna5221	OG0000332	l_waltii_v3_group	N1
rna6100	OG0000335	l_waltii_v3_group	N1
rna2043	OG0000335	l_waltii_v3_group	N1
rna2225	OG0000336	l_waltii_v3_group	N1
rna4187	OG0000336	l_waltii_v3_group	N1
rna3119	OG0000337	l_waltii_v3_group	N1
rna3713	OG0000337	l_waltii_v3_group	N1
rna3117	OG0000338	l_waltii_v3_group	N1
rna3716	OG0000338	l_waltii_v3_group	N1
rna5287	OG0000339	l_waltii_v3_group	N1
rna5220	OG0000341	l_waltii_v3_group	N1
rna3453	OG0000347	l_waltii_v3_group	N1
rna3328	OG0000347	l_waltii_v3_group	N1
rna533	OG0000349	l_waltii_v3_group	N1
rna1480	OG0000350	l_waltii_v3_group	N1
rna547	OG0000350	l_waltii_v3_group	N1
rna3063	OG0000351	l_waltii_v3_group	N1
rna640	OG0000351	l_waltii_v3_group	N1
rna919	OG0000352	l_waltii_v3_group	N1
rna5352	OG0000352	l_waltii_v3_group	N1
rna5301	OG0000353	l_waltii_v3_group	N1
rna4878	OG0000353	l_waltii_v3_group	N1
rna5863	OG0000357	l_waltii_v3_group	N1
rna4666	OG0000357	l_waltii_v3_group	N1
rna4163	OG0000358	l_waltii_v3_group	N1
rna4165	OG0000358	l_waltii_v3_group	N1
rna2212	OG0000359	l_waltii_v3_group	N1
rna4182	OG0000359	l_waltii_v3_group	N1
rna3281	OG0000364	l_waltii_v3_group	N1
rna2420	OG0000364	l_waltii_v3_group	N1
rna221	OG0000372	l_waltii_v3_group	N1
rna943	OG0000372	l_waltii_v3_group	N1
rna2115	OG0000373	l_waltii_v3_group	N1
rna5905	OG0000373	l_waltii_v3_group	N1
rna1697	OG0000375	l_waltii_v3_group	N1
rna144	OG0000375	l_waltii_v3_group	N1
rna5783	OG0000378	l_waltii_v3_group	N1
rna14	OG0000378	l_waltii_v3_group	N1
rna5974	OG0000379	l_waltii_v3_group	N1
rna5621	OG0000379	l_waltii_v3_group	N1
rna770	OG0000382	l_waltii_v3_group	N1
rna820	OG0000382	l_waltii_v3_group	N1
rna462	OG0000385	l_waltii_v3_group	N1
rna2095	OG0000385	l_waltii_v3_group	N1
rna1080	OG0000386	l_waltii_v3_group	N1
rna3938	OG0000386	l_waltii_v3_group	N1
rna4516	OG0000391	l_waltii_v3_group	N1
rna3588	OG0000391	l_waltii_v3_group	N1
rna4996	OG0000392	l_waltii_v3_group	N1
rna2715	OG0000392	l_waltii_v3_group	N1
rna991	OG0000394	l_waltii_v3_group	N1
rna289	OG0000394	l_waltii_v3_group	N1
rna2721	OG0000395	l_waltii_v3_group	N1
rna4992	OG0000395	l_waltii_v3_group	N1
rna2472	OG0000396	l_waltii_v3_group	N1
rna2748	OG0000396	l_waltii_v3_group	N1
rna3554	OG0000399	l_waltii_v3_group	N1
rna378	OG0000401	l_waltii_v3_group	N1
rna5255	OG0000402	l_waltii_v3_group	N1
rna4802	OG0000404	l_waltii_v3_group	N1
rna2501	OG0000404	l_waltii_v3_group	N1
rna785	OG0000407	l_waltii_v3_group	N1
rna4062	OG0000407	l_waltii_v3_group	N1
rna732	OG0000412	l_waltii_v3_group	N1
rna4925	OG0000413	l_waltii_v3_group	N1
rna167	OG0000415	l_waltii_v3_group	N1
rna4080	OG0000421	l_waltii_v3_group	N1
rna1168	OG0000421	l_waltii_v3_group	N1
rna5470	OG0000422	l_waltii_v3_group	N1
rna3728	OG0000422	l_waltii_v3_group	N1
rna729	OG0000423	l_waltii_v3_group	N1
rna4961	OG0000423	l_waltii_v3_group	N1
rna5827	OG0000425	l_waltii_v3_group	N1
rna4748	OG0000425	l_waltii_v3_group	N1
rna3394	OG0000433	l_waltii_v3_group	N1
rna4378	OG0000433	l_waltii_v3_group	N1
rna6201	OG0000453	l_waltii_v3_group	N1
rna2305	OG0000453	l_waltii_v3_group	N1
rna1341	OG0000456	l_waltii_v3_group	N1
rna168	OG0000458	l_waltii_v3_group	N1
rna179	OG0000460	l_waltii_v3_group	N1
rna2980	OG0000473	l_waltii_v3_group	N1
rna5428	OG0000473	l_waltii_v3_group	N1
rna3770	OG0000517	l_waltii_v3_group	N1
rna5817	OG0000517	l_waltii_v3_group	N1
rna570	OG0000538	l_waltii_v3_group	N1
rna28	OG0000562	l_waltii_v3_group	N1
rna5593	OG0000592	l_waltii_v3_group	N1
rna3956	OG0000602	l_waltii_v3_group	N1
rna3436	OG0000645	l_waltii_v3_group	N1
rna3215	OG0000663	l_waltii_v3_group	N1
rna369	OG0000664	l_waltii_v3_group	N1
rna469	OG0000668	l_waltii_v3_group	N1
rna5030	OG0000695	l_waltii_v3_group	N1
rna2870	OG0000705	l_waltii_v3_group	N1
rna2869	OG0000705	l_waltii_v3_group	N1
rna1924	OG0000731	l_waltii_v3_group	N1
rna2252	OG0000755	l_waltii_v3_group	N1
rna2255	OG0000758	l_waltii_v3_group	N1
rna4151	OG0000783	l_waltii_v3_group	N1
rna3720	OG0000812	l_waltii_v3_group	N1
rna3086	OG0000819	l_waltii_v3_group	N1
rna2562	OG0000829	l_waltii_v3_group	N1
rna4795	OG0000860	l_waltii_v3_group	N1
rna2414	OG0000887	l_waltii_v3_group	N1
rna4445	OG0000901	l_waltii_v3_group	N1
rna2071	OG0000912	l_waltii_v3_group	N1
rna5735	OG0000935	l_waltii_v3_group	N1
rna4297	OG0000971	l_waltii_v3_group	N1
rna4231	OG0000997	l_waltii_v3_group	N1
